end,total_shot_number,shot_number,shooter_team,team0_stones,team1_stones,translational_velocity,angular_velocity,shot_angle
0,1,0,team0,1,0,2.3973239338874524,-15.707963267948966,1.5144213826486799
0,2,1,team1,1,1,2.401975922287564,-1.570796327,1.515398336382567
0,3,1,team0,2,1,2.4248032675490077,15.707963267948966,1.6266083000073939
0,4,2,team1,2,2,2.402866994608609,-1.570796327,1.51730296084288
0,5,2,team0,3,2,2.3980299160776197,15.707963267948966,1.6350149831864411
0,6,3,team1,3,3,2.399922452501031,-1.570796327,1.5173187189618949
0,7,3,team0,3,3,3.9930049781370225,-1e-06,1.5674090175779074
0,8,4,team1,3,4,2.3877811906418644,-1.570796327,1.5194625341951302
0,9,4,team0,2,3,3.9961767206762135,-1e-06,1.5655848566754396
0,10,5,team1,2,4,2.4054432380089494,-1.570796327,1.5143151314697771
0,11,5,team0,3,2,3.994507043679235,1e-06,1.57264141671522
0,12,6,team1,3,3,2.385649460409274,-1.570796327,1.512030897574455
0,13,6,team0,2,0,4.001547389361122,1e-06,1.5735534682951489
0,14,7,team1,2,1,2.397512857509202,-1.570796327,1.5166196936181582
0,15,7,team0,1,1,4.006176327867701,1e-06,1.573660017046519
0,16,8,team1,1,2,2.3910565979513914,-1.570796327,1.5175705342053
1,1,0,team0,1,0,2.40761445095389,-15.707963267948966,1.519205928279309
1,2,1,team1,1,1,2.3996478712626534,-1.570796327,1.5190679162052214
1,3,1,team0,1,1,3.995864611158831,1e-06,1.5747331053392322
1,4,2,team1,1,2,2.387407542320244,-1.570796327,1.5127461771073123
1,5,2,team0,0,1,4.007920189041651,1e-06,1.5744206459222714
1,6,3,team1,0,2,2.4003287095015033,-1.570796327,1.5172246856172498
1,7,3,team0,0,2,3.9803739589250404,1e-06,1.5737343034131308
1,8,4,team1,0,3,2.405366127698813,-1.570796327,1.5162360289163708
1,9,4,team0,0,0,4.022418162118272,1e-06,1.5771465345038709
1,10,5,team1,0,1,2.3993864561951477,-1.570796327,1.5170617314170862
1,11,5,team0,0,1,3.9925233131153033,1e-06,1.5728875934557855
1,12,6,team1,0,2,2.4003466320901388,-1.570796327,1.5143509652104497
1,13,6,team0,0,1,4.003547658603212,1e-06,1.5753031485790228
1,14,7,team1,0,2,2.3964143322794658,-1.570796327,1.516269205365068
1,15,7,team0,0,0,4.008557967100841,1e-06,1.5796647992973303
1,16,8,team1,0,1,2.4054502571066565,-1.570796327,1.5144101846899298
2,1,0,team0,1,0,2.3953317528842746,-15.707963267948966,1.518492472189875
2,2,1,team1,1,1,2.3868055793541667,-1.570796327,1.5131946410564594
2,3,1,team0,2,1,2.404517835981942,15.707963267948966,1.6280363573109813
2,4,2,team1,2,2,2.401612262733597,-1.570796327,1.520089126484369
2,5,2,team0,3,2,2.407307673517941,-15.707963267948966,1.5118185933926538
2,6,3,team1,3,3,2.404581804938621,-1.570796327,1.516263059497286
2,7,3,team0,3,2,3.9982853570487493,-1e-06,1.55939558523176
2,8,4,team1,3,3,2.3965615728193916,-1.570796327,1.515730803259642
2,9,4,team0,3,2,3.99133328761355,1e-06,1.5763897768332846
2,10,5,team1,3,3,2.394452226647965,-1.570796327,1.5192754154187442
2,11,5,team0,2,2,4.008653978859264,1e-06,1.5723429309895125
2,12,6,team1,2,3,2.409987374911585,-1.570796327,1.5154480671567585
2,13,6,team0,1,2,4.010630355298487,1e-06,1.5752099537065565
2,14,7,team1,1,3,2.392941819877985,-1.570796327,1.5149256091639798
2,15,7,team0,1,2,4.001758240392951,1e-06,1.5759370338456988
2,16,8,team1,1,3,2.401172234239818,-1.570796327,1.5162775229688905
3,1,0,team0,1,0,2.4157906567932166,-15.707963267948966,1.5170581949409443
3,2,1,team1,1,1,2.4085387033763817,-1.570796327,1.5168106978624825
3,3,1,team0,1,1,3.993709079379001,1e-06,1.5737410756845376
3,4,2,team1,1,2,2.396728254689149,-1.570796327,1.5157536485397929
3,5,2,team0,1,2,3.9979053390882084,-1e-06,1.57144853398848
3,6,3,team1,1,3,2.406942656865115,-1.570796327,1.5156036077100297
3,7,3,team0,1,3,3.997786700981368,1e-06,1.5702897839485979
3,8,4,team1,1,4,2.4064890766557823,-1.570796327,1.5156476428163428
3,9,4,team0,1,2,3.9910075589515457,1e-06,1.5788917775314542
3,10,5,team1,1,3,2.3999490410592443,-1.570796327,1.515028019254134
3,11,5,team0,1,2,3.994905159393598,-1e-06,1.5693335342376589
3,12,6,team1,1,3,2.409770712392347,-1.570796327,1.5159923498051742
3,13,6,team0,1,3,3.9914010491691654,-1e-06,1.5709356836432455
3,14,7,team1,1,4,2.3857946515037627,-1.570796327,1.5155081194051854
3,15,7,team0,1,4,3.9952112739424086,-1e-06,1.572303546154629
3,16,8,team1,1,5,2.3843160207587597,-1.570796327,1.5163269312350522
4,1,0,team0,1,0,2.41088350337018,-15.707963267948966,1.5166863851182597
4,2,1,team1,1,1,2.3936958275488864,-1.570796327,1.5151649448263336
4,3,1,team0,2,1,2.4141561077782714,15.707963267948966,1.6280142521697383
4,4,2,team1,2,2,2.399877321369933,-1.570796327,1.516863615800287
4,5,2,team0,0,1,4.009951230750454,1e-06,1.5722435805738932
4,6,3,team1,0,2,2.390967051087892,-1.570796327,1.5163758390939834
4,7,3,team0,0,2,3.9937264191240547,1e-06,1.5710841282817858
4,8,4,team1,0,3,2.387316938623474,-1.570796327,1.5189793150389514
4,9,4,team0,0,3,3.991879330496191,1e-06,1.5714174507943048
4,10,5,team1,0,4,2.3969257203588064,-1.570796327,1.514758664805669
4,11,5,team0,0,1,4.004144989426535,1e-06,1.5735126610393357
4,12,6,team1,0,2,2.386974158797331,-1.570796327,1.5176898727035348
4,13,6,team0,0,2,3.9914256218398507,1e-06,1.573692706004169
4,14,7,team1,0,3,2.4033908793002317,-1.570796327,1.51485052272058
4,15,7,team0,1,2,3.9981319543523446,1e-06,1.5797312728351791
4,16,8,team1,1,3,2.4011563329673793,-1.570796327,1.514730140742404
5,1,0,team0,1,0,2.3994144800756683,-15.707963267948966,1.5162539905726984
5,2,1,team1,1,1,2.379510363540716,-1.570796327,1.516614656102524
5,3,1,team0,2,1,2.39880154264328,15.707963267948966,1.6238132594623342
5,4,2,team1,2,2,2.3883710856414133,-1.570796327,1.5142809780657462
5,5,2,team0,3,2,2.4082409277266925,15.707963267948966,1.6280080173451605
5,6,3,team1,3,3,2.3984131696975424,-1.570796327,1.5144298893698305
5,7,3,team0,4,3,2.393819423371329,15.707963267948966,1.6305148897610777
5,8,4,team1,4,4,2.4009719137509844,-1.570796327,1.5117731986460805
5,9,4,team0,5,4,2.391352314256796,15.707963267948966,1.6298407362390075
5,10,5,team1,5,5,2.399067746784275,-1.570796327,1.520923849421797
5,11,5,team0,6,5,2.408324372514385,15.707963267948966,1.6328940604900348
5,12,6,team1,6,6,2.404074653337976,-1.570796327,1.5162979345040248
5,13,6,team0,7,6,2.4137744047116185,15.707963267948966,1.6330154819707203
5,14,7,team1,7,7,2.401623195446262,-1.570796327,1.5163639551916595
5,15,7,team0,8,7,2.404296682312359,15.707963267948966,1.6328167714657518
5,16,8,team1,8,8,2.3992364436651505,-1.570796327,1.5184562846033332
6,1,0,team1,0,1,2.3898519719352547,-1.570796327,1.517932716103544
6,2,1,team0,0,1,3.991812004627401,1e-06,1.5712243304178841
6,3,1,team1,0,2,2.4010644778199572,-1.570796327,1.5190561935190334
6,4,2,team0,0,2,3.9913976137159244,1e-06,1.5762983134354465
