end,team,stone_index,x,y,distance_to_button
0,team0,4,-0.35310038924217224,38.141902923583984,0.503
0,team1,6,-0.030324261635541916,38.2651481628418,0.237
0,team1,7,-0.044309403747320175,37.9112548828125,0.59
1,team1,7,0.058957070112228394,38.4735221862793,0.065
2,team0,3,-1.2795263528823853,39.59638977050781,1.685
2,team1,4,-0.874866783618927,38.04533767700195,0.986
2,team1,5,-0.2648610770702362,37.889896392822266,0.665
2,team1,7,-0.0113358274102211,38.326316833496094,0.174
3,team0,0,-0.10536408424377441,39.466468811035156,0.972
3,team1,0,-0.05699693411588669,38.98735809326172,0.491
3,team1,4,0.05063951015472412,38.6095085144043,0.121
3,team1,5,0.14266343414783478,38.273929595947266,0.267
3,team1,6,0.0179086085408926,37.78984832763672,0.71
3,team1,7,0.05888266861438751,37.33298873901367,1.168
4,team0,7,-1.315058946609497,36.82188034057617,2.132
4,team1,2,-0.1440725326538086,40.008941650390625,1.516
4,team1,5,-1.1289448738098145,38.275001525878906,1.151
4,team1,7,0.04798878729343414,38.32506561279297,0.181
5,team0,0,0.03518124669790268,39.12867736816406,0.63
5,team0,1,-0.21167567372322083,38.60457992553711,0.236
5,team0,2,0.2174246907234192,38.728240966796875,0.315
5,team0,3,-0.8455600142478943,37.9627799987793,1.002
5,team0,4,0.540926456451416,37.46598815917969,1.167
5,team0,5,-0.8983203768730164,36.69733428955078,2.014
5,team0,6,-0.5484938025474548,37.564945220947266,1.084
5,team0,7,-0.4713289141654968,36.71751022338867,1.844
5,team1,0,0.5174787044525146,38.37999725341797,0.531
5,team1,1,0.5982994437217712,38.07908630371094,0.732
5,team1,2,-0.6070421934127808,38.21751403808594,0.67
5,team1,3,0.842105507850647,37.71133041381836,1.154
5,team1,4,0.33723214268684387,37.9504508972168,0.645
5,team1,5,-0.25376951694488525,38.03020095825195,0.534
5,team1,6,0.008905218914151192,37.8817024230957,0.618
5,team1,7,0.08382641524076462,36.95134735107422,1.551
6,team0,7,0.0439465194940567,37.69804382324219,0.803
6,team1,3,-0.10927090048789978,38.6567497253418,0.191
6,team1,4,0.03982711210846901,38.19966506958008,0.303
6,team1,6,-0.10646827518939972,37.385231018066406,1.12
7,team0,0,0.07892102748155594,38.424713134765625,0.109
7,team0,1,0.46771761775016785,38.826171875,0.57
7,team0,2,0.4227472245693207,38.24142837524414,0.496
7,team0,3,0.7987823486328125,38.137081146240234,0.877
7,team0,4,0.5876869559288025,37.75143051147461,0.952
7,team0,5,0.6198090314865112,37.350093841552734,1.306
7,team0,6,-0.10825178772211075,37.78727340698242,0.721
7,team0,7,0.21373572945594788,37.191917419433594,1.325
7,team1,0,-0.26642611622810364,38.4140510559082,0.28
7,team1,1,-0.0241316556930542,38.1466178894043,0.354
7,team1,2,-0.7376931309700012,37.70330047607422,1.086
7,team1,3,-0.5989174246788025,38.205448150634766,0.667
7,team1,4,-0.511934757232666,37.92530059814453,0.77
7,team1,5,0.19698314368724823,37.934757232666016,0.599
7,team1,6,0.24150587618350983,37.62342834472656,0.909
7,team1,7,0.12250439822673798,36.820045471191406,1.684
8,team0,7,1.7732268571853638,38.00611114501953,1.841
8,team1,5,0.40105098485946655,38.24212646484375,0.477
8,team1,7,0.10524094849824905,37.478431701660156,1.027
9,team0,0,-0.19132687151432037,39.24631118774414,0.77
9,team0,1,0.8672974109649658,38.96756362915039,0.985
9,team0,2,0.7462670803070068,38.03435516357422,0.88
9,team0,3,0.058449577540159225,38.55835723876953,0.083
9,team0,4,0.4300358295440674,37.892826080322266,0.744
9,team0,5,-0.012820431962609291,37.808223724365234,0.692
9,team0,6,0.12433000653982162,37.403533935546875,1.103
9,team0,7,0.8279545307159424,36.94572830200195,1.761
9,team1,0,-0.4142799973487854,38.59049606323242,0.424
9,team1,1,-0.23216581344604492,38.34340286254883,0.28
9,team1,2,-0.3683026432991028,37.66358184814453,0.914
9,team1,3,0.003285739803686738,38.13666915893555,0.363
9,team1,4,-0.31278032064437866,38.01395797729492,0.578
9,team1,5,0.44156041741371155,37.522491455078125,1.073
9,team1,6,-0.6361911296844482,37.48622131347656,1.197
9,team1,7,-0.27863645553588867,37.1221809387207,1.406
