end,team,stone_index,x,y,distance_to_button
0,team0,0,0.0774466022849083,38.85471725463867,0.363
0,team0,1,-0.16818353533744812,38.567901611328125,0.181
0,team0,2,-0.5937525629997253,38.275550842285156,0.635
0,team0,3,-0.8447516560554504,37.792484283447266,1.102
0,team0,4,0.334415465593338,37.62223434448242,0.939
0,team0,5,-1.0760482549667358,37.24008560180664,1.657
0,team0,6,0.05662555247545242,37.719398498535156,0.783
0,team0,7,-0.48300644755363464,37.82060241699219,0.834
0,team1,0,0.3372502326965332,38.45658874511719,0.34
0,team1,1,0.7724065780639648,38.48313903808594,0.773
0,team1,2,0.19942346215248108,38.194129943847656,0.365
0,team1,3,-0.03958946838974953,38.02983093261719,0.472
0,team1,4,0.4242779016494751,37.9887809753418,0.664
0,team1,5,0.2309744507074356,37.16170120239258,1.358
0,team1,6,0.049976423382759094,36.53621292114258,1.964
0,team1,7,0.21631237864494324,36.243743896484375,2.267
1,team0,4,-1.8226977586746216,38.33884048461914,1.83
1,team0,6,1.6959342956542969,37.93235778808594,1.788
1,team0,7,0.2995125651359558,36.995880126953125,1.534
1,team1,7,0.13641297817230225,38.07324981689453,0.448
2,team0,0,0.44300609827041626,38.89093017578125,0.591
2,team0,3,-0.028046682476997375,39.06376647949219,0.564
2,team0,4,-0.09916273504495621,38.66645812988281,0.194
2,team0,5,0.15135164558887482,37.92222213745117,0.597
2,team0,6,-0.3885033130645752,37.498191833496094,1.075
2,team0,7,-0.47888779640197754,37.06617736816406,1.512
2,team1,0,-0.9307959675788879,38.763736724853516,0.967
2,team1,3,0.14439035952091217,38.83057403564453,0.361
2,team1,4,0.3010185658931732,37.57935333251953,0.969
2,team1,5,-0.3956463932991028,38.57084274291992,0.402
2,team1,6,0.35644233226776123,36.906986236572266,1.632
2,team1,7,-0.017722148448228836,37.15631866455078,1.344
3,team0,7,1.428478717803955,37.698890686035156,1.638
3,team1,1,1.1411174535751343,39.77231979370117,1.709
3,team1,3,0.020100709050893784,38.07263946533203,0.428
3,team1,5,-0.7613823413848877,39.69679641723633,1.418
3,team1,7,0.1700681447982788,36.80358123779297,1.705
4,team0,4,-0.7682749032974243,38.02497863769531,0.903
4,team0,6,0.521817147731781,38.47857666015625,0.522
4,team0,7,0.47032445669174194,37.842041015625,0.809
4,team1,0,0.1862548291683197,39.067161560058594,0.597
4,team1,2,-0.38123220205307007,38.12559509277344,0.534
4,team1,3,-0.22329258918762207,39.03117752075195,0.576
4,team1,5,0.0024334238842129707,37.920509338378906,0.579
4,team1,6,-0.008624425157904625,37.178470611572266,1.322
4,team1,7,0.28327926993370056,36.55765151977539,1.963
5,team0,6,-1.7263014316558838,37.339595794677734,2.08
5,team1,4,-0.39975982904434204,37.90749740600586,0.715
5,team1,6,0.7217771410942078,38.916770935058594,0.833
5,team1,7,0.09157566726207733,37.980186462402344,0.528
6,team0,7,-0.007649026811122894,37.385189056396484,1.115
6,team1,3,-1.2653250694274902,37.656211853027344,1.521
6,team1,5,-1.1791578531265259,37.232723236083984,1.731
6,team1,6,-0.3726940453052521,38.20570755004883,0.475
6,team1,7,0.1618245542049408,37.05986785888672,1.449
7,team0,4,-1.1905951499938965,37.83433532714844,1.364
7,team0,5,1.0145647525787354,36.887123107910156,1.905
7,team0,6,-0.709695041179657,37.497100830078125,1.229
7,team1,2,-0.48424074053764343,38.48759078979492,0.484
7,team1,3,-0.48780354857444763,38.17086410522461,0.588
7,team1,6,0.5719649195671082,37.077125549316406,1.534
7,team1,7,-0.13474798202514648,37.860897064208984,0.653
8,team0,0,0.04335148632526398,39.14777755737305,0.649
8,team0,1,-0.2896583676338196,39.389060974121094,0.935
8,team0,3,-0.28805339336395264,38.570377349853516,0.297
8,team0,4,-0.41877231001853943,37.608943939208984,0.985
8,team0,6,-0.4924585521221161,38.32593536376953,0.522
8,team0,7,-0.5153246521949768,36.94990539550781,1.634
8,team1,5,1.0064986944198608,37.01093673706055,1.797
8,team1,6,0.007702936418354511,38.27681350708008,0.223
8,team1,7,0.07607566565275192,36.99803161621094,1.504
9,team0,1,-0.6159147620201111,38.24506378173828,0.667
9,team0,7,-0.32493627071380615,37.18511962890625,1.354
9,team1,2,0.09620830416679382,38.51180648803711,0.097
9,team1,3,0.08440188318490982,38.19620895385742,0.315
9,team1,4,0.42207127809524536,38.19991683959961,0.518
9,team1,6,-0.16339759528636932,37.817840576171875,0.701
9,team1,7,0.19666031002998352,36.7256965637207,1.785
