ts,end,total_shot_number,tv,av,sa_rad,sa_deg,est_distance,final_x_model,final_y_model,dc_x,dc_y,in_house,class,trajectory_file
2026-03-02T13:51:52.438,0,1,2.415019,-15.707963,1.516120,86.87,4.245802,4.245802,38.576265,38.576265,4.245802,0,other,trajectories\traj_000.csv
2026-03-02T13:51:52.635,0,3,2.390008,15.707963,1.624551,93.08,-4.107821,-4.107821,37.721791,37.721791,-4.107821,0,other,trajectories\traj_001.csv
2026-03-02T13:51:52.824,0,5,2.406932,15.707963,1.630211,93.40,-4.393706,-4.393706,38.277281,38.277281,-4.393706,0,other,trajectories\traj_002.csv
2026-03-02T13:51:52.986,0,7,2.417513,-15.707963,1.515793,86.85,4.268801,4.268801,38.661013,38.661013,4.268801,0,other,trajectories\traj_003.csv
2026-03-02T13:51:53.128,0,9,2.387680,-15.707963,1.512125,86.64,4.283398,4.283398,37.621810,37.621810,4.283398,0,other,trajectories\traj_004.csv
2026-03-02T13:51:53.269,0,11,2.360380,-15.707963,1.513477,86.72,4.119177,4.119177,36.703351,36.703351,4.119177,0,other,trajectories\traj_005.csv
2026-03-02T13:51:53.403,0,13,2.337400,-15.707963,1.514957,86.80,3.971854,3.971854,35.940429,35.940429,3.971854,0,other,trajectories\traj_006.csv
2026-03-02T13:51:53.533,0,15,2.346071,-15.707963,1.514167,86.76,4.035418,4.035418,36.226409,36.226409,4.035418,0,other,trajectories\traj_007.csv
2026-03-02T13:51:53.728,1,1,2.395714,-15.707963,1.516610,86.90,4.147454,4.147454,37.914964,37.914964,4.147454,0,other,trajectories\traj_008.csv
2026-03-02T13:51:53.853,1,3,2.392463,15.707963,1.629702,93.38,-4.312509,-4.312509,37.783903,37.783903,-4.312509,0,other,trajectories\traj_009.csv
2026-03-02T13:51:53.983,1,5,2.407785,15.707963,1.629046,93.34,-4.352743,-4.352743,38.311691,38.311691,-4.352743,0,other,trajectories\traj_010.csv
2026-03-02T13:51:54.114,1,7,2.404178,15.707963,1.631408,93.47,-4.427569,-4.427569,38.177453,38.177453,-4.427569,0,other,trajectories\traj_011.csv
2026-03-02T13:51:54.247,1,9,2.380750,-15.707963,1.515468,86.83,4.129138,4.129138,37.400139,37.400139,4.129138,0,other,trajectories\traj_012.csv
2026-03-02T13:51:54.382,1,11,2.349386,-15.707963,1.510097,86.52,4.196789,4.196789,36.320500,36.320500,4.196789,0,other,trajectories\traj_013.csv
2026-03-02T13:51:54.520,1,13,2.337435,-15.707963,1.506910,86.34,4.261083,4.261083,35.908454,35.908454,4.261083,0,other,trajectories\traj_014.csv
2026-03-02T13:51:54.657,1,15,2.321959,-15.707963,1.507890,86.40,4.160340,4.160340,35.399902,35.399902,4.160340,0,other,trajectories\traj_015.csv
2026-03-02T13:51:54.810,2,1,2.404068,-15.707963,1.517979,86.97,4.129420,4.129420,38.207001,38.207001,4.129420,0,other,trajectories\traj_016.csv
2026-03-02T13:51:54.977,2,3,2.400464,15.707963,1.628020,93.28,-4.282563,-4.282563,38.064827,38.064827,-4.282563,0,other,trajectories\traj_017.csv
2026-03-02T13:51:55.131,2,5,2.398172,15.707963,1.625589,93.14,-4.180538,-4.180538,37.996582,37.996582,-4.180538,0,other,trajectories\traj_018.csv
2026-03-02T13:51:55.276,2,7,2.405023,15.707963,1.627423,93.24,-4.278932,-4.278932,38.223812,38.223812,-4.278932,0,other,trajectories\traj_019.csv
2026-03-02T13:51:55.437,2,9,2.393222,15.707963,1.627042,93.22,-4.215122,-4.215122,37.821185,37.821185,-4.215122,0,other,trajectories\traj_020.csv
2026-03-02T13:51:55.650,2,11,2.394587,15.707963,1.633569,93.60,-4.467880,-4.467880,37.839445,37.839445,-4.467880,0,other,trajectories\traj_021.csv
2026-03-02T13:51:55.802,2,13,2.363930,15.707963,1.630437,93.42,-4.219289,-4.219289,36.813165,36.813165,-4.219289,0,other,trajectories\traj_022.csv
2026-03-02T13:51:55.962,2,15,2.357499,15.707963,1.632271,93.52,-4.259373,-4.259373,36.589113,36.589113,-4.259373,0,other,trajectories\traj_023.csv
2026-03-02T13:51:56.215,3,2,2.413847,-15.707963,1.514395,86.77,4.307392,4.307392,38.528462,38.528462,4.307392,0,other,trajectories\traj_024.csv
2026-03-02T13:51:56.402,3,4,2.389497,15.707963,1.633504,93.59,-4.443165,-4.443165,37.666090,37.666090,-4.443165,0,other,trajectories\traj_025.csv
2026-03-02T13:51:56.554,3,6,2.397267,15.707963,1.623071,93.00,-4.081217,-4.081217,37.975974,37.975974,-4.081217,0,other,trajectories\traj_026.csv
2026-03-02T13:51:56.720,3,8,2.405939,15.707963,1.625728,93.15,-4.217947,-4.217947,38.262463,38.262463,-4.217947,0,other,trajectories\traj_027.csv
2026-03-02T13:51:56.865,3,10,2.400263,15.707963,1.626053,93.17,-4.206815,-4.206815,38.066267,38.066267,-4.206815,0,other,trajectories\traj_028.csv
2026-03-02T13:51:57.004,3,12,2.356439,-15.707963,1.512186,86.64,4.150136,4.150136,36.565574,36.565574,4.150136,0,other,trajectories\traj_029.csv
2026-03-02T13:51:57.146,3,14,2.344124,-15.707963,1.513785,86.73,4.041344,4.041344,36.159845,36.159845,4.041344,0,other,trajectories\traj_030.csv
2026-03-02T13:51:57.369,4,1,2.406157,-15.707963,1.513029,86.69,4.327336,4.327336,38.257848,38.257848,4.327336,0,other,trajectories\traj_031.csv
2026-03-02T13:51:57.506,4,3,2.398067,-15.707963,1.515955,86.86,4.181969,4.181969,37.992781,37.992781,4.181969,0,other,trajectories\traj_032.csv
2026-03-02T13:51:57.711,4,5,2.403006,15.707963,1.625720,93.15,-4.205507,-4.205507,38.161757,38.161757,-4.205507,0,other,trajectories\traj_033.csv
2026-03-02T13:51:57.848,4,7,2.379298,15.707963,1.626567,93.20,-4.139706,-4.139706,37.348992,37.348992,-4.139706,0,other,trajectories\traj_034.csv
2026-03-02T13:51:57.985,4,9,2.401604,15.707963,1.630745,93.43,-4.391174,-4.391174,38.092061,38.092061,-4.391174,0,other,trajectories\traj_035.csv
2026-03-02T13:51:58.116,4,11,2.391108,-15.707963,1.516431,86.89,4.135352,4.135352,37.756825,37.756825,4.135352,0,other,trajectories\traj_036.csv
2026-03-02T13:51:58.255,4,13,2.362763,-15.707963,1.516355,86.88,4.023109,4.023109,36.795281,36.795281,4.023109,0,other,trajectories\traj_037.csv
2026-03-02T13:51:58.398,4,15,2.350762,-15.707963,1.510532,86.55,4.186764,4.186764,36.368353,36.368353,4.186764,0,other,trajectories\traj_038.csv
2026-03-02T13:51:58.551,5,1,2.399835,-15.707963,1.516132,86.87,4.182532,4.182532,38.054080,38.054080,4.182532,0,other,trajectories\traj_039.csv
2026-03-02T13:51:58.678,5,3,2.405298,15.707963,1.630456,93.42,-4.396054,-4.396054,38.220094,38.220094,-4.396054,0,other,trajectories\traj_040.csv
2026-03-02T13:51:58.803,5,5,2.404295,-15.707963,1.510629,86.55,4.411102,4.411102,38.183400,38.183400,4.411102,0,other,trajectories\traj_041.csv
2026-03-02T13:51:58.938,5,7,2.400954,-15.707963,1.513597,86.72,4.283690,4.283690,38.081717,38.081717,4.283690,0,other,trajectories\traj_042.csv
2026-03-02T13:51:59.083,5,9,2.398254,-15.707963,1.512688,86.67,4.306870,4.306870,37.985324,37.985324,4.306870,0,other,trajectories\traj_043.csv
2026-03-02T13:51:59.225,5,11,2.368359,-15.707963,1.514815,86.79,4.102652,4.102652,36.977756,36.977756,4.102652,0,other,trajectories\traj_044.csv
2026-03-02T13:51:59.366,5,13,2.391044,15.707963,1.630129,93.40,-4.322569,-4.322569,37.733632,37.733632,-4.322569,0,other,trajectories\traj_045.csv
2026-03-02T13:51:59.509,5,15,2.359104,15.707963,1.639897,93.96,-4.545515,-4.545515,36.609431,36.609431,-4.545515,0,other,trajectories\traj_046.csv
2026-03-02T13:51:59.656,6,1,2.406856,-15.707963,1.512298,86.65,4.358293,4.358293,38.278701,38.278701,4.358293,0,other,trajectories\traj_047.csv
2026-03-02T13:51:59.786,6,3,2.380362,-15.707963,1.505904,86.28,4.484920,4.484920,37.345782,37.345782,4.484920,0,other,trajectories\traj_048.csv
2026-03-02T13:51:59.918,6,5,2.394341,-15.707963,1.510561,86.55,4.370806,4.370806,37.842267,37.842267,4.370806,0,other,trajectories\traj_049.csv
2026-03-02T13:52:00.057,6,7,2.397206,-15.707963,1.511843,86.62,4.334472,4.334472,37.945808,37.945808,4.334472,0,other,trajectories\traj_050.csv
