x,y
0.000000,0.000000
0.119433,0.006576
0.237875,0.013098
0.355334,0.019566
0.471818,0.025980
0.587335,0.032341
0.701894,0.038649
0.815502,0.044905
0.928168,0.051108
1.039898,0.057261
1.150701,0.063362
1.260585,0.069413
1.369556,0.075413
1.477624,0.081364
1.584794,0.087265
1.691076,0.093117
1.796475,0.098921
1.900999,0.104676
2.004657,0.110384
2.107453,0.116044
2.209397,0.121658
2.310495,0.127225
2.410754,0.132745
2.510181,0.138220
2.608782,0.143649
2.706566,0.149034
2.803538,0.154373
2.899705,0.159669
2.995074,0.164920
3.089652,0.170128
3.183445,0.175293
3.276459,0.180414
3.368702,0.185494
3.460179,0.190531
3.550897,0.195526
3.640862,0.200480
3.730080,0.205392
3.818559,0.210264
3.906302,0.215096
3.993318,0.219887
4.079612,0.224639
4.165189,0.229351
4.250056,0.234024
4.334219,0.238659
4.417684,0.243254
4.500456,0.247812
4.582541,0.252332
4.663945,0.256814
4.744673,0.261260
4.824731,0.265668
4.904125,0.270040
4.982860,0.274375
5.060942,0.278675
5.138376,0.282938
5.215167,0.287167
5.291320,0.291360
5.366842,0.295519
5.441737,0.299643
5.516011,0.303732
5.589668,0.307788
5.662714,0.311811
5.735154,0.315799
5.806992,0.319755
5.878235,0.323678
5.948886,0.327568
6.018951,0.331426
6.088434,0.335252
6.157341,0.339047
6.225676,0.342809
6.293444,0.346541
6.360650,0.350241
6.427297,0.353911
6.493392,0.357551
6.558938,0.361160
6.623941,0.364739
6.688403,0.368289
6.752331,0.371809
6.815729,0.375300
6.878600,0.378762
6.940949,0.382195
7.002781,0.385600
7.064100,0.388976
7.124910,0.392325
7.185216,0.395645
7.245021,0.398938
7.304329,0.402204
7.363146,0.405443
7.421474,0.408655
7.479318,0.411840
7.536683,0.414998
7.593571,0.418131
7.649987,0.421237
7.705935,0.424318
7.761419,0.427373
7.816442,0.430403
7.871008,0.433408
7.925122,0.436387
7.978787,0.439342
8.032006,0.442273
8.084784,0.445179
8.137124,0.448061
8.189029,0.450919
8.240504,0.453753
8.291551,0.456564
8.342175,0.459352
8.392379,0.462116
8.442166,0.464858
8.491539,0.467576
8.540504,0.470273
8.589061,0.472946
8.637216,0.475598
8.684972,0.478227
8.732330,0.480835
8.779296,0.483421
8.825873,0.485986
8.872062,0.488529
8.917868,0.491052
8.963295,0.493553
9.008344,0.496034
9.053019,0.498494
9.097324,0.500933
9.141261,0.503352
9.184833,0.505752
9.228044,0.508131
9.270896,0.510491
9.313392,0.512831
9.355536,0.515151
9.397330,0.517453
9.438778,0.519735
9.479881,0.521998
9.520643,0.524243
9.561067,0.526469
9.601155,0.528676
9.640911,0.530865
9.680337,0.533036
9.719436,0.535189
9.758210,0.537324
9.796662,0.539441
9.834796,0.541541
9.872613,0.543623
9.910116,0.545689
9.947307,0.547736
9.984191,0.549767
10.020768,0.551781
10.057041,0.553779
10.093014,0.555760
10.128688,0.557724
10.164066,0.559672
10.199150,0.561604
10.233943,0.563520
10.268448,0.565420
10.302666,0.567304
10.336600,0.569172
10.370252,0.571025
10.403626,0.572863
10.436722,0.574686
10.469544,0.576493
10.502093,0.578285
10.534372,0.580062
10.566383,0.581825
10.598129,0.583573
10.629611,0.585307
10.660832,0.587026
10.691794,0.588731
10.722499,0.590421
10.752949,0.592098
10.783146,0.593761
10.813093,0.595410
10.842791,0.597045
10.872243,0.598667
10.901451,0.600275
10.930416,0.601870
10.959140,0.603452
10.987626,0.605020
11.015876,0.606576
11.043892,0.608119
11.071675,0.609648
11.099227,0.611166
11.126551,0.612670
11.153648,0.614162
11.180520,0.615642
11.207169,0.617109
11.233597,0.618564
11.259806,0.620008
11.285797,0.621439
11.311572,0.622858
11.337134,0.624266
11.362483,0.625661
11.387622,0.627046
11.412552,0.628418
11.437276,0.629780
11.461794,0.631130
11.486109,0.632469
11.510222,0.633796
11.534135,0.635113
11.557850,0.636419
11.581368,0.637714
11.604690,0.638998
11.627819,0.640272
11.650756,0.641535
11.673503,0.642787
11.696061,0.644029
11.718432,0.645261
11.740617,0.646483
11.762618,0.647694
11.784436,0.648896
11.806074,0.650087
11.827532,0.651269
11.848811,0.652440
11.869914,0.653603
11.890842,0.654755
11.911597,0.655898
11.932179,0.657031
11.952590,0.658155
11.972832,0.659270
11.992906,0.660375
12.012813,0.661471
12.032555,0.662558
12.052134,0.663636
12.071550,0.664705
12.090804,0.665766
12.109899,0.666817
12.128836,0.667860
12.147615,0.668894
12.166238,0.669919
12.184707,0.670936
12.203023,0.671945
12.221187,0.672945
12.239199,0.673937
12.257063,0.674920
12.274778,0.675896
12.292346,0.676863
12.309769,0.677823
12.327046,0.678774
12.344181,0.679717
12.361173,0.680653
12.378024,0.681581
12.394736,0.682501
12.411308,0.683414
12.427743,0.684319
12.444042,0.685216
12.460206,0.686106
12.476235,0.686989
12.492131,0.687864
12.507896,0.688732
12.523529,0.689593
12.539033,0.690447
12.554408,0.691293
12.569656,0.692133
12.584777,0.692966
12.599773,0.693791
12.614644,0.694610
12.629391,0.695422
12.644017,0.696228
12.658521,0.697026
12.672904,0.697818
12.687169,0.698604
12.701314,0.699383
12.715343,0.700155
12.729255,0.700921
12.743052,0.701681
12.756734,0.702434
12.770302,0.703181
12.783758,0.703922
12.797102,0.704657
12.810336,0.705386
12.823460,0.706108
12.836475,0.706825
12.849381,0.707536
12.862181,0.708240
12.874875,0.708939
12.887463,0.709633
12.899946,0.710320
12.912326,0.711002
12.924604,0.711678
12.936779,0.712348
12.948854,0.713013
12.960828,0.713672
12.972703,0.714326
12.984479,0.714975
12.996158,0.715618
13.007739,0.716255
13.019225,0.716888
13.030615,0.717515
13.041911,0.718137
13.053113,0.718754
13.064222,0.719366
13.075238,0.719972
13.086164,0.720574
13.096999,0.721170
13.107743,0.721762
13.118399,0.722349
13.128966,0.722931
13.139446,0.723508
13.149838,0.724080
13.160144,0.724647
13.170365,0.725210
13.180501,0.725768
13.190553,0.726322
13.200521,0.726871
