x,y
0.000000,0.000000
0.119983,0.006606
0.238970,0.013157
0.356970,0.019653
0.473990,0.026096
0.590039,0.032485
0.705126,0.038821
0.819257,0.045105
0.932441,0.051337
1.044686,0.057516
1.155999,0.063645
1.266389,0.069722
1.375862,0.075750
1.484427,0.081727
1.592091,0.087654
1.698862,0.093533
1.804746,0.099362
1.909752,0.105143
2.013886,0.110877
2.117156,0.116562
2.219569,0.122201
2.321133,0.127792
2.421853,0.133338
2.521738,0.138837
2.620793,0.144291
2.719027,0.149699
2.816445,0.155062
2.913055,0.160381
3.008864,0.165656
3.103877,0.170887
3.198102,0.176075
3.291544,0.181220
3.384212,0.186321
3.476110,0.191381
3.567245,0.196399
3.657625,0.201375
3.747254,0.206309
3.836139,0.211203
3.924287,0.216056
4.011704,0.220869
4.098394,0.225642
4.184366,0.230375
4.269624,0.235069
4.354174,0.239724
4.438023,0.244340
4.521176,0.248918
4.603639,0.253458
4.685418,0.257961
4.766518,0.262426
4.846945,0.266854
4.926704,0.271245
5.005802,0.275600
5.084243,0.279919
5.162033,0.284201
5.239178,0.288449
5.315682,0.292661
5.391551,0.296838
5.466791,0.300980
5.541407,0.305088
5.615403,0.309162
5.688785,0.313202
5.761559,0.317209
5.833728,0.321182
5.905299,0.325123
5.976275,0.329030
6.046663,0.332906
6.116466,0.336749
6.185690,0.340560
6.254340,0.344339
6.322419,0.348088
6.389934,0.351805
6.456889,0.355491
6.523288,0.359147
6.589136,0.362772
6.654437,0.366367
6.719197,0.369933
6.783419,0.373469
6.847108,0.376975
6.910269,0.380452
6.972906,0.383901
7.035022,0.387321
7.096624,0.390712
7.157714,0.394076
7.218297,0.397411
7.278377,0.400719
7.337959,0.403999
7.397046,0.407252
7.455643,0.410479
7.513754,0.413678
7.571382,0.416851
7.628532,0.419997
7.685208,0.423117
7.741414,0.426212
7.797153,0.429281
7.852429,0.432324
7.907247,0.435342
7.961610,0.438335
8.015522,0.441303
8.068986,0.444247
8.122007,0.447166
8.174587,0.450061
8.226732,0.452932
8.278443,0.455779
8.329726,0.458602
8.380583,0.461402
8.431017,0.464179
8.481034,0.466933
8.530635,0.469663
8.579825,0.472372
8.628606,0.475057
8.676983,0.477721
8.724958,0.480362
8.772535,0.482981
8.819717,0.485579
8.866507,0.488155
8.912910,0.490710
8.958927,0.493243
9.004562,0.495756
9.049819,0.498248
9.094700,0.500719
9.139208,0.503169
9.183348,0.505599
9.227120,0.508009
9.270530,0.510399
9.313580,0.512769
9.356272,0.515120
9.398610,0.517451
9.440596,0.519762
9.482234,0.522055
9.523527,0.524328
9.564477,0.526583
9.605087,0.528818
9.645360,0.531036
9.685298,0.533235
9.724906,0.535415
9.764185,0.537578
9.803137,0.539722
9.841767,0.541849
9.880076,0.543958
9.918067,0.546050
9.955742,0.548124
9.993105,0.550181
10.030158,0.552221
10.066904,0.554244
10.103344,0.556251
10.139482,0.558240
10.175321,0.560213
10.210862,0.562170
10.246107,0.564111
10.281061,0.566035
10.315724,0.567943
10.350100,0.569836
10.384190,0.571713
10.417998,0.573574
10.451525,0.575420
10.484773,0.577251
10.517746,0.579066
10.550445,0.580866
10.582873,0.582652
10.615032,0.584422
10.646923,0.586178
10.678551,0.587919
10.709915,0.589646
10.741020,0.591359
10.771866,0.593057
10.802456,0.594741
10.832793,0.596411
10.862877,0.598068
10.892712,0.599710
10.922300,0.601339
10.951641,0.602955
10.980740,0.604557
11.009597,0.606145
11.038214,0.607721
11.066594,0.609283
11.094738,0.610833
11.122649,0.612370
11.150328,0.613893
11.177778,0.615405
11.205000,0.616903
11.231996,0.618390
11.258767,0.619864
11.285317,0.621325
11.311646,0.622775
11.337757,0.624213
11.363651,0.625638
11.389330,0.627052
11.414796,0.628454
11.440051,0.629844
11.465096,0.631223
11.489934,0.632591
11.514565,0.633947
11.538992,0.635292
11.563216,0.636625
11.587239,0.637948
11.611063,0.639260
11.634689,0.640560
11.658119,0.641850
11.681354,0.643130
11.704397,0.644398
11.727248,0.645656
11.749910,0.646904
11.772384,0.648141
11.794671,0.649368
11.816774,0.650585
11.838692,0.651792
11.860429,0.652989
11.881986,0.654176
11.903364,0.655353
11.924564,0.656520
11.945588,0.657677
11.966438,0.658825
11.987115,0.659964
12.007620,0.661093
12.027956,0.662212
12.048122,0.663322
12.068121,0.664424
12.087954,0.665515
12.107622,0.666598
12.127128,0.667672
12.146471,0.668737
12.165654,0.669793
12.184677,0.670841
12.203543,0.671879
12.222252,0.672909
12.240806,0.673931
12.259206,0.674944
12.277454,0.675949
12.295549,0.676945
12.313495,0.677933
12.331292,0.678913
12.348941,0.679884
12.366443,0.680848
12.383801,0.681804
12.401014,0.682751
12.418085,0.683691
12.435013,0.684623
12.451802,0.685547
12.468451,0.686464
12.484961,0.687373
12.501335,0.688275
12.517573,0.689169
12.533676,0.690055
12.549646,0.690934
12.565483,0.691806
12.581188,0.692671
12.596764,0.693529
12.612210,0.694379
12.627527,0.695222
12.642718,0.696059
12.657783,0.696888
12.672722,0.697711
12.687538,0.698526
12.702231,0.699335
12.716801,0.700137
12.731251,0.700933
12.745581,0.701722
12.759792,0.702504
12.773885,0.703280
12.787861,0.704050
12.801721,0.704813
12.815466,0.705569
12.829097,0.706320
12.842615,0.707064
12.856021,0.707802
12.869315,0.708534
12.882500,0.709260
12.895574,0.709980
12.908541,0.710694
12.921399,0.711402
12.934151,0.712104
12.946797,0.712800
12.959338,0.713490
12.971775,0.714175
12.984109,0.714854
12.996341,0.715528
13.008471,0.716196
13.020500,0.716858
13.032430,0.717515
13.044260,0.718166
13.055993,0.718812
13.067628,0.719452
13.079166,0.720088
13.090609,0.720718
13.101956,0.721342
13.113210,0.721962
13.124370,0.722576
13.135437,0.723186
13.146413,0.723790
13.157298,0.724389
13.168092,0.724984
13.178797,0.725573
13.189413,0.726157
13.199940,0.726737
13.210381,0.727312
13.220734,0.727882
13.231002,0.728447
13.241185,0.729008
13.251283,0.729564
13.261297,0.730115
13.271229,0.730662
13.281077,0.731204
13.290844,0.731742
13.300530,0.732275
13.310136,0.732804
13.319662,0.733328
13.329109,0.733849
13.338477,0.734364
13.347768,0.734876
13.356982,0.735383
13.366119,0.735886
13.375180,0.736385
13.384166,0.736880
13.393078,0.737370
13.401915,0.737857
13.410680,0.738340
13.419371,0.738818
13.427991,0.739293
13.436538,0.739763
13.445015,0.740230
13.453422,0.740693
13.461759,0.741152
13.470026,0.741607
13.478225,0.742058
13.486356,0.742506
13.494420,0.742950
13.502416,0.743390
13.510347,0.743827
13.518211,0.744260
13.526010,0.744689
13.533745,0.745115
13.541415,0.745537
13.549022,0.745956
13.556565,0.746371
13.564046,0.746783
13.571465,0.747192
13.578822,0.747597
13.586118,0.747999
13.593354,0.748397
13.600529,0.748792
13.607645,0.749184
13.614702,0.749572
13.621701,0.749958
13.628641,0.750340
13.635524,0.750719
13.642349,0.751094
13.649118,0.751467
13.655831,0.751837
13.662488,0.752203
13.669090,0.752567
13.675637,0.752927
13.682130,0.753285
13.688569,0.753639
13.694954,0.753991
13.701286,0.754339
13.707566,0.754685
13.713794,0.755028
13.719970,0.755368
13.726095,0.755705
13.732169,0.756039
13.738193,0.756371
13.744166,0.756700
13.750090,0.757026
13.755965,0.757350
13.761791,0.757670
13.767569,0.757988
13.773299,0.758304
13.778981,0.758617
13.784616,0.758927
13.790204,0.759235
13.795746,0.759540
13.801242,0.759842
13.806693,0.760142
13.812098,0.760440
13.817458,0.760735
13.822774,0.761028
13.828046,0.761318
13.833273,0.761606
13.838458,0.761891
13.843600,0.762174
13.848698,0.762455
13.853755,0.762734
13.858769,0.763010
13.863742,0.763283
13.868674,0.763555
13.873565,0.763824
13.878415,0.764091
13.883225,0.764356
13.887995,0.764619
13.892725,0.764879
13.897417,0.765137
13.902069,0.765394
13.906682,0.765648
13.911258,0.765899
13.915795,0.766149
13.920295,0.766397
13.924757,0.766643
13.929183,0.766886
13.933571,0.767128
13.937923,0.767368
13.942240,0.767605
13.946520,0.767841
13.950765,0.768075
13.954974,0.768306
13.959149,0.768536
13.963289,0.768764
13.967394,0.768990
13.971466,0.769214
13.975503,0.769437
13.979508,0.769657
