end,team,stone_index,x,y,distance_to_button
0,team0,0,-0.09990055859088898,39.23625946044922,0.743
0,team0,1,-0.48952656984329224,38.4561882019043,0.491
0,team0,2,-0.20081305503845215,38.37606430053711,0.236
0,team0,3,-0.2485707551240921,37.93840789794922,0.614
0,team0,4,-0.8604471683502197,38.23344421386719,0.901
0,team1,2,0.0932435467839241,38.111610412597656,0.399
0,team1,3,0.07135546207427979,37.771568298339844,0.732
0,team1,4,-0.639733612537384,37.94365310668945,0.848
0,team1,6,0.5344672203063965,38.25010299682617,0.59
0,team1,7,0.1335352659225464,36.68539810180664,1.82
1,team0,0,-0.6906424760818481,39.129520416259766,0.934
1,team0,1,0.039731208235025406,38.10714340209961,0.395
1,team0,2,-0.5920586585998535,37.91120910644531,0.835
1,team0,4,0.5443991422653198,37.776206970214844,0.906
1,team0,7,0.9743443131446838,37.57759475708008,1.342
1,team1,0,-0.04175926372408867,38.889408111572266,0.392
1,team1,1,0.45935022830963135,38.44355773925781,0.463
1,team1,2,0.3311954736709595,38.126800537109375,0.499
1,team1,3,-0.11759375780820847,37.85260009765625,0.658
1,team1,5,-0.0459720678627491,37.55539321899414,0.946
1,team1,6,0.1338653564453125,37.15171432495117,1.355
1,team1,7,0.04599316790699959,36.60746383666992,1.893
2,team0,0,0.0014285893412306905,39.26219177246094,0.762
2,team0,1,-1.1732357740402222,38.319766998291016,1.187
2,team0,2,2.0491411685943604,38.314476013183594,2.058
2,team0,3,-0.2578231394290924,38.486385345458984,0.258
2,team1,0,-0.5749261379241943,39.3819694519043,1.053
2,team1,2,-0.4676322638988495,37.39259719848633,1.202
2,team1,3,0.21191537380218506,38.94038391113281,0.489
2,team1,4,0.16586123406887054,38.501529693603516,0.166
2,team1,5,-0.048600565642118454,37.952579498291016,0.55
2,team1,6,0.11024092882871628,37.674190521240234,0.833
2,team1,7,0.2836206555366516,36.18592071533203,2.331
3,team0,0,-0.4379829168319702,39.04091262817383,0.696
3,team0,1,-0.38990089297294617,38.66466522216797,0.423
3,team0,4,-0.5922738313674927,37.89287185668945,0.848
3,team0,5,0.3855479955673218,38.817134857177734,0.499
3,team1,0,0.10540813952684402,39.251953125,0.759
3,team1,2,-0.0744004175066948,38.62571716308594,0.146
3,team1,3,-0.2875160276889801,37.68098068237305,0.868
3,team1,4,1.7377583980560303,37.171634674072266,2.187
3,team1,5,0.19450928270816803,38.11071014404297,0.435
3,team1,6,-0.1377110481262207,37.40865707397461,1.1
3,team1,7,0.2835843861103058,36.5004768371582,2.02
4,team0,1,-0.7678764462471008,38.72102737426758,0.799
4,team0,2,-0.45376455783843994,38.04063415527344,0.646
4,team0,3,-0.5879695415496826,37.72890853881836,0.97
4,team0,4,-0.3929276168346405,36.363006591796875,2.173
4,team0,5,-0.739133358001709,36.87237548828125,1.788
4,team1,3,-0.39236685633659363,38.80293655395508,0.496
4,team1,4,0.2710338830947876,38.220909118652344,0.389
4,team1,5,-0.0399501658976078,38.3263053894043,0.178
4,team1,6,-0.008218642324209213,37.600337982177734,0.9
4,team1,7,0.2831200957298279,37.30356216430664,1.229
5,team0,1,-0.6053279042243958,38.7519645690918,0.656
5,team0,3,-1.3805972337722778,37.407039642333984,1.761
5,team0,4,-1.275091528892517,36.689842224121094,2.214
5,team0,5,0.8353187441825867,37.3741569519043,1.402
5,team0,6,0.8788219690322876,39.167083740234375,1.103
5,team0,7,-1.0591509342193604,38.01482009887695,1.165
5,team1,4,-1.7391210794448853,36.352020263671875,2.764
5,team1,5,-1.1942765712738037,39.931358337402344,1.864
5,team1,7,0.0338110625743866,38.13066864013672,0.371
6,team0,0,-0.13775762915611267,39.81867218017578,1.326
6,team0,4,0.2129499316215515,38.60068893432617,0.236
6,team1,1,-0.02144557051360607,38.9677619934082,0.468
6,team1,2,-0.21841421723365784,38.408782958984375,0.237
6,team1,4,-1.03672456741333,39.95244598388672,1.784
6,team1,5,-0.6657864451408386,38.3437614440918,0.684
6,team1,6,0.17883050441741943,37.126487731933594,1.385
6,team1,7,0.16886259615421295,36.58473587036133,1.923
7,team0,1,-0.4299921691417694,38.43190383911133,0.435
7,team0,3,0.35632678866386414,38.405765533447266,0.369
7,team1,0,-0.05936198681592941,38.729408264160156,0.237
7,team1,1,-0.4750944674015045,37.94599914550781,0.73
7,team1,2,-0.10734675824642181,38.362388610839844,0.175
7,team1,4,0.09866759181022644,38.13923263549805,0.374
7,team1,5,-0.4159686267375946,37.310794830322266,1.26
7,team1,6,0.9646298289299011,38.395591735839844,0.97
7,team1,7,0.05350315943360329,37.49330139160156,1.008
8,team0,0,0.16171282529830933,39.04242706298828,0.566
8,team0,1,0.13752691447734833,38.41080093383789,0.164
8,team0,4,-0.6258993148803711,37.40842056274414,1.258
8,team1,0,-0.12481923401355743,38.726341247558594,0.258
8,team1,1,-0.1589883416891098,38.39109420776367,0.193
8,team1,2,0.35125693678855896,37.86244583129883,0.728
8,team1,5,0.0666678324341774,37.661216735839844,0.841
8,team1,6,0.6728159189224243,37.76689147949219,0.995
8,team1,7,-0.04422714561223984,36.924434661865234,1.576
9,team0,0,0.2608931362628937,39.132259368896484,0.684
9,team0,1,1.0301553010940552,38.403350830078125,1.035
9,team0,2,-0.626537561416626,37.752967834472656,0.975
9,team0,4,-0.3828332722187042,37.581329345703125,0.995
9,team0,5,-0.07122371345758438,38.07991027832031,0.426
9,team0,7,-0.3011949956417084,37.02003479003906,1.51
9,team1,3,-0.4105411171913147,38.0307731628418,0.623
9,team1,5,-0.4710049331188202,37.2776985168457,1.31
