TEE (button=(0.0,38.5)) — rebuilt
End 0: team=team0, x=-0.20081305503845215, y=38.37606430053711, dist=0.236
End 1: team=team1, x=-0.04175926372408867, y=38.889408111572266, dist=0.392
End 2: team=team1, x=0.16586123406887054, y=38.501529693603516, dist=0.166
End 3: team=team1, x=-0.0744004175066948, y=38.62571716308594, dist=0.146
End 4: team=team1, x=-0.0399501658976078, y=38.3263053894043, dist=0.178
End 5: team=team1, x=0.0338110625743866, y=38.13066864013672, dist=0.371
End 6: team=team0, x=0.2129499316215515, y=38.60068893432617, dist=0.236
End 7: team=team1, x=-0.10734675824642181, y=38.362388610839844, dist=0.175
End 8: team=team0, x=0.13752691447734833, y=38.41080093383789, dist=0.164
End 9: team=team0, x=-0.07122371345758438, y=38.07991027832031, dist=0.426
