ts,end,total_shot_number,tv,av,sa_rad,sa_deg,est_distance,final_x_model,final_y_model,dc_x,dc_y,in_house,class,trajectory_file
2026-02-26T17:21:07.680,0,2,2.401880,15.707963,0.054272,3.11,38.125855,38.125855,4.175986,4.175986,38.125855,0,draw,trajectories\traj_000.csv
2026-02-26T17:21:07.782,0,4,2.408423,15.707963,0.056255,3.22,38.342275,38.342275,4.278980,4.278980,38.342275,0,draw,trajectories\traj_001.csv
2026-02-26T17:21:07.911,0,6,2.398863,15.707963,0.051698,2.96,38.033013,38.033013,4.065712,4.065712,38.033013,0,draw,trajectories\traj_002.csv
2026-02-26T17:21:08.088,0,8,2.418182,15.707963,0.054884,3.14,38.684634,38.684634,4.266978,4.266978,38.684634,0,draw,trajectories\traj_003.csv
2026-02-26T17:21:08.194,0,10,2.394566,15.707963,0.054885,3.14,37.872823,37.872823,4.169202,4.169202,37.872823,0,draw,trajectories\traj_004.csv
2026-02-26T17:21:08.311,0,12,2.402695,15.707963,0.053872,3.09,38.155504,38.155504,4.164084,4.164084,38.155504,0,draw,trajectories\traj_005.csv
2026-02-26T17:21:08.433,0,14,2.396253,15.707963,0.058127,3.33,37.916773,37.916773,4.299102,4.299102,37.916773,0,draw,trajectories\traj_006.csv
2026-02-26T17:21:08.675,1,2,2.407534,15.707963,0.054441,3.12,38.319367,38.319367,4.205771,4.205771,38.319367,0,draw,trajectories\traj_007.csv
2026-02-26T17:21:08.774,1,4,2.394586,15.707963,0.055016,3.15,37.872946,37.872946,4.174261,4.174261,37.872946,0,draw,trajectories\traj_008.csv
2026-02-26T17:21:08.871,1,6,2.400234,15.707963,0.050756,2.91,38.083814,38.083814,4.035367,4.035367,38.083814,0,draw,trajectories\traj_009.csv
2026-02-26T17:21:08.973,1,8,2.397484,15.707963,0.058294,3.34,37.958154,37.958154,4.310663,4.310663,37.958154,0,draw,trajectories\traj_010.csv
2026-02-26T17:21:09.071,1,10,2.399776,15.707963,0.056712,3.25,38.043413,38.043413,4.260174,4.260174,38.043413,0,draw,trajectories\traj_011.csv
2026-02-26T17:21:09.171,1,12,2.399387,15.707963,0.054163,3.10,38.040842,38.040842,4.161619,4.161619,38.040842,0,draw,trajectories\traj_012.csv
2026-02-26T17:21:09.273,1,14,2.371173,15.707963,0.105438,6.04,36.824127,36.824127,5.941911,5.941911,36.824127,0,draw,trajectories\traj_013.csv
2026-02-26T17:21:09.417,2,1,2.412075,15.707963,0.056760,3.25,38.465813,38.465813,4.313760,4.313760,38.465813,0,draw,trajectories\traj_014.csv
2026-02-26T17:21:09.513,2,3,2.399897,15.707963,0.058468,3.35,38.040022,38.040022,4.327510,4.327510,38.040022,0,draw,trajectories\traj_015.csv
