TEE (button=(0.0,38.5)) — rebuilt
End 0: team=team1, x=-0.2683480679988861, y=38.49467849731445, dist=0.268
End 1: team=team0, x=-0.006764383055269718, y=38.46080017089844, dist=0.04
End 2: team=team1, x=-0.18339596688747406, y=38.225833892822266, dist=0.33
End 3: team=team1, x=-0.20330297946929932, y=38.65810775756836, dist=0.258
End 4: team=team1, x=0.08710642904043198, y=38.40119171142578, dist=0.132
End 5: team=team1, x=-0.07538710534572601, y=38.39601516723633, dist=0.128
End 6: team=team1, x=0.01565411500632763, y=38.45874786376953, dist=0.044
End 7: team=team1, x=-0.04375747963786125, y=38.6804313659668, dist=0.186
End 8: team=team1, x=-0.14981558918952942, y=38.32558059692383, dist=0.23
End 9: team=team1, x=-0.12846823036670685, y=38.96017837524414, dist=0.478
