end,team,stone_index,x,y,distance_to_button
0,team0,1,-0.6566178202629089,38.1319694519043,0.753
0,team1,2,0.10335738956928253,38.77915573120117,0.298
0,team1,3,0.21806561946868896,37.89483642578125,0.643
0,team1,4,-0.2683480679988861,38.49467849731445,0.268
0,team1,6,-0.4429643154144287,37.83541488647461,0.799
0,team1,7,0.5254814028739929,37.53361511230469,1.1
1,team0,0,-0.05731001868844032,39.28535842895508,0.787
1,team0,1,-0.011842191219329834,38.85214614868164,0.352
1,team0,3,-0.5717092752456665,38.42822265625,0.576
1,team0,4,-0.006764383055269718,38.46080017089844,0.04
1,team0,5,-0.19690760970115662,38.054752349853516,0.487
1,team0,6,-0.649725079536438,37.57235336303711,1.133
1,team0,7,-0.27223148941993713,37.683013916015625,0.861
1,team1,0,-0.27370697259902954,39.03579330444336,0.602
1,team1,1,-1.1719820499420166,37.849876403808594,1.34
1,team1,2,0.3527383804321289,38.75014114379883,0.432
1,team1,3,0.3534049391746521,38.298702239990234,0.407
1,team1,4,0.2668601870536804,37.96836471557617,0.595
1,team1,5,0.3194234073162079,37.679046630859375,0.881
1,team1,6,0.4037048816680908,36.59574890136719,1.947
1,team1,7,-0.027529805898666382,37.256649017333984,1.244
2,team0,6,1.978803038597107,37.43378829956055,2.248
2,team1,2,-0.44998306035995483,38.72418975830078,0.503
2,team1,5,-0.18339596688747406,38.225833892822266,0.33
2,team1,7,-0.011043548583984375,37.48045349121094,1.02
3,team0,3,-0.3666761815547943,38.2365837097168,0.451
3,team0,4,0.23526720702648163,38.66911697387695,0.29
3,team0,5,1.945329189300537,37.3775634765625,2.246
3,team1,0,-0.6150633096694946,38.47757339477539,0.615
3,team1,3,-0.2828937768936157,37.532352447509766,1.008
3,team1,5,-0.20330297946929932,38.65810775756836,0.258
3,team1,6,0.014199978671967983,38.136051177978516,0.364
3,team1,7,0.0899994820356369,37.815738677978516,0.69
4,team0,0,0.0381777286529541,38.73560333251953,0.239
4,team0,1,-0.49232202768325806,38.35452651977539,0.513
4,team0,3,-1.7439483404159546,37.150230407714844,2.205
4,team1,0,-0.23766420781612396,38.546363830566406,0.242
4,team1,4,0.08710642904043198,38.40119171142578,0.132
4,team1,5,-0.2114342302083969,38.050498962402344,0.497
4,team1,6,0.4177994132041931,38.39484786987305,0.431
4,team1,7,0.006222698837518692,37.49344253540039,1.007
5,team0,1,-0.5292003154754639,38.34579849243164,0.551
5,team1,0,0.265990287065506,39.16139602661133,0.713
5,team1,2,0.38958197832107544,38.335662841796875,0.423
5,team1,3,-0.42221304774284363,37.84937286376953,0.776
5,team1,4,-0.6568478941917419,39.15797805786133,0.93
5,team1,5,-0.07538710534572601,38.39601516723633,0.128
5,team1,6,-0.2914113402366638,37.529457092285156,1.013
5,team1,7,0.3438345789909363,37.305580139160156,1.243
6,team0,1,-1.5194889307022095,39.94186019897461,2.095
6,team0,3,-0.44156214594841003,38.1070671081543,0.591
6,team0,4,-0.36121606826782227,36.79613494873047,1.742
6,team1,2,-1.0118026733398438,37.636253356933594,1.33
6,team1,6,0.01565411500632763,38.45874786376953,0.044
6,team1,7,-0.04335259646177292,37.94099807739258,0.561
7,team1,0,-0.04375747963786125,38.6804313659668,0.186
7,team1,2,-0.4690263867378235,38.442325592041016,0.473
7,team1,3,-0.3147055506706238,37.53501892089844,1.015
7,team1,6,-0.4131525754928589,38.14120864868164,0.547
7,team1,7,0.3757856488227844,37.577396392822266,0.996
8,team0,0,-0.11732733994722366,39.01163864135742,0.525
8,team0,2,-0.31141719222068787,38.78995132446289,0.426
8,team0,3,-0.8170188069343567,38.03657913208008,0.939
8,team0,5,0.9740389585494995,38.690940856933594,0.993
8,team0,6,0.5288362503051758,37.29402160644531,1.317
8,team1,0,-0.7946979403495789,38.46261215209961,0.796
8,team1,1,0.22012098133563995,38.66890335083008,0.277
8,team1,3,-0.14981558918952942,38.32558059692383,0.23
8,team1,4,-0.21970400214195251,38.02555465698242,0.523
8,team1,5,0.33262214064598083,38.318328857421875,0.379
8,team1,7,0.0009090042440220714,37.526405334472656,0.974
9,team1,2,-1.7939274311065674,36.022029876708984,3.059
9,team1,3,-1.394136667251587,38.54634094238281,1.395
9,team1,4,-0.12846823036670685,38.96017837524414,0.478
9,team1,5,-0.05097132548689842,37.90751647949219,0.595
9,team1,6,0.1388130486011505,37.64910888671875,0.862
9,team1,7,-0.0239949282258749,37.1748161315918,1.325
