ts,end,total_shot_number,tv,av,sa_rad,sa_deg,est_distance,final_x_model,final_y_model,dc_x,dc_y,in_house,class,trajectory_file
2026-02-26T13:07:01.907,0,1,2.406931,15.707963,0.056661,3.25,35.956590,35.956590,3.394276,3.394276,35.956590,0,draw,trajectories\traj_000.csv
2026-02-26T13:07:02.020,0,3,2.402776,15.707963,0.053408,3.06,35.900455,35.900455,3.388370,3.388370,35.900455,0,draw,trajectories\traj_001.csv
2026-02-26T13:07:02.130,0,5,2.401682,15.707963,0.058894,3.37,35.873053,35.873053,3.386828,3.386828,35.873053,0,draw,trajectories\traj_002.csv
2026-02-26T13:07:02.228,0,7,2.406441,15.707963,0.053227,3.05,35.955569,35.955569,3.393539,3.393539,35.955569,0,draw,trajectories\traj_003.csv
2026-02-26T13:07:02.366,0,9,2.401296,15.707963,0.056365,3.23,35.872518,35.872518,3.386283,3.386283,35.872518,0,draw,trajectories\traj_004.csv
2026-02-26T13:07:02.485,0,11,2.400356,15.707963,0.054467,3.12,35.862258,35.862258,3.384958,3.384958,35.862258,0,draw,trajectories\traj_005.csv
2026-02-26T13:07:02.602,0,13,2.394820,15.707963,0.058167,3.33,35.771583,35.771583,3.377104,3.377104,35.771583,0,draw,trajectories\traj_006.csv
2026-02-26T13:07:02.714,0,15,2.400326,15.707963,0.056519,3.24,35.857711,35.857711,3.384915,3.384915,35.857711,0,draw,trajectories\traj_007.csv
2026-02-26T13:07:02.861,1,1,2.402018,15.707963,0.055409,3.17,35.885226,35.885226,3.387301,3.387301,35.885226,0,draw,trajectories\traj_008.csv
2026-02-26T13:07:02.975,1,3,2.414236,15.707963,0.053423,3.06,36.072156,36.072156,3.404578,3.404578,36.072156,0,draw,trajectories\traj_009.csv
2026-02-26T13:07:03.159,1,5,2.418592,15.707963,0.053226,3.05,36.138124,36.138124,3.410768,3.410768,36.138124,0,draw,trajectories\traj_010.csv
2026-02-26T13:07:03.291,1,7,2.403656,15.707963,0.053010,3.04,35.914377,35.914377,3.389612,3.389612,35.914377,0,draw,trajectories\traj_011.csv
2026-02-26T13:07:03.395,1,9,2.406109,15.707963,0.049242,2.82,35.957954,35.957954,3.393070,3.393070,35.957954,0,draw,trajectories\traj_012.csv
2026-02-26T13:07:03.509,1,11,2.403765,15.707963,0.052747,3.02,35.916498,35.916498,3.389765,3.389765,35.916498,0,draw,trajectories\traj_013.csv
2026-02-26T13:07:03.613,1,13,2.391823,15.707963,0.058869,3.37,35.725352,35.725352,3.372878,3.372878,35.725352,0,draw,trajectories\traj_014.csv
2026-02-26T13:07:03.801,1,15,2.400638,15.707963,0.057179,3.28,35.861031,35.861031,3.385355,3.385355,35.861031,0,draw,trajectories\traj_015.csv
2026-02-26T13:07:03.944,2,1,2.393503,15.707963,0.057460,3.29,35.753378,35.753378,3.375247,3.375247,35.753378,0,draw,trajectories\traj_016.csv
2026-02-26T13:07:04.061,2,3,2.396704,15.707963,0.058090,3.33,35.799891,35.799891,3.379761,3.379761,35.799891,0,draw,trajectories\traj_017.csv
2026-02-26T13:07:04.239,2,5,2.407272,15.707963,0.054453,3.12,35.966113,35.966113,3.394758,3.394758,35.966113,0,draw,trajectories\traj_018.csv
2026-02-26T13:07:04.374,2,7,2.407414,15.707963,0.053881,3.09,35.969348,35.969348,3.394958,3.394958,35.969348,0,draw,trajectories\traj_019.csv
2026-02-26T13:07:04.477,2,9,2.393319,15.707963,0.053314,3.05,35.758841,35.758841,3.374987,3.374987,35.758841,0,draw,trajectories\traj_020.csv
2026-02-26T13:07:04.612,2,11,2.407397,15.707963,0.054653,3.13,35.967578,35.967578,3.394933,3.394933,35.967578,0,draw,trajectories\traj_021.csv
2026-02-26T13:07:04.727,2,13,2.408822,15.707963,0.054190,3.10,35.989780,35.989780,3.396943,3.396943,35.989780,0,draw,trajectories\traj_022.csv
2026-02-26T13:07:04.841,2,15,2.404163,15.707963,0.055747,3.19,35.916590,35.916590,3.390326,3.390326,35.916590,0,draw,trajectories\traj_023.csv
2026-02-26T13:07:06.044,3,1,2.405872,15.707963,0.052541,3.01,35.948370,35.948370,3.392736,3.392736,35.948370,0,draw,trajectories\traj_024.csv
