ts,end,total_shot_number,tv,av,sa_rad,sa_deg,est_distance,final_x_model,final_y_model,dc_x,dc_y,in_house,class,trajectory_file
2026-02-27T11:05:49.154,0,2,2.417941,1.570796,1.570687,89.99,-2.133686,-2.133686,38.852321,38.852321,-2.133686,0,other,trajectories\traj_000.csv
2026-02-27T11:05:49.261,0,4,2.419989,1.570796,1.571419,90.04,-2.166818,-2.166818,38.921915,38.921915,-2.166818,0,other,trajectories\traj_001.csv
2026-02-27T11:05:49.375,0,6,2.414687,1.570796,1.569707,89.94,-2.088359,-2.088359,38.741451,38.741451,-2.088359,0,other,trajectories\traj_002.csv
2026-02-27T11:05:49.506,0,8,2.421715,1.570796,1.567508,89.81,-2.018286,-2.018286,38.990157,38.990157,-2.018286,0,hit,trajectories\traj_003.csv
2026-02-27T11:05:49.604,0,10,2.419160,1.570796,1.570680,89.99,-2.136148,-2.136148,38.894683,38.894683,-2.136148,0,other,trajectories\traj_004.csv
2026-02-27T11:05:49.710,0,12,2.411650,1.570796,1.571914,90.06,-2.166875,-2.166875,38.631496,38.631496,-2.166875,0,other,trajectories\traj_005.csv
2026-02-27T11:05:49.823,0,14,2.423241,1.570796,1.568134,89.85,-2.046008,-2.046008,39.041985,39.041985,-2.046008,0,hit,trajectories\traj_006.csv
2026-02-27T11:05:50.093,1,2,2.426005,1.570796,1.570730,90.00,-2.153660,-2.153660,39.132870,39.132870,-2.153660,0,hit,trajectories\traj_007.csv
2026-02-27T11:05:50.216,1,4,2.409677,1.570796,1.573043,90.13,-2.205879,-2.205879,38.560706,38.560706,-2.205879,0,other,trajectories\traj_008.csv
2026-02-27T11:05:50.322,1,6,2.421802,1.570796,1.572644,90.11,-2.218713,-2.218713,38.982285,38.982285,-2.218713,0,hit,trajectories\traj_009.csv
2026-02-27T11:05:50.424,1,8,2.417927,1.570796,1.571728,90.05,-2.174072,-2.174072,38.849584,38.849584,-2.174072,0,other,trajectories\traj_010.csv
2026-02-27T11:05:50.531,1,10,2.412399,1.570796,1.570228,89.97,-2.103395,-2.103395,38.661015,38.661015,-2.103395,0,other,trajectories\traj_011.csv
2026-02-27T11:05:50.622,1,12,2.426257,1.570796,1.571233,90.03,-2.173928,-2.173928,39.140567,39.140567,-2.173928,0,hit,trajectories\traj_012.csv
2026-02-27T11:05:50.726,1,14,2.428581,1.570796,1.573770,90.17,-2.278738,-2.278738,39.215978,39.215978,-2.278738,0,hit,trajectories\traj_013.csv
2026-02-27T11:05:50.940,2,2,2.429291,1.570796,1.569410,89.92,-2.109317,-2.109317,39.250332,39.250332,-2.109317,0,hit,trajectories\traj_014.csv
2026-02-27T11:05:51.036,2,4,2.404344,1.570796,1.569075,89.90,-2.041172,-2.041172,38.384819,38.384819,-2.041172,0,other,trajectories\traj_015.csv
2026-02-27T11:05:51.134,2,6,2.423261,1.570796,1.571274,90.03,-2.168648,-2.168648,39.036063,39.036063,-2.168648,0,hit,trajectories\traj_016.csv
2026-02-27T11:05:51.234,2,8,2.414152,1.570796,1.569007,89.90,-2.060073,-2.060073,38.724353,38.724353,-2.060073,0,other,trajectories\traj_017.csv
2026-02-27T11:05:51.344,2,10,2.417665,1.570796,1.570331,89.97,-2.119206,-2.119206,38.843480,38.843480,-2.119206,0,other,trajectories\traj_018.csv
2026-02-27T11:05:51.448,2,12,2.396854,1.570796,1.568951,89.89,-2.020081,-2.020081,38.126956,38.126956,-2.020081,0,other,trajectories\traj_019.csv
2026-02-27T11:05:51.558,2,14,2.419604,1.570796,1.572809,90.12,-2.219996,-2.219996,38.905498,38.905498,-2.219996,0,other,trajectories\traj_020.csv
2026-02-27T11:05:51.769,3,2,2.410267,1.570796,1.570524,89.98,-2.110077,-2.110077,38.586567,38.586567,-2.110077,0,other,trajectories\traj_021.csv
2026-02-27T11:05:51.863,3,4,2.418113,1.570796,1.568749,89.88,-2.058754,-2.058754,38.862346,38.862346,-2.058754,0,other,trajectories\traj_022.csv
