ts,end,total_shot_number,tv,av,sa_rad,sa_deg,est_distance,final_x_model,final_y_model,dc_x,dc_y,in_house,class,trajectory_file
2026-03-02T13:51:52.534,0,2,2.400154,-1.570796,1.517675,86.96,4.125088,4.125088,38.071444,38.071444,4.125088,0,other,trajectories\traj_000.csv
2026-03-02T13:51:52.704,0,4,2.398128,-1.570796,1.516005,86.86,4.180335,4.180335,37.995085,37.995085,4.180335,0,other,trajectories\traj_001.csv
2026-03-02T13:51:52.915,0,6,2.388619,-1.570796,1.515618,86.84,4.155802,4.155802,37.668531,37.668531,4.155802,0,other,trajectories\traj_002.csv
2026-03-02T13:51:53.061,0,8,2.402024,-1.570796,1.515070,86.81,4.232024,4.232024,38.124681,38.124681,4.232024,0,other,trajectories\traj_003.csv
2026-03-02T13:51:53.194,0,10,2.393636,-1.570796,1.520545,87.12,3.989978,3.989978,37.859913,37.859913,3.989978,0,other,trajectories\traj_004.csv
2026-03-02T13:51:53.336,0,12,2.389860,-1.570796,1.518060,86.98,4.068821,4.068821,37.720912,37.720912,4.068821,0,other,trajectories\traj_005.csv
2026-03-02T13:51:53.467,0,14,2.408571,-1.570796,1.516903,86.91,4.189037,4.189037,38.357366,38.357366,4.189037,0,other,trajectories\traj_006.csv
2026-03-02T13:51:53.791,1,2,2.393810,-1.570796,1.517678,86.96,4.099201,4.099201,37.854264,37.854264,4.099201,0,other,trajectories\traj_007.csv
2026-03-02T13:51:53.917,1,4,2.396406,-1.570796,1.514745,86.79,4.221013,4.221013,37.930841,37.930841,4.221013,0,other,trajectories\traj_008.csv
2026-03-02T13:51:54.048,1,6,2.401681,-1.570796,1.517120,86.92,4.152466,4.152466,38.121524,38.121524,4.152466,0,other,trajectories\traj_009.csv
2026-03-02T13:51:54.179,1,8,2.395948,-1.570796,1.517186,86.93,4.126548,4.126548,37.925369,37.925369,4.126548,0,other,trajectories\traj_010.csv
2026-03-02T13:51:54.314,1,10,2.396399,-1.570796,1.516633,86.90,4.149374,4.149374,37.938513,37.938513,4.149374,0,other,trajectories\traj_011.csv
2026-03-02T13:51:54.445,1,12,2.390233,-1.570796,1.516605,86.90,4.125206,4.125206,37.727687,37.727687,4.125206,0,other,trajectories\traj_012.csv
2026-03-02T13:51:54.591,1,14,2.389841,-1.570796,1.519264,87.05,4.023332,4.023332,37.725155,37.725155,4.023332,0,other,trajectories\traj_013.csv
2026-03-02T13:51:54.893,2,2,2.397471,-1.570796,1.513281,86.70,4.281033,4.281033,37.961048,37.961048,4.281033,0,other,trajectories\traj_014.csv
