ts,end,total_shot_number,tv,av,sa_rad,sa_deg,est_distance,final_x_model,final_y_model,dc_x,dc_y,in_house,class,trajectory_file
2026-02-27T11:45:48.217,0,1,2.391932,-15.707963,0.058325,3.34,38.010699,38.010699,0.136521,0.136521,38.010699,1,draw,trajectories\traj_000.csv
2026-02-27T11:45:48.317,0,3,2.406984,-15.707963,0.055007,3.15,38.530434,38.530434,0.005213,0.005213,38.530434,1,draw,trajectories\traj_001.csv
2026-02-27T11:45:48.435,0,5,2.410743,-15.707963,0.054531,3.12,38.660730,38.660730,-0.014517,-0.014517,38.660730,1,draw,trajectories\traj_002.csv
2026-02-27T11:45:48.530,0,7,2.404296,-15.707963,0.056402,3.23,38.437339,38.437339,0.059753,0.059753,38.437339,1,draw,trajectories\traj_003.csv
2026-02-27T11:45:48.629,0,9,2.402436,-15.707963,0.055091,3.16,38.373074,38.373074,0.010015,0.010015,38.373074,1,draw,trajectories\traj_004.csv
2026-02-27T11:45:48.725,0,11,2.401903,-15.707963,0.054109,3.10,38.354667,38.354667,-0.027458,-0.027458,38.354667,1,draw,trajectories\traj_005.csv
2026-02-27T11:45:48.823,0,13,2.397496,-15.707963,0.056876,3.26,38.202477,38.202477,0.079885,0.079885,38.202477,1,draw,trajectories\traj_006.csv
2026-02-27T11:45:48.920,0,15,2.400540,-15.707963,0.052595,3.01,38.307514,38.307514,-0.084946,-0.084946,38.307514,1,draw,trajectories\traj_007.csv
2026-02-27T11:45:49.034,1,1,2.403515,-15.707963,0.056838,3.26,38.410298,38.410298,0.076745,0.076745,38.410298,1,draw,trajectories\traj_008.csv
2026-02-27T11:45:49.128,1,3,2.409226,-15.707963,0.053443,3.06,38.608091,38.608091,-0.055952,-0.055952,38.608091,1,draw,trajectories\traj_009.csv
2026-02-27T11:45:49.224,1,5,2.408975,-15.707963,0.052810,3.03,38.599349,38.599349,-0.080279,-0.080279,38.599349,1,draw,trajectories\traj_010.csv
2026-02-27T11:45:49.320,1,7,2.411711,-15.707963,0.055028,3.15,38.694316,38.694316,0.004388,0.004388,38.694316,1,draw,trajectories\traj_011.csv
2026-02-27T11:45:49.410,1,9,2.406806,-15.707963,0.055005,3.15,38.524282,38.524282,0.005180,0.005180,38.524282,1,draw,trajectories\traj_012.csv
2026-02-27T11:45:49.509,1,11,2.417469,-15.707963,0.052470,3.01,38.894301,38.894301,-0.097130,-0.097130,38.894301,1,draw,trajectories\traj_013.csv
2026-02-27T11:45:49.607,1,13,2.405895,-15.707963,0.053365,3.06,38.492689,38.492689,-0.057596,-0.057596,38.492689,1,draw,trajectories\traj_014.csv
2026-02-27T11:45:49.709,1,15,2.413344,-15.707963,0.054969,3.15,38.751037,38.751037,0.001527,0.001527,38.751037,1,draw,trajectories\traj_015.csv
2026-02-27T11:45:49.832,2,1,2.397376,-15.707963,0.052588,3.01,38.198315,38.198315,-0.083856,-0.083856,38.198315,1,draw,trajectories\traj_016.csv
2026-02-27T11:45:49.923,2,3,2.401251,-15.707963,0.057638,3.30,38.331999,38.331999,0.108069,0.108069,38.331999,1,draw,trajectories\traj_017.csv
2026-02-27T11:45:50.023,2,5,2.403239,-15.707963,0.056654,3.25,38.400774,38.400774,0.069757,0.069757,38.400774,1,draw,trajectories\traj_018.csv
2026-02-27T11:45:50.140,2,7,2.401913,-15.707963,0.059747,3.42,38.354570,38.354570,0.188761,0.188761,38.354570,1,draw,trajectories\traj_019.csv
2026-02-27T11:45:50.235,2,9,2.389374,-15.707963,0.056592,3.24,37.922964,37.922964,0.071387,0.071387,37.922964,1,draw,trajectories\traj_020.csv
2026-02-27T11:45:51.108,2,11,2.399692,-15.707963,0.056622,3.24,38.278256,38.278256,0.069565,0.069565,38.278256,1,draw,trajectories\traj_021.csv
2026-02-27T11:45:51.200,2,13,2.414153,-15.707963,0.056926,3.26,38.779035,38.779035,0.077116,0.077116,38.779035,1,draw,trajectories\traj_022.csv
2026-02-27T11:45:51.298,2,15,2.405818,-15.707963,0.055804,3.20,38.490039,38.490039,0.036311,0.036311,38.490039,1,draw,trajectories\traj_023.csv
2026-02-27T11:45:51.405,3,1,2.403664,-15.707963,0.055060,3.15,38.415555,38.415555,0.008388,0.008388,38.415555,1,draw,trajectories\traj_024.csv
2026-02-27T11:45:51.503,3,3,2.402767,-15.707963,0.056048,3.21,38.384492,38.384492,0.046649,0.046649,38.384492,1,draw,trajectories\traj_025.csv
2026-02-27T11:45:51.596,3,5,2.395481,-15.707963,0.057962,3.32,38.132925,38.132925,0.121876,0.121876,38.132925,1,draw,trajectories\traj_026.csv
2026-02-27T11:45:51.694,3,7,2.410035,-15.707963,0.052607,3.01,38.636056,38.636056,-0.088577,-0.088577,38.636056,1,draw,trajectories\traj_027.csv
2026-02-27T11:45:51.790,3,9,2.401998,-15.707963,0.055869,3.20,38.357932,38.357932,0.040020,0.040020,38.357932,1,draw,trajectories\traj_028.csv
