ts,end,total_shot_number,tv,av,sa_rad,sa_deg,est_distance,final_x_model,final_y_model,dc_x,dc_y,in_house,class,trajectory_file
2026-02-27T11:05:49.063,0,1,2.402703,-15.707963,0.054540,3.12,0.000000,0.000000,0.000000,0.000000,0.000000,0,other,trajectories\traj_000.csv
2026-02-27T11:05:49.194,0,3,2.394920,-15.707963,0.055938,3.21,0.000000,0.000000,0.000000,0.000000,0.000000,0,other,trajectories\traj_001.csv
2026-02-27T11:05:49.298,0,5,2.409873,-15.707963,0.056381,3.23,0.000000,0.000000,0.000000,0.000000,0.000000,0,other,trajectories\traj_002.csv
2026-02-27T11:05:49.408,0,7,2.407217,-15.707963,0.055699,3.19,0.000000,0.000000,0.000000,0.000000,0.000000,0,other,trajectories\traj_003.csv
2026-02-27T11:05:49.540,0,9,2.395574,-15.707963,0.054362,3.11,0.000000,0.000000,0.000000,0.000000,0.000000,0,other,trajectories\traj_004.csv
2026-02-27T11:05:49.640,0,11,2.399422,-15.707963,0.056529,3.24,0.000000,0.000000,0.000000,0.000000,0.000000,0,other,trajectories\traj_005.csv
2026-02-27T11:05:49.756,0,13,2.409546,-15.707963,0.055989,3.21,0.000000,0.000000,0.000000,0.000000,0.000000,0,other,trajectories\traj_006.csv
2026-02-27T11:05:49.857,0,15,2.405568,-15.707963,0.055341,3.17,0.000000,0.000000,0.000000,0.000000,0.000000,0,other,trajectories\traj_007.csv
2026-02-27T11:05:50.023,1,1,2.400082,-15.707963,0.053044,3.04,0.000000,0.000000,0.000000,0.000000,0.000000,0,other,trajectories\traj_008.csv
2026-02-27T11:05:50.143,1,3,2.396572,-15.707963,0.054916,3.15,0.000000,0.000000,0.000000,0.000000,0.000000,0,other,trajectories\traj_009.csv
2026-02-27T11:05:50.252,1,5,2.399386,-15.707963,0.054948,3.15,0.000000,0.000000,0.000000,0.000000,0.000000,0,other,trajectories\traj_010.csv
2026-02-27T11:05:50.357,1,7,2.404771,-15.707963,0.056875,3.26,0.000000,0.000000,0.000000,0.000000,0.000000,0,other,trajectories\traj_011.csv
2026-02-27T11:05:50.456,1,9,2.407729,-15.707963,0.055695,3.19,0.000000,0.000000,0.000000,0.000000,0.000000,0,other,trajectories\traj_012.csv
2026-02-27T11:05:50.563,1,11,2.406819,-15.707963,0.051969,2.98,0.000000,0.000000,0.000000,0.000000,0.000000,0,other,trajectories\traj_013.csv
2026-02-27T11:05:50.655,1,13,2.399341,-15.707963,0.055074,3.16,0.000000,0.000000,0.000000,0.000000,0.000000,0,other,trajectories\traj_014.csv
2026-02-27T11:05:50.765,1,15,2.407940,-15.707963,0.054703,3.13,0.000000,0.000000,0.000000,0.000000,0.000000,0,other,trajectories\traj_015.csv
2026-02-27T11:05:50.877,2,1,2.406923,-15.707963,0.056756,3.25,0.000000,0.000000,0.000000,0.000000,0.000000,0,other,trajectories\traj_016.csv
2026-02-27T11:05:50.971,2,3,2.412331,-15.707963,0.052448,3.01,0.000000,0.000000,0.000000,0.000000,0.000000,0,other,trajectories\traj_017.csv
2026-02-27T11:05:51.069,2,5,2.400373,-15.707963,0.054873,3.14,0.000000,0.000000,0.000000,0.000000,0.000000,0,other,trajectories\traj_018.csv
2026-02-27T11:05:51.167,2,7,2.405320,-15.707963,0.052441,3.00,0.000000,0.000000,0.000000,0.000000,0.000000,0,other,trajectories\traj_019.csv
2026-02-27T11:05:51.267,2,9,2.406334,-15.707963,0.053618,3.07,0.000000,0.000000,0.000000,0.000000,0.000000,0,other,trajectories\traj_020.csv
2026-02-27T11:05:51.376,2,11,2.403902,-15.707963,0.056017,3.21,0.000000,0.000000,0.000000,0.000000,0.000000,0,other,trajectories\traj_021.csv
2026-02-27T11:05:51.480,2,13,2.391162,-15.707963,0.055748,3.19,0.000000,0.000000,0.000000,0.000000,0.000000,0,other,trajectories\traj_022.csv
2026-02-27T11:05:51.593,2,15,2.403806,-15.707963,0.054186,3.10,0.000000,0.000000,0.000000,0.000000,0.000000,0,other,trajectories\traj_023.csv
2026-02-27T11:05:51.703,3,1,2.411679,-15.707963,0.053729,3.08,0.000000,0.000000,0.000000,0.000000,0.000000,0,other,trajectories\traj_024.csv
2026-02-27T11:05:51.802,3,3,2.412535,-15.707963,0.053753,3.08,0.000000,0.000000,0.000000,0.000000,0.000000,0,other,trajectories\traj_025.csv
