end,team,index,x,y
6,team0,0,0.0,0.0
6,team0,1,0.0,0.0
6,team0,2,0.0,0.0
6,team0,3,0.0,0.0
6,team0,4,0.0,0.0
6,team0,5,0.0,0.0
6,team0,6,0.0,0.0
6,team0,7,0.0,0.0
6,team1,0,0.0,0.0
6,team1,1,2.0457918643951416,39.25492477416992
6,team1,2,0.0,0.0
6,team1,3,0.0,0.0
6,team1,4,0.0,0.0
6,team1,5,0.0,0.0
6,team1,6,0.0,0.0
6,team1,7,0.0,0.0
