end,team,index,x,y
5,team0,0,0.0,0.0
5,team0,1,0.0,0.0
5,team0,2,0.0,0.0
5,team0,3,0.0,0.0
5,team0,4,0.0,0.0
5,team0,5,0.0,0.0
5,team0,6,0.0,0.0
5,team0,7,0.0,0.0
5,team1,0,0.0,0.0
5,team1,1,0.0,0.0
5,team1,2,1.6318076848983765,39.31760025024414
5,team1,3,0.0,0.0
5,team1,4,0.0,0.0
5,team1,5,0.0,0.0
5,team1,6,0.0,0.0
5,team1,7,0.0,0.0
