end,team,index,x,y
7,team0,0,0.0,0.0
7,team0,1,0.0,0.0
7,team0,2,0.0,0.0
7,team0,3,0.0,0.0
7,team0,4,0.0,0.0
7,team0,5,0.0,0.0
7,team0,6,0.0,0.0
7,team0,7,0.0,0.0
7,team1,0,0.0,0.0
7,team1,1,2.080185651779175,38.809993743896484
7,team1,2,0.0,0.0
7,team1,3,0.0,0.0
7,team1,4,0.0,0.0
7,team1,5,0.0,0.0
7,team1,6,0.0,0.0
7,team1,7,0.0,0.0
