timestamp,end_number,shot_number,total_shot_number,next_shot_team,translational_velocity,angular_velocity,shot_angle
2026-02-25T14:45:32.769,1,6,12,team0,2.4124204715002655,1.5707963267948966,1.5718455612002895
2026-02-25T14:45:32.807,1,6,13,team1,2.402870755431219,15.707963267948966,0.05139788942391471
2026-02-25T14:45:32.868,1,7,14,team0,2.423341436612178,1.5707963267948966,1.5727855015498031
2026-02-25T14:45:32.901,1,7,15,team1,2.4077080160735758,15.707963267948966,0.05508327593435481
2026-02-25T14:45:32.978,1,8,16,,2.419461644975025,1.5707963267948966,1.5694209428777188
2026-02-25T14:45:33.029,2,0,1,team1,2.3855745412092824,15.707963267948966,0.05308934999792218
2026-02-25T14:45:33.110,2,1,2,team0,2.4203685472920706,1.5707963267948966,1.571120754107482
2026-02-25T14:45:33.145,2,1,3,team1,2.4160154517980303,15.707963267948966,0.058039297649952845
2026-02-25T14:45:33.213,2,2,4,team0,2.419102074014256,1.5707963267948966,1.5720007333973274
2026-02-25T14:45:33.252,2,2,5,team1,2.404456909579543,15.707963267948966,0.05583482821308297
2026-02-25T14:45:33.327,2,3,6,team0,2.423370830026082,1.5707963267948966,1.571998697636753
2026-02-25T14:45:33.366,2,3,7,team1,2.4068358179424383,15.707963267948966,0.05519815333765782
2026-02-25T14:45:33.456,2,4,8,team0,2.416077819522751,1.5707963267948966,1.5688624340744592
2026-02-25T14:45:33.519,2,4,9,team1,2.4069297979502338,15.707963267948966,0.05625850270765597
2026-02-25T14:45:33.595,2,5,10,team0,2.4222662535232287,1.5707963267948966,1.571803593579047
2026-02-25T14:45:33.635,2,5,11,team1,2.404383679315012,15.707963267948966,0.056151353512997715
2026-02-25T14:45:33.719,2,6,12,team0,2.412733428534035,1.5707963267948966,1.5697228599356192
2026-02-25T14:45:33.771,2,6,13,team1,2.4038327035116924,15.707963267948966,0.05453489407391182
2026-02-25T14:45:33.844,2,7,14,team0,2.418520270366806,1.5707963267948966,1.5719136233520077
2026-02-25T14:45:33.883,2,7,15,team1,2.404540552660981,15.707963267948966,0.05369436539721379
2026-02-25T14:45:33.954,2,8,16,,2.4107655245580184,1.5707963267948966,1.5734926998088443
2026-02-25T14:45:34.000,3,0,1,team1,2.4023204596716172,15.707963267948966,0.05706388079786695
2026-02-25T14:45:34.070,3,1,2,team0,2.426552002168956,1.5707963267948966,1.5737557818898644
2026-02-25T14:45:34.111,3,1,3,team1,2.396576346950681,15.707963267948966,0.0585148262669385
2026-02-25T14:45:34.182,3,2,4,team0,2.4101311765931346,1.5707963267948966,1.5727987855557755
2026-02-25T14:45:34.223,3,2,5,team1,2.3962204404222383,15.707963267948966,0.05482654425445975
2026-02-25T14:45:34.320,3,3,6,team0,2.405367340361638,1.5707963267948966,1.5711954137113533
2026-02-25T14:45:34.363,3,3,7,team1,2.4163265307991804,15.707963267948966,0.052780065008168724
2026-02-25T14:45:34.474,3,4,8,team0,2.4202672497759727,1.5707963267948966,1.5720069715124856
2026-02-25T14:45:34.516,3,4,9,team1,2.3986662137885237,15.707963267948966,0.05436801813197807
2026-02-25T14:45:34.595,3,5,10,team0,2.42068568593972,1.5707963267948966,1.5719784737600382
2026-02-25T14:45:34.632,3,5,11,team1,2.3840669479718795,15.707963267948966,0.10643888334356537
2026-02-25T14:45:34.725,3,6,12,team0,2.4197805003625152,1.5707963267948966,1.5696940945125764
2026-02-25T14:45:34.778,3,6,13,team1,2.431605437873342,15.707963267948966,0.09532372526247648
2026-02-25T14:45:34.861,3,7,14,team0,2.415904801975396,1.5707963267948966,1.569724559213406
2026-02-25T14:45:34.897,3,7,15,team1,2.4402246740036846,15.707963267948966,0.09119607624569669
2026-02-25T14:45:34.968,3,8,16,,2.4278964753881973,1.5707963267948966,1.570056938602994
2026-02-25T14:45:35.026,4,0,1,team1,2.420463701476986,15.707963267948966,0.05285004047876053
2026-02-25T14:45:35.095,4,1,2,team0,2.4314252787778177,1.5707963267948966,1.5702670718770224
2026-02-25T14:45:35.148,4,1,3,team1,2.4083998462086056,15.707963267948966,0.05334826204265528
2026-02-25T14:45:35.226,4,2,4,team0,2.4212277624787912,1.5707963267948966,1.5721723397823606
2026-02-25T14:45:35.260,4,2,5,team1,2.410502350634823,15.707963267948966,0.05548910318782737
2026-02-25T14:45:35.322,4,3,6,team0,2.4183561892909737,1.5707963267948966,1.571290260684766
2026-02-25T14:45:35.360,4,3,7,team1,2.396001109868909,15.707963267948966,0.05667205234580846
2026-02-25T14:45:35.422,4,4,8,team0,2.4120676904297924,1.5707963267948966,1.5684604930363906
2026-02-25T14:45:35.460,4,4,9,team1,2.408911951641817,15.707963267948966,0.05242713560679908
2026-02-25T14:45:35.538,4,5,10,team0,2.4279175117371046,1.5707963267948966,1.5710881089679423
2026-02-25T14:45:35.585,4,5,11,team1,2.408094974615078,15.707963267948966,0.05439344448394234
2026-02-25T14:45:35.670,4,6,12,team0,2.410337908073127,1.5707963267948966,1.5699266689286637
2026-02-25T14:45:35.708,4,6,13,team1,2.3916470029593397,15.707963267948966,0.05604997224590835
2026-02-25T14:45:35.799,4,7,14,team0,2.404862275621701,1.5707963267948966,1.5673402821223208
2026-02-25T14:45:35.841,4,7,15,team1,2.3972317821419713,15.707963267948966,0.0559179320217676
2026-02-25T14:45:35.940,4,8,16,,2.429564770721399,1.5707963267948966,1.5697848805325072
2026-02-25T14:45:36.045,5,0,1,team1,2.407645347389272,15.707963267948966,0.056575425074075904
2026-02-25T14:45:36.126,5,1,2,team0,2.406846554097953,1.5707963267948966,1.571733096586802
2026-02-25T14:45:36.160,5,1,3,team1,2.3851217342278983,15.707963267948966,0.05605555887644339
2026-02-25T14:45:36.249,5,2,4,team0,2.424098040196409,1.5707963267948966,1.5750803056551579
2026-02-25T14:45:36.281,5,2,5,team1,2.420675403502558,15.707963267948966,0.09753400214286463
2026-02-25T14:45:36.346,5,3,6,team0,2.411988999327142,1.5707963267948966,1.5708952708216246
2026-02-25T14:45:36.380,5,3,7,team1,2.4197806570763736,15.707963267948966,0.09976700678570877
2026-02-25T14:45:36.444,5,4,8,team0,2.4150099987190594,1.5707963267948966,1.5706493338977916
2026-02-25T14:45:36.480,5,4,9,team1,2.4009633330038356,15.707963267948966,0.09836083304209411
2026-02-25T14:45:36.549,5,5,10,team0,2.425068876602851,1.5707963267948966,1.5734947639256942
2026-02-25T14:45:36.583,5,5,11,team1,2.4304568133279196,15.707963267948966,0.0970749194826182
2026-02-25T14:45:36.647,5,6,12,team0,2.414992350532238,1.5707963267948966,1.5704533007098989
2026-02-25T14:45:36.680,5,6,13,team1,2.4216294952389115,15.707963267948966,0.09577558594868092
2026-02-25T14:45:36.744,5,7,14,team0,2.4247353516831005,1.5707963267948966,1.5702110790332744
2026-02-25T14:45:36.779,5,7,15,team1,2.424098087208416,15.707963267948966,0.09689021472102952
2026-02-25T14:45:36.849,5,8,16,,2.4234560037339024,1.5707963267948966,1.5707478195238644
2026-02-25T14:45:36.890,6,0,1,team1,2.4024862890527743,15.707963267948966,0.055435036430281304
2026-02-25T14:45:36.954,6,1,2,team0,2.4269978563390278,1.5707963267948966,1.5726413370460202
2026-02-25T14:45:36.986,6,1,3,team1,2.408052438655583,15.707963267948966,0.05761204271671615
2026-02-25T14:45:37.056,6,2,4,team0,2.410948627217164,1.5707963267948966,1.5709299102296894
2026-02-25T14:45:37.087,6,2,5,team1,2.393916552475529,15.707963267948966,0.04994531200962604
2026-02-25T14:45:37.150,6,3,6,team0,2.434080677274379,1.5707963267948966,1.5712096991343956
2026-02-25T14:45:37.183,6,3,7,team1,2.4023261161103875,15.707963267948966,0.057495888968846685
2026-02-25T14:45:37.259,6,4,8,team0,2.42525456127438,1.5707963267948966,1.5736322834896068
2026-02-25T14:45:37.299,6,4,9,team1,2.407546950838371,15.707963267948966,0.053193425936086676
2026-02-25T14:45:37.366,6,5,10,team0,2.420872584032965,1.5707963267948966,1.5707718041456233
2026-02-25T14:45:37.404,6,5,11,team1,2.4162393724021514,15.707963267948966,0.05729368014154388
2026-02-25T14:45:37.492,6,6,12,team0,2.427431130527401,1.5707963267948966,1.5698399364055042
2026-02-25T14:45:37.536,6,6,13,team1,2.400049110660736,15.707963267948966,0.0557398818381216
2026-02-25T14:45:37.599,6,7,14,team0,2.4180417116142223,1.5707963267948966,1.5670000272236915
2026-02-25T14:45:37.636,6,7,15,team1,2.41307210073718,15.707963267948966,0.053734757535091986
2026-02-25T14:45:37.716,6,8,16,,2.4049048816180982,1.5707963267948966,1.5693590493395504
2026-02-25T14:45:37.761,7,0,1,team1,2.3996308393577896,15.707963267948966,0.05555342479995321
2026-02-25T14:45:37.821,7,1,2,team0,2.4150452508310156,1.5707963267948966,1.5683223027067774
2026-02-25T14:45:37.857,7,1,3,team1,2.4089517733947794,15.707963267948966,0.05692431387552794
2026-02-25T14:45:37.929,7,2,4,team0,2.422997510881255,1.5707963267948966,1.5711224836669428
2026-02-25T14:45:37.965,7,2,5,team1,2.393000094026173,15.707963267948966,0.05570663159175014
2026-02-25T14:45:38.031,7,3,6,team0,2.41424308294306,1.5707963267948966,1.5734494343353544
2026-02-25T14:45:38.108,7,3,7,team1,2.401730765770106,15.707963267948966,0.055571158815507865
2026-02-25T14:45:38.174,7,4,8,team0,2.4230480495649593,1.5707963267948966,1.573508749301136
2026-02-25T14:45:38.205,7,4,9,team1,2.392259773219345,15.707963267948966,0.05000714709660794
2026-02-25T14:45:38.320,7,5,10,team0,2.42414737108644,1.5707963267948966,1.5721702517940568
2026-02-25T14:45:38.380,7,5,11,team1,2.3992514200706503,15.707963267948966,0.05826947749777629
2026-02-25T14:45:38.478,7,6,12,team0,2.4382654727726045,1.5707963267948966,1.5741372006739267
2026-02-25T14:45:38.511,7,6,13,team1,2.400074003304043,15.707963267948966,0.09626330497797206
2026-02-25T14:45:38.571,7,7,14,team0,2.409558050823539,1.5707963267948966,1.5688566353951412
2026-02-25T14:45:38.603,7,7,15,team1,2.3981720245495395,15.707963267948966,0.09983333666020906
2026-02-25T14:45:38.682,7,8,16,,2.417414589852782,1.5707963267948966,1.568543549839408
2026-02-25T14:45:38.720,8,0,1,team1,2.4058206441459413,15.707963267948966,0.05258270874925324
2026-02-25T14:45:38.797,8,1,2,team0,2.4152026256667263,1.5707963267948966,1.574627520123614
2026-02-25T14:45:38.835,8,1,3,team1,2.4043210671846618,15.707963267948966,0.057407667698325844
2026-02-25T14:45:38.904,8,2,4,team0,2.4179351350662275,1.5707963267948966,1.5694305131168753
2026-02-25T14:45:38.945,8,2,5,team1,2.392523174622095,15.707963267948966,0.056170423796864793
2026-02-25T14:45:39.021,8,3,6,team0,2.4189907142843685,1.5707963267948966,1.570018300085215
2026-02-25T14:45:39.054,8,3,7,team1,2.4217125531538586,15.707963267948966,0.05379635997423476
2026-02-25T14:45:39.120,8,4,8,team0,2.415989571995958,1.5707963267948966,1.5704934137927564
2026-02-25T14:45:39.153,8,4,9,team1,2.3978603546349304,15.707963267948966,0.05169847763202585
2026-02-25T14:45:39.218,8,5,10,team0,2.4203244720654506,1.5707963267948966,1.5693140688503888
2026-02-25T14:45:39.251,8,5,11,team1,2.4134150367507536,15.707963267948966,0.05398379147964138
2026-02-25T14:45:39.331,8,6,12,team0,2.42260548497342,1.5707963267948966,1.5717371832532656
2026-02-25T14:45:39.381,8,6,13,team1,2.3984359345514155,15.707963267948966,0.0549972659156718
2026-02-25T14:45:39.458,8,7,14,team0,2.4228342616209306,1.5707963267948966,1.5723791031988843
2026-02-25T14:45:39.493,8,7,15,team1,2.408138260755675,15.707963267948966,0.0535472863646968
2026-02-25T14:45:39.565,8,8,16,,2.430547490866973,1.5707963267948966,1.570820784726067
2026-02-25T14:45:39.605,9,0,1,team1,2.4049898657648963,15.707963267948966,0.056611716345225126
2026-02-25T14:45:39.674,9,1,2,team0,2.422630553562372,1.5707963267948966,1.5726226365417204
2026-02-25T14:45:39.706,9,1,3,team1,2.397216698945109,15.707963267948966,0.05428355980894269
2026-02-25T14:45:39.768,9,2,4,team0,2.4138812430954864,1.5707963267948966,1.5668900740049678
2026-02-25T14:45:39.800,9,2,5,team1,2.380742695348389,15.707963267948966,0.054050229868879675
2026-02-25T14:45:39.865,9,3,6,team0,2.416200525643104,1.5707963267948966,1.5730020793683483
2026-02-25T14:45:39.896,9,3,7,team1,2.4143651062454263,15.707963267948966,0.05884245363924344
2026-02-25T14:45:39.964,9,4,8,team0,2.4217634942528203,1.5707963267948966,1.5724551963222655
2026-02-25T14:45:40.000,9,4,9,team1,2.4094753273458025,15.707963267948966,0.054699791263980516
2026-02-25T14:45:40.067,9,5,10,team0,2.409232158999108,1.5707963267948966,1.570590792583631
2026-02-25T14:45:40.099,9,5,11,team1,2.391359890374078,15.707963267948966,0.05501910289926242
2026-02-25T14:45:40.161,9,6,12,team0,2.423467210587513,1.5707963267948966,1.5720401383514047
2026-02-25T14:45:40.199,9,6,13,team1,2.3994657314465444,15.707963267948966,0.100735808781679
2026-02-25T14:45:40.302,9,7,14,team0,2.4195846189264683,1.5707963267948966,1.5703129144281036
2026-02-25T14:45:40.346,9,7,15,team1,2.4179884438051693,15.707963267948966,0.09232184394216285
2026-02-25T14:45:40.444,9,8,16,,2.440024442127749,1.5707963267948966,1.5723710811237934
