end,team,index,x,y
4,team0,0,0.0,0.0
4,team0,1,0.0,0.0
4,team0,2,0.0,0.0
4,team0,3,0.0,0.0
4,team0,4,0.0,0.0
4,team0,5,0.0,0.0
4,team0,6,0.0,0.0
4,team0,7,0.0,0.0
4,team1,0,1.9284695386886597,39.239925384521484
4,team1,1,0.0,0.0
4,team1,2,0.0,0.0
4,team1,3,1.6815381050109863,38.58903121948242
4,team1,4,0.0,0.0
4,team1,5,0.0,0.0
4,team1,6,0.0,0.0
4,team1,7,1.9572391510009766,37.94071578979492
