end,team,index,x,y
8,team0,0,0.0,0.0
8,team0,1,0.0,0.0
8,team0,2,0.0,0.0
8,team0,3,0.0,0.0
8,team0,4,0.0,0.0
8,team0,5,0.0,0.0
8,team0,6,0.0,0.0
8,team0,7,0.0,0.0
8,team1,0,0.0,0.0
8,team1,1,0.0,0.0
8,team1,2,0.0,0.0
8,team1,3,0.0,0.0
8,team1,4,1.8986656665802002,38.8765754699707
8,team1,5,0.0,0.0
8,team1,6,1.2895395755767822,38.6097526550293
8,team1,7,0.0,0.0
