end,total_shot_number,shot_number,shooter_team,team0_stones,team1_stones,translational_velocity,angular_velocity,shot_angle
0,1,0,team0,1,0,2.397704405489537,-15.707963267948966,1.5174524451961875
0,2,1,team1,1,1,2.3916559688737458,-1.570796327,1.5203048306001778
0,3,1,team0,2,1,2.402654171402525,15.707963267948966,1.6285838094513307
0,4,2,team1,2,2,2.385874946702271,-1.570796327,1.5149008997526197
0,5,2,team0,2,1,3.997047116024822,0.5,1.577429547734271
0,6,3,team1,2,2,2.3939997707465963,-1.570796327,1.5187399665286943
0,7,3,team0,1,1,3.9901233635827955,-0.5,1.5623538604063807
0,8,4,team1,1,2,2.4091040357293902,-1.570796327,1.5149592134826366
0,9,4,team0,1,0,4.002672212850633,0.5,1.5743400498430034
0,10,5,team1,1,1,2.4156953228940172,-1.570796327,1.5156695620110923
0,11,5,team0,1,1,4.002754484094907,-0.5,1.5706096547356834
0,12,6,team1,1,2,2.391609597409095,-1.570796327,1.515731130066262
0,13,6,team0,1,2,3.995147448731477,-0.5,1.5685658050838645
0,14,7,team1,1,3,2.3992119447899225,-1.570796327,1.5174635851893399
0,15,7,team0,1,3,4.010186951081162,0.5,1.5727576166076047
0,16,8,team1,1,4,2.403039528536974,-1.570796327,1.5178353825855329
1,1,0,team0,1,0,2.396358556538007,-15.707963267948966,1.5150286425831687
1,2,1,team1,1,1,2.397420753455616,-1.570796327,1.518027405371624
1,3,1,team0,2,1,2.397111261279708,-15.707963267948966,1.5121101305956128
1,4,2,team1,2,2,2.395676122709156,-1.570796327,1.5194200347584839
1,5,2,team0,3,2,2.399945188819594,-15.707963267948966,1.5168916016929728
1,6,3,team1,3,3,2.4067838721934725,-1.570796327,1.5179143496309053
1,7,3,team0,4,3,2.404573020775964,-15.707963267948966,1.51710965649476
1,8,4,team1,4,4,2.3929089097169864,-1.570796327,1.5160480951820188
1,9,4,team0,5,4,2.3953932857346363,-15.707963267948966,1.5191289874458531
1,10,5,team1,5,5,2.410948555519537,-1.570796327,1.5189803766398453
1,11,5,team0,6,5,2.396088603790146,-15.707963267948966,1.5166504001092267
1,12,6,team1,6,6,2.403302206455322,-1.570796327,1.5166590205475081
1,13,6,team0,7,6,2.3935286131854614,-15.707963267948966,1.51627119601718
1,14,7,team1,7,7,2.399215935250965,-1.570796327,1.5153716774499173
1,15,7,team0,8,7,2.3760167673532906,-15.707963267948966,1.5188374377534166
1,16,8,team1,8,8,2.393955071090251,-1.570796327,1.517039459451056
2,1,0,team1,0,1,2.3938589570167936,-1.570796327,1.5183735806371992
2,2,1,team0,0,1,4.010704379952358,0.5,1.5754813619830592
2,3,1,team1,0,2,2.4030834232925455,-1.570796327,1.5171733089347363
2,4,2,team0,0,1,4.001713959836291,0.5,1.577837869579974
2,5,2,team1,0,2,2.39475232519758,-1.570796327,1.5148554276132389
2,6,3,team0,0,2,4.008680451008771,0.5,1.5743402622677114
2,7,3,team1,0,3,2.390371416048183,-1.570796327,1.5163900556151726
2,8,4,team0,0,2,3.990148008806193,0.5,1.5757612748556673
2,9,4,team1,0,3,2.3857900975169692,-1.570796327,1.5150089022926223
