TEE (button=(0.0,38.5)) — rebuilt
End 0: team=team1, x=-0.09940414875745773, y=38.5259895324707, dist=0.103
End 1: team=team0, x=0.020151840522885323, y=38.2597541809082, dist=0.241
End 2: team=team1, x=-0.21373364329338074, y=38.136226654052734, dist=0.422
End 3: team=team0, x=0.013463038019835949, y=38.54393005371094, dist=0.046
End 4: team=team1, x=0.048856258392333984, y=38.41604232788086, dist=0.097
End 5: team=team0, x=0.22295689582824707, y=38.62922668457031, dist=0.258
End 6: team=team1, x=0.1422511339187622, y=38.40489196777344, dist=0.171
End 7: team=team1, x=0.14964346587657928, y=38.64583969116211, dist=0.209
End 8: team=team1, x=-0.10884605348110199, y=38.499874114990234, dist=0.109
End 9: team=team0, x=-0.09082411229610443, y=38.63808822631836, dist=0.165
