end,total_shot_number,shot_number,shooter_team,team0_stones,team1_stones,translational_velocity,angular_velocity,shot_angle
0,1,0,team0,1,0,2.3997983690913838,-15.707963267948966,1.5183597209710826
0,2,1,team1,1,1,2.3876593563745563,-1.570796327,1.5188354021608979
0,3,1,team0,2,1,2.390503675221747,15.707963267948966,1.628138570005136
0,4,2,team1,2,2,2.3970102175822787,-1.570796327,1.5182196097409533
0,5,2,team0,3,2,2.4092067477733123,15.707963267948966,1.6302070996459548
0,6,3,team1,3,3,2.393584415047028,-1.570796327,1.5183909690679431
0,7,3,team0,4,3,2.3934991535031434,15.707963267948966,1.6289756893450338
0,8,4,team1,4,4,2.4043999597018235,-1.570796327,1.5135626925509829
0,9,4,team0,3,4,3.986036114946466,-0.0001,1.5660930104089898
0,10,5,team1,3,5,2.3960918763780397,-1.570796327,1.5152100263083135
0,11,5,team0,3,5,3.9996590174827094,-0.0001,1.5683984891025016
0,12,6,team1,3,6,2.395435219063523,-1.570796327,1.5153660582435289
0,13,6,team0,3,5,3.9958989827955897,-0.0001,1.5644213590642964
0,14,7,team1,3,6,2.3965422563928986,-1.570796327,1.5165112867632937
0,15,7,team0,4,6,2.410697136262104,15.707963267948966,1.6307269188839044
0,16,8,team1,4,7,2.40250945655837,-1.570796327,1.5140125138894167
1,1,0,team1,0,1,2.3979353564790595,-1.570796327,1.5147239492197762
1,2,1,team0,0,1,3.9987375475051503,-0.0001,1.568742904757603
1,3,1,team1,0,2,2.3808824030280307,-1.570796327,1.5185789716753582
1,4,2,team0,0,2,4.003016095856401,0.0001,1.5745959818928381
1,5,2,team1,0,3,2.4089538792755536,-1.570796327,1.5178255833275538
1,6,3,team0,1,1,4.002813644592226,-0.0001,1.5677561607050838
1,7,3,team1,1,2,2.404910307804641,-1.570796327,1.5181544103821891
1,8,4,team0,2,2,2.389555904383959,15.707963267948966,1.6333194197866039
1,9,4,team1,2,3,2.4046043161958015,-1.570796327,1.5176326298309182
1,10,5,team0,2,3,4.001845381553614,-0.0001,1.5681063383221425
1,11,5,team1,2,4,2.3934969181733488,-1.570796327,1.5184944474605133
1,12,6,team0,1,3,3.990017478369902,-0.0001,1.5688300057454967
1,13,6,team1,1,4,2.4019571447317203,-1.570796327,1.5176678251415303
1,14,7,team0,2,2,4.000796823483139,-0.0001,1.5606923774162518
1,15,7,team1,2,3,2.3850340953001505,-1.570796327,1.5187554014990547
1,16,8,team0,3,3,2.3758469988119675,-15.707963267948966,1.5025092332575658
2,1,0,team0,1,0,2.4015269411967477,-15.707963267948966,1.5147601502716883
2,2,1,team1,1,1,2.403026685994403,-1.570796327,1.5148981348321224
2,3,1,team0,2,1,2.4179441693575785,15.707963267948966,1.6278464949756082
2,4,2,team1,2,2,2.4107868402260633,-1.570796327,1.5158420353136237
2,5,2,team0,2,1,3.9906909553157015,-0.0001,1.5640186825694422
2,6,3,team1,2,2,2.3932941979213864,-1.570796327,1.518420315249832
2,7,3,team0,3,2,2.409303447396913,15.707963267948966,1.629870132195387
2,8,4,team1,3,3,2.393233793439774,-1.570796327,1.5178772492610584
2,9,4,team0,4,3,2.4129238249503797,15.707963267948966,1.6281717492931516
2,10,5,team1,4,4,2.3902835124944373,-1.570796327,1.5159741392104351
2,11,5,team0,5,4,2.3908212168394565,15.707963267948966,1.6297262601258753
2,12,6,team1,5,5,2.4074799800594384,-1.570796327,1.51810435296422
2,13,6,team0,6,5,2.3892314141626922,15.707963267948966,1.6263376972535046
2,14,7,team1,6,6,2.38858173487398,-1.570796327,1.5170739209677768
2,15,7,team0,7,6,2.4039378268574385,15.707963267948966,1.6272375887710782
2,16,8,team1,7,7,2.408108313341882,-1.570796327,1.5176887535522805
3,1,0,team1,0,1,2.4085681970137895,-1.570796327,1.5163696102249462
3,2,1,team0,0,1,3.9907503338337786,0.0001,1.571234435213596
3,3,1,team1,0,2,2.3960723399638666,-1.570796327,1.5186303500284062
3,4,2,team0,0,2,4.001026721339594,0.0001,1.5753760993375892
3,5,2,team1,0,3,2.405246078495165,-1.570796327,1.5172419394449428
3,6,3,team0,0,2,4.000933642114627,-0.0001,1.5692337809380257
3,7,3,team1,0,3,2.3983882944568213,-1.570796327,1.5155309208702183
3,8,4,team0,0,3,3.997902542795464,-0.0001,1.5673962305614948
3,9,4,team1,0,4,2.4055360332496862,-1.570796327,1.5159513207217379
3,10,5,team0,1,2,4.0094170444704265,0.0001,1.574257947722682
3,11,5,team1,1,3,2.3978484493267196,-1.570796327,1.5172187846316914
3,12,6,team0,1,3,4.003775338213893,-0.0001,1.5703310869406566
3,13,6,team1,1,4,2.3964202364907643,-1.570796327,1.5161891870716708
3,14,7,team0,1,4,4.009366215009196,0.0001,1.571800866211252
3,15,7,team1,1,5,2.4026594599138678,-1.570796327,1.5126692429288346
3,16,8,team0,2,4,4.00722421867202,0.0001,1.5760987388655416
4,1,0,team0,1,0,2.4006838532681494,-15.707963267948966,1.51337482515923
4,2,1,team1,1,1,2.393642762190755,-1.570796327,1.5152648341663741
4,3,1,team0,2,1,2.404011396541503,-15.707963267948966,1.5146664219254666
4,4,2,team1,2,2,2.3976605995334235,-1.570796327,1.513266135092337
4,5,2,team0,3,2,2.4269145076114924,-15.707963267948966,1.5141205594842655
4,6,3,team1,3,3,2.386219661121171,-1.570796327,1.516968780595791
4,7,3,team0,4,3,2.406598769604748,-15.707963267948966,1.5130758007727623
4,8,4,team1,4,4,2.396829352895977,-1.570796327,1.515271600347811
4,9,4,team0,5,4,2.386777646995439,-15.707963267948966,1.5101752253972331
4,10,5,team1,5,5,2.3879118544883395,-1.570796327,1.517634056155047
4,11,5,team0,4,3,4.01197485695323,-0.0001,1.5677336816525533
4,12,6,team1,4,4,2.392409071874959,-1.570796327,1.5198344639083032
4,13,6,team0,3,4,4.005603302891914,0.0001,1.5717722568400538
4,14,7,team1,3,5,2.397409230558751,-1.570796327,1.5176378528718621
4,15,7,team0,3,1,4.006531317521235,0.0001,1.575869744249363
4,16,8,team1,3,2,2.390307944753204,-1.570796327,1.5162553978333675
5,1,0,team1,0,1,2.394633456864385,-1.570796327,1.5157488703843036
5,2,1,team0,0,1,3.9944113815043107,-0.0001,1.5691330650296147
5,3,1,team1,0,2,2.4081034397347016,-1.570796327,1.513867390946879
5,4,2,team0,1,1,3.9976687137756293,0.0001,1.5780529395027862
5,5,2,team1,1,2,2.403776974792858,-1.570796327,1.5167607737333981
5,6,3,team0,1,1,4.000801806938104,0.0001,1.5795942971794439
5,7,3,team1,1,2,2.3895384060184672,-1.570796327,1.5170314563790328
5,8,4,team0,2,2,2.397933213627524,-15.707963267948966,1.5047003290408532
5,9,4,team1,2,3,2.4008459160729085,-1.570796327,1.5166554098635783
5,10,5,team0,2,2,3.994789326588785,0.0001,1.577462124530702
5,11,5,team1,2,3,2.4070486633763406,-1.570796327,1.5175158614756379
5,12,6,team0,1,2,4.018335155567914,0.0001,1.5755108357384777
5,13,6,team1,1,3,2.3974066980682185,-1.570796327,1.5183186586022017
5,14,7,team0,1,3,4.001181800074085,0.0001,1.5718761288209728
5,15,7,team1,1,4,2.4023606990129784,-1.570796327,1.5161846310477556
5,16,8,team0,0,3,4.008724713553465,-0.0001,1.568513435541293
6,1,0,team0,1,0,2.4164078179347173,-15.707963267948966,1.5141470698610766
6,2,1,team1,1,1,2.3927457468031963,-1.570796327,1.516147395333105
6,3,1,team0,1,1,3.9989702404542196,0.0001,1.5695507457571507
6,4,2,team1,1,2,2.4074483759611707,-1.570796327,1.513301372572684
6,5,2,team0,2,1,3.994157392838537,0.0001,1.5778995818098625
6,6,3,team1,2,2,2.386515486023667,-1.570796327,1.5172900474977113
6,7,3,team0,2,0,3.9945958738474405,0.0001,1.5802042687986635
6,8,4,team1,2,1,2.4043954908617655,-1.570796327,1.518057108987363
6,9,4,team0,2,1,4.0012207469189995,0.0001,1.5711300047769812
