ts,end,total_shot_number,tv,av,sa_rad,sa_deg,est_distance,final_x_model,final_y_model,dc_x,dc_y,in_house,class,trajectory_file
2026-02-27T11:45:48.217,0,1,2.391932,-15.707963,0.058325,3.34,0.000000,0.000000,0.000000,0.000000,0.000000,0,other,trajectories\traj_000.csv
2026-02-27T11:45:48.317,0,3,2.406984,-15.707963,0.055007,3.15,0.000000,0.000000,0.000000,0.000000,0.000000,0,other,trajectories\traj_001.csv
2026-02-27T11:45:48.435,0,5,2.410743,-15.707963,0.054531,3.12,0.000000,0.000000,0.000000,0.000000,0.000000,0,other,trajectories\traj_002.csv
2026-02-27T11:45:48.530,0,7,2.404296,-15.707963,0.056402,3.23,0.000000,0.000000,0.000000,0.000000,0.000000,0,other,trajectories\traj_003.csv
2026-02-27T11:45:48.629,0,9,2.402436,-15.707963,0.055091,3.16,0.000000,0.000000,0.000000,0.000000,0.000000,0,other,trajectories\traj_004.csv
2026-02-27T11:45:48.725,0,11,2.401903,-15.707963,0.054109,3.10,0.000000,0.000000,0.000000,0.000000,0.000000,0,other,trajectories\traj_005.csv
2026-02-27T11:45:48.823,0,13,2.397496,-15.707963,0.056876,3.26,0.000000,0.000000,0.000000,0.000000,0.000000,0,other,trajectories\traj_006.csv
2026-02-27T11:45:48.920,0,15,2.400540,-15.707963,0.052595,3.01,0.000000,0.000000,0.000000,0.000000,0.000000,0,other,trajectories\traj_007.csv
2026-02-27T11:45:49.034,1,1,2.403515,-15.707963,0.056838,3.26,0.000000,0.000000,0.000000,0.000000,0.000000,0,other,trajectories\traj_008.csv
2026-02-27T11:45:49.128,1,3,2.409226,-15.707963,0.053443,3.06,0.000000,0.000000,0.000000,0.000000,0.000000,0,other,trajectories\traj_009.csv
2026-02-27T11:45:49.224,1,5,2.408975,-15.707963,0.052810,3.03,0.000000,0.000000,0.000000,0.000000,0.000000,0,other,trajectories\traj_010.csv
2026-02-27T11:45:49.320,1,7,2.411711,-15.707963,0.055028,3.15,0.000000,0.000000,0.000000,0.000000,0.000000,0,other,trajectories\traj_011.csv
2026-02-27T11:45:49.410,1,9,2.406806,-15.707963,0.055005,3.15,0.000000,0.000000,0.000000,0.000000,0.000000,0,other,trajectories\traj_012.csv
2026-02-27T11:45:49.509,1,11,2.417469,-15.707963,0.052470,3.01,0.000000,0.000000,0.000000,0.000000,0.000000,0,other,trajectories\traj_013.csv
2026-02-27T11:45:49.607,1,13,2.405895,-15.707963,0.053365,3.06,0.000000,0.000000,0.000000,0.000000,0.000000,0,other,trajectories\traj_014.csv
2026-02-27T11:45:49.709,1,15,2.413344,-15.707963,0.054969,3.15,0.000000,0.000000,0.000000,0.000000,0.000000,0,other,trajectories\traj_015.csv
2026-02-27T11:45:49.832,2,1,2.397376,-15.707963,0.052588,3.01,0.000000,0.000000,0.000000,0.000000,0.000000,0,other,trajectories\traj_016.csv
2026-02-27T11:45:49.923,2,3,2.401251,-15.707963,0.057638,3.30,0.000000,0.000000,0.000000,0.000000,0.000000,0,other,trajectories\traj_017.csv
