ts,end,total_shot_number,tv,av,sa_rad,sa_deg,est_distance,final_x_model,final_y_model,dc_x,dc_y,in_house,class,trajectory_file
2026-02-26T17:00:25.618,0,1,2.406323,15.707963,-0.292179,-16.74,37.428302,37.428302,-9.052841,-9.052841,37.428302,0,guard,trajectories\traj_000.csv
2026-02-26T17:00:25.720,0,3,2.401130,15.707963,-0.293555,-16.82,37.240881,37.240881,-9.063615,-9.063615,37.240881,0,guard,trajectories\traj_001.csv
2026-02-26T17:00:25.844,0,5,2.398465,15.707963,-0.295042,-16.90,37.137779,37.137779,-9.098026,-9.098026,37.137779,0,guard,trajectories\traj_002.csv
2026-02-26T17:00:26.028,0,7,2.398649,15.707963,-0.293950,-16.84,37.153881,37.153881,-9.058910,-9.058910,37.153881,0,guard,trajectories\traj_003.csv
2026-02-26T17:00:26.159,0,9,2.400850,15.707963,-0.296559,-16.99,37.204098,37.204098,-9.173229,-9.173229,37.204098,0,guard,trajectories\traj_004.csv
2026-02-26T17:00:26.273,0,11,2.417696,15.707963,-0.251315,-14.40,38.154873,38.154873,-7.589329,-7.589329,38.154873,0,guard,trajectories\traj_005.csv
2026-02-26T17:00:26.383,0,13,2.374388,15.707963,-0.241310,-13.83,36.759652,36.759652,-6.945352,-6.945352,36.759652,0,guard,trajectories\traj_006.csv
2026-02-26T17:00:26.486,0,15,2.374005,15.707963,-0.245514,-14.07,36.717277,36.717277,-7.097500,-7.097500,36.717277,0,guard,trajectories\traj_007.csv
2026-02-26T17:00:26.610,1,1,2.406493,15.707963,-0.296378,-16.98,37.395686,37.395686,-9.211254,-9.211254,37.395686,0,guard,trajectories\traj_008.csv
2026-02-26T17:00:26.715,1,3,2.406178,15.707963,-0.295393,-16.92,37.394135,37.394135,-9.171925,-9.171925,37.394135,0,guard,trajectories\traj_009.csv
2026-02-26T17:00:26.815,1,5,2.398883,15.707963,-0.293668,-16.83,37.164328,37.164328,-9.050252,-9.050252,37.164328,0,guard,trajectories\traj_010.csv
2026-02-26T17:00:26.914,1,7,2.408181,15.707963,-0.295171,-16.91,37.463694,37.463694,-9.179459,-9.179459,37.463694,0,guard,trajectories\traj_011.csv
2026-02-26T17:00:27.014,1,9,2.415568,15.707963,-0.288954,-16.56,37.770082,37.770082,-9.003266,-9.003266,37.770082,0,guard,trajectories\traj_012.csv
2026-02-26T17:00:27.117,1,11,2.388806,15.707963,-0.288780,-16.55,36.869855,36.869855,-8.791465,-8.791465,36.869855,0,guard,trajectories\traj_013.csv
2026-02-26T17:00:27.219,1,13,2.405618,15.707963,-0.292832,-16.78,37.398608,37.398608,-9.071749,-9.071749,37.398608,0,guard,trajectories\traj_014.csv
2026-02-26T17:00:27.317,1,15,2.409634,15.707963,-0.289695,-16.60,37.562504,37.562504,-8.985359,-8.985359,37.562504,0,guard,trajectories\traj_015.csv
2026-02-26T17:00:27.430,2,1,2.403341,15.707963,-0.293247,-16.80,37.318103,37.318103,-9.069427,-9.069427,37.318103,0,guard,trajectories\traj_016.csv
2026-02-26T17:00:27.534,2,3,2.401118,15.707963,-0.296875,-17.01,37.210184,37.210184,-9.187105,-9.187105,37.210184,0,guard,trajectories\traj_017.csv
2026-02-26T17:00:27.632,2,5,2.398356,15.707963,-0.293898,-16.84,37.144516,37.144516,-9.054659,-9.054659,37.144516,0,guard,trajectories\traj_018.csv
2026-02-26T17:00:27.731,2,7,2.406941,15.707963,-0.294748,-16.89,37.425748,37.425748,-9.153802,-9.153802,37.425748,0,guard,trajectories\traj_019.csv
2026-02-26T17:00:27.827,2,9,2.402252,15.707963,-0.293106,-16.79,37.282715,37.282715,-9.055691,-9.055691,37.282715,0,guard,trajectories\traj_020.csv
2026-02-26T17:00:27.922,2,11,2.402268,15.707963,-0.296165,-16.97,37.255382,37.255382,-9.169791,-9.169791,37.255382,0,guard,trajectories\traj_021.csv
2026-02-26T17:00:28.014,2,13,2.394576,15.707963,-0.291720,-16.71,37.037205,37.037205,-8.944439,-8.944439,37.037205,0,guard,trajectories\traj_022.csv
2026-02-26T17:00:28.111,2,15,2.401808,15.707963,-0.295494,-16.93,37.246065,37.246065,-9.141159,-9.141159,37.246065,0,guard,trajectories\traj_023.csv
2026-02-26T17:00:28.289,3,1,2.382781,15.707963,-0.291335,-16.69,36.645911,36.645911,-8.839249,-8.839249,36.645911,0,guard,trajectories\traj_024.csv
2026-02-26T17:00:28.400,3,3,2.397122,15.707963,-0.294184,-16.86,37.100489,37.100489,-9.055627,-9.055627,37.100489,0,guard,trajectories\traj_025.csv
2026-02-26T17:00:28.501,3,5,2.404409,15.707963,-0.294003,-16.85,37.347215,37.347215,-9.106031,-9.106031,37.347215,0,guard,trajectories\traj_026.csv
2026-02-26T17:00:28.604,3,7,2.411752,15.707963,-0.293402,-16.81,37.600515,37.600515,-9.141206,-9.141206,37.600515,0,guard,trajectories\traj_027.csv
