x,y
0.000000,0.000000
0.002397,0.000138
0.004794,0.000277
0.007191,0.000415
0.009588,0.000553
0.011985,0.000691
0.014382,0.000830
0.016779,0.000968
0.019176,0.001106
0.021572,0.001244
0.023969,0.001383
0.026365,0.001521
0.028762,0.001659
0.031158,0.001797
0.033554,0.001935
0.035951,0.002073
0.038347,0.002211
0.040743,0.002349
0.043139,0.002488
0.045535,0.002626
0.047931,0.002764
0.050327,0.002902
0.052722,0.003040
0.055118,0.003178
0.057514,0.003316
0.059909,0.003454
0.062305,0.003592
0.064700,0.003730
0.067095,0.003868
0.069491,0.004006
0.071886,0.004143
0.074281,0.004281
0.076676,0.004419
0.079071,0.004557
0.081466,0.004695
0.083861,0.004833
0.086256,0.004971
0.088650,0.005108
0.091045,0.005246
0.093440,0.005384
0.095834,0.005522
0.098229,0.005660
0.100623,0.005797
0.103017,0.005935
0.105412,0.006073
0.107806,0.006211
0.110200,0.006348
0.112594,0.006486
0.114988,0.006624
0.117382,0.006761
0.119776,0.006899
0.122169,0.007036
0.124563,0.007174
0.126957,0.007312
0.129350,0.007449
0.131744,0.007587
0.134137,0.007724
0.136530,0.007862
0.138924,0.007999
0.141317,0.008137
0.143710,0.008275
0.146103,0.008412
0.148496,0.008549
0.150889,0.008687
0.153282,0.008824
0.155675,0.008962
0.158067,0.009099
0.160460,0.009237
0.162853,0.009374
0.165245,0.009511
0.167638,0.009649
0.170030,0.009786
0.172422,0.009923
0.174815,0.010061
0.177207,0.010198
0.179599,0.010335
0.181991,0.010473
0.184383,0.010610
0.186775,0.010747
0.189167,0.010884
0.191558,0.011022
0.193950,0.011159
0.196342,0.011296
0.198733,0.011433
0.201125,0.011570
0.203516,0.011708
0.205907,0.011845
0.208299,0.011982
0.210690,0.012119
0.213081,0.012256
0.215472,0.012393
0.217863,0.012530
0.220254,0.012667
0.222645,0.012804
0.225036,0.012941
0.227427,0.013078
0.229817,0.013215
0.232208,0.013352
0.234598,0.013489
0.236989,0.013626
0.239379,0.013763
0.241770,0.013900
0.244160,0.014037
0.246550,0.014174
0.248940,0.014311
0.251330,0.014448
0.253720,0.014585
0.256110,0.014722
0.258500,0.014859
0.260890,0.014995
0.263279,0.015132
0.265669,0.015269
0.268058,0.015406
0.270448,0.015543
0.272837,0.015679
0.275227,0.015816
0.277616,0.015953
0.280005,0.016090
0.282394,0.016226
0.284784,0.016363
0.287173,0.016500
0.289561,0.016636
0.291950,0.016773
0.294339,0.016910
0.296728,0.017046
0.299117,0.017183
0.301505,0.017319
0.303894,0.017456
0.306282,0.017593
0.308671,0.017729
0.311059,0.017866
0.313447,0.018002
0.315835,0.018139
0.318223,0.018275
0.320611,0.018412
0.322999,0.018548
0.325387,0.018685
0.327775,0.018821
0.330163,0.018957
0.332551,0.019094
0.334938,0.019230
0.337326,0.019367
0.339713,0.019503
0.342101,0.019639
0.344488,0.019776
0.346876,0.019912
0.349263,0.020048
0.351650,0.020185
0.354037,0.020321
0.356424,0.020457
0.358811,0.020594
0.361198,0.020730
0.363585,0.020866
0.365971,0.021002
0.368358,0.021139
0.370745,0.021275
0.373131,0.021411
0.375518,0.021547
0.377904,0.021683
0.380290,0.021819
0.382677,0.021956
0.385063,0.022092
0.387449,0.022228
0.389835,0.022364
0.392221,0.022500
0.394607,0.022636
0.396993,0.022772
0.399379,0.022908
0.401764,0.023044
0.404150,0.023180
