end,total_shot_number,shot_number,shooter_team,team0_stones,team1_stones,translational_velocity,angular_velocity,shot_angle
0,1,0,team0,1,0,2.411855138032291,-15.707963267948966,1.5161449153235103
0,2,1,team1,1,1,2.3931598521623734,-1.570796327,1.5144754332529435
0,3,1,team0,2,1,2.414517066244484,15.707963267948966,1.627307588932738
0,4,2,team1,2,2,2.386149491849497,-1.570796327,1.5143071948087896
0,5,2,team0,3,2,2.4057146189822887,15.707963267948966,1.6250220268316784
0,6,3,team1,3,3,2.4071023405939,-1.570796327,1.5141062480999607
0,7,3,team0,3,3,3.9985106256675937,0.0001,1.5621419567257557
0,8,4,team1,3,4,2.4033016121396864,-1.570796327,1.5176441709950876
0,9,4,team0,3,2,3.9968023807525452,0.0001,1.5680819444021057
0,10,5,team1,3,3,2.4032285184957236,-1.570796327,1.5142287004166974
0,11,5,team0,4,3,2.3849684991600624,15.707963267948966,1.635414308224164
0,12,6,team1,4,4,2.394168657847546,-1.570796327,1.5161988955875736
0,13,6,team0,5,4,2.3994567591042597,15.707963267948966,1.6369621181964429
0,14,7,team1,5,5,2.384276718714638,-1.570796327,1.5181342653520922
0,15,7,team0,6,5,2.3919487600661795,15.707963267948966,1.6275362455388356
0,16,8,team1,6,6,2.384906379804883,-1.570796327,1.5168161202735349
1,1,0,team1,0,1,2.3953655704898917,-1.570796327,1.5146138541402332
1,2,1,team0,0,1,3.9933478385306826,0.0001,1.569077408275875
1,3,1,team1,0,2,2.400304869549634,-1.570796327,1.5130652899283714
1,4,2,team0,0,1,4.00156667999943,0.0001,1.574030387499638
1,5,2,team1,0,2,2.3939038793595193,-1.570796327,1.5188926709578119
1,6,3,team0,0,2,4.004797405629063,0.0001,1.5781199110005975
1,7,3,team1,0,3,2.39201526430829,-1.570796327,1.5127382234165212
1,8,4,team0,1,2,3.9975814995325667,0.0001,1.5790435544783725
1,9,4,team1,1,3,2.407303754264718,-1.570796327,1.5132821409173702
1,10,5,team0,2,2,4.009171538622024,0.0001,1.573179367140157
1,11,5,team1,2,3,2.3887978961829806,-1.570796327,1.5177003373956046
1,12,6,team0,2,3,3.9933703072995583,0.0001,1.5743568503687018
1,13,6,team1,2,4,2.4011158195567255,-1.570796327,1.5172299167998589
1,14,7,team0,1,3,4.001782998698048,0.0001,1.5773179455813344
