TEE (button=(0.0,38.5)) — rebuilt
End 0: team=team0, x=-0.0605786070227623, y=38.40874481201172, dist=0.11
End 1: team=team1, x=-0.3358485996723175, y=38.553070068359375, dist=0.34
End 2: team=team1, x=0.09719260036945343, y=38.16558837890625, dist=0.348
End 3: team=team1, x=-0.23200824856758118, y=38.31023025512695, dist=0.3
End 4: team=team1, x=0.06322745978832245, y=38.0050163269043, dist=0.499
End 5: team=team1, x=0.13781622052192688, y=38.551490783691406, dist=0.147
End 6: team=team0, x=0.1558833122253418, y=38.521339416503906, dist=0.157
End 7: team=team1, x=-0.34148046374320984, y=38.021934509277344, dist=0.587
End 8: team=team0, x=0.13145439326763153, y=38.43220138549805, dist=0.148
End 9: team=team1, x=-0.13047721982002258, y=38.59324264526367, dist=0.16
