end,team,stone_index,x,y,distance_to_button
0,team0,0,-0.1615096479654312,39.00813293457031,0.533
0,team0,1,-0.4083016514778137,38.30768966674805,0.451
0,team0,2,-0.7957302331924438,38.26021194458008,0.831
0,team0,5,-0.0605786070227623,38.40874481201172,0.11
0,team0,6,-0.6125421524047852,37.565521240234375,1.117
0,team0,7,-0.29192718863487244,36.904170989990234,1.622
0,team1,2,0.4634518325328827,38.32257843017578,0.496
0,team1,3,-0.13076777756214142,37.86885452270508,0.645
0,team1,4,0.6620364785194397,37.76168441772461,0.992
0,team1,5,0.4305364489555359,37.47246170043945,1.114
0,team1,6,-0.15231917798519135,37.49608612060547,1.015
0,team1,7,0.11313341557979584,37.13629150390625,1.368
1,team0,5,-0.21663594245910645,37.057498931884766,1.459
1,team1,1,-0.6253601908683777,38.69511032104492,0.655
1,team1,2,-0.3358485996723175,38.553070068359375,0.34
1,team1,5,-0.2398562729358673,37.401893615722656,1.124
1,team1,7,0.02455815114080906,37.83449935913086,0.666
2,team0,1,-0.7939074039459229,38.366817474365234,0.805
2,team0,2,-0.36251768469810486,38.295074462890625,0.416
2,team0,3,-0.6780009269714355,37.79170227050781,0.98
2,team0,4,-0.6196848750114441,37.37112808227539,1.288
2,team0,5,0.562853217124939,39.024417877197266,0.769
2,team1,1,0.09719260036945343,38.16558837890625,0.348
2,team1,3,0.18800890445709229,37.84022521972656,0.686
2,team1,4,-0.1583782434463501,37.62388229370117,0.89
2,team1,5,0.42787623405456543,37.266170501708984,1.306
2,team1,6,-0.21458758413791656,36.858028411865234,1.656
2,team1,7,0.9626480340957642,37.008934020996094,1.775
3,team0,6,1.8009933233261108,37.164451599121094,2.242
3,team1,1,1.781457781791687,38.748897552490234,1.799
3,team1,2,-0.26084181666374207,38.79086685180664,0.391
3,team1,4,-0.4541432857513428,38.078311920166016,0.62
3,team1,6,-0.23200824856758118,38.31023025512695,0.3
3,team1,7,0.2528459131717682,38.03301239013672,0.531
4,team0,2,-0.5225041508674622,37.570892333984375,1.066
4,team1,3,-0.4528374671936035,38.19023513793945,0.549
4,team1,4,0.06322745978832245,38.0050163269043,0.499
4,team1,5,0.5100124478340149,38.08115005493164,0.66
4,team1,6,-0.19758151471614838,37.40150451660156,1.116
4,team1,7,0.03130876645445824,36.846378326416016,1.654
5,team1,1,-0.23615075647830963,38.4471321105957,0.242
5,team1,2,0.13781622052192688,38.551490783691406,0.147
5,team1,3,-0.3106328845024109,38.15877914428711,0.461
5,team1,4,-0.02061915583908558,38.16520690917969,0.335
5,team1,5,0.3788260817527771,37.6352653503418,0.944
5,team1,6,-0.39916011691093445,37.616477966308594,0.97
5,team1,7,0.19284453988075256,36.81125259399414,1.7
6,team0,0,0.1558833122253418,38.521339416503906,0.157
6,team0,3,-0.2976583242416382,37.971519470214844,0.607
6,team0,4,0.9552382826805115,37.76810836791992,1.203
6,team0,5,0.6872605681419373,36.89610290527344,1.745
6,team0,6,-0.8230237364768982,37.66071319580078,1.175
6,team0,7,-1.8252067565917969,36.22905731201172,2.914
6,team1,0,-0.9047268629074097,38.39643859863281,0.911
6,team1,1,-0.2401333898305893,38.436798095703125,0.248
6,team1,2,-1.1747493743896484,38.16730499267578,1.221
6,team1,3,-0.40890297293663025,37.02792739868164,1.528
6,team1,4,0.6464930772781372,37.91618347167969,0.871
6,team1,7,0.031313370913267136,37.78349304199219,0.717
7,team1,2,-0.5457745790481567,38.22969055175781,0.609
7,team1,3,0.6835631728172302,38.633949279785156,0.697
7,team1,4,-0.34148046374320984,38.021934509277344,0.587
8,team0,6,0.13145439326763153,38.43220138549805,0.148
8,team1,1,-0.44827166199684143,38.156219482421875,0.565
8,team1,2,-2.081913709640503,38.9699821472168,2.134
8,team1,6,-0.22810785472393036,37.83522415161133,0.703
8,team1,7,0.21378743648529053,37.55223846435547,0.972
9,team0,2,1.6618348360061646,38.59788513183594,1.665
9,team0,6,1.9953076839447021,37.505130767822266,2.23
9,team1,2,0.3531624972820282,38.905601501464844,0.538
9,team1,3,-0.13047721982002258,38.59324264526367,0.16
9,team1,4,-0.2405586689710617,37.5903205871582,0.941
9,team1,7,0.06353072077035904,38.21031188964844,0.297
