end,total_shot_number,shot_number,shooter_team,team0_stones,team1_stones,translational_velocity,angular_velocity,shot_angle
4,6,3,team0,0,3,3.9959452356345495,1e-06,1.5751825001476258
4,7,3,team1,0,4,2.4000666921801206,-1.570796327,1.5162749675552274
4,8,4,team0,0,3,4.006862356269705,1e-06,1.5744370497524376
4,9,4,team1,0,4,2.3930251155754356,-1.570796327,1.5149217174767964
4,10,5,team0,0,2,4.0087972034845984,-1e-06,1.5685130035272994
4,11,5,team1,0,3,2.3898364902880176,-1.570796327,1.5171677721823502
4,12,6,team0,0,3,4.004089121559506,-1e-06,1.5708285194222613
4,13,6,team1,0,4,2.401967465574556,-1.570796327,1.5169684742170264
4,14,7,team0,0,2,4.006946638323741,1e-06,1.5763627720371234
4,15,7,team1,0,3,2.398614298866289,-1.570796327,1.5176154395461874
4,16,8,team0,0,2,3.9940251881569004,1e-06,1.5746810613593194
5,1,0,team0,1,0,2.4010449597792527,-15.707963267948966,1.5157472870603583
5,2,1,team1,1,1,2.3986296703994263,-1.570796327,1.5152821359853827
5,3,1,team0,2,1,2.403725287861241,15.707963267948966,1.6273155490771505
5,4,2,team1,2,2,2.3861066218318348,-1.570796327,1.5201407590645608
5,5,2,team0,3,2,2.4089931379181837,15.707963267948966,1.6289372337108767
5,6,3,team1,3,3,2.4014421490354807,-1.570796327,1.5179247717014035
5,7,3,team0,2,3,3.99604798356196,-1e-06,1.5696848932887553
5,8,4,team1,2,4,2.402422063239143,-1.570796327,1.513743682394596
5,9,4,team0,3,3,4.0113664257165755,1e-06,1.5692472020586334
5,10,5,team1,3,4,2.4033025332849003,-1.570796327,1.516083144162837
5,11,5,team0,2,2,3.992046153946408,-1e-06,1.5677879750813815
5,12,6,team1,2,3,2.4050174609006985,-1.570796327,1.5153297860436152
5,13,6,team0,3,1,3.992857785158997,1e-06,1.5774816657218094
5,14,7,team1,3,2,2.4005957198831944,-1.570796327,1.516110075579932
5,15,7,team0,4,1,3.9880271757827592,1e-06,1.572232405822644
5,16,8,team1,4,2,2.4101260393642847,-1.570796327,1.519088906563539
6,1,0,team0,1,0,2.393540791923319,-15.707963267948966,1.516158274615288
6,2,1,team1,1,1,2.399513274539774,-1.570796327,1.513752457770243
6,3,1,team0,2,1,2.396359351690407,15.707963267948966,1.6332808099897018
6,4,2,team1,2,2,2.3899410444685554,-1.570796327,1.516878144500545
6,5,2,team0,3,2,2.3924915197770833,15.707963267948966,1.6304610188797781
6,6,3,team1,3,3,2.3991662025367595,-1.570796327,1.5180619597519365
6,7,3,team0,3,3,3.9989272375255154,-1e-06,1.5680075369291084
6,8,4,team1,3,4,2.394718637640598,-1.570796327,1.516216439618909
6,9,4,team0,2,3,4.007478223453321,-1e-06,1.5662686923210918
6,10,5,team1,2,4,2.3997184176750723,-1.570796327,1.5148150739190054
6,11,5,team0,3,3,3.995530332441237,1e-06,1.5788648353093186
6,12,6,team1,3,4,2.3983368747319305,-1.570796327,1.5185569463631166
6,13,6,team0,3,2,4.008239772068663,1e-06,1.5766254521820384
6,14,7,team1,3,3,2.3953268777929053,-1.570796327,1.5189534874789337
6,15,7,team0,3,3,3.985888882498625,1e-06,1.5746885954905763
6,16,8,team1,3,4,2.3996651131051077,-1.570796327,1.5140891913620316
7,1,0,team0,1,0,2.3994511117185673,-15.707963267948966,1.5182396796667033
7,2,1,team1,1,1,2.4110124588446538,-1.570796327,1.5204793602893565
7,3,1,team0,1,1,4.000226798097254,1e-06,1.5706256778164638
7,4,2,team1,1,2,2.403001683770371,-1.570796327,1.5180252677270045
7,5,2,team0,0,1,4.00109311352501,1e-06,1.5802929253943372
7,6,3,team1,0,2,2.3965712174074523,-1.570796327,1.5140075401962334
7,7,3,team0,0,2,3.994246882083346,-1e-06,1.568812173809035
7,8,4,team1,0,3,2.4020968789812094,-1.570796327,1.5176869343032127
7,9,4,team0,0,2,4.003716189295443,1e-06,1.5717998089094685
7,10,5,team1,0,3,2.3939032807388316,-1.570796327,1.5196857131173602
7,11,5,team0,0,3,3.989631754018373,-1e-06,1.5707208482530368
7,12,6,team1,0,4,2.395868972457164,-1.570796327,1.5165816295611745
7,13,6,team0,1,3,3.9984055885675174,-1e-06,1.5683158992154602
7,14,7,team1,1,4,2.400942036109718,-1.570796327,1.5162055001281913
7,15,7,team0,1,2,4.006741412788425,-1e-06,1.5664921407254846
7,16,8,team1,1,3,2.40866408007482,-1.570796327,1.5155113619113647
8,1,0,team0,1,0,2.4175654275888596,-15.707963267948966,1.5162648338966234
8,2,1,team1,1,1,2.39520995719221,-1.570796327,1.5172866631671116
8,3,1,team0,1,1,4.002911444409446,1e-06,1.5718286562621635
8,4,2,team1,1,2,2.3933399945126332,-1.570796327,1.5162073670968044
8,5,2,team0,1,2,3.9993357269943677,1e-06,1.574975872259419
8,6,3,team1,1,3,2.391901072643244,-1.570796327,1.5158130905491307
8,7,3,team0,1,0,3.9892235747993436,1e-06,1.5776767259895006
8,8,4,team1,1,1,2.400063579353973,-1.570796327,1.5200978546912358
8,9,4,team0,1,1,4.000993764307245,1e-06,1.575907054820245
8,10,5,team1,1,2,2.4029933250612374,-1.570796327,1.51675340436872
8,11,5,team0,0,0,4.00881493335832,1e-06,1.5803446232219487
8,12,6,team1,0,1,2.3987715627266795,-1.570796327,1.51853808891306
8,13,6,team0,0,1,3.9998860746038973,1e-06,1.5740942774670676
8,14,7,team1,0,2,2.3916695248068827,-1.570796327,1.5163377588841482
8,15,7,team0,0,2,3.9973007301984147,1e-06,1.570437420399757
8,16,8,team1,0,3,2.407745777315072,-1.570796327,1.5163939567429872
9,1,0,team0,1,0,2.398716518190606,-15.707963267948966,1.515198637279851
9,2,1,team1,1,1,2.3781191929446996,-1.570796327,1.515682944297498
9,3,1,team0,2,1,2.3824928244638897,-15.707963267948966,1.5144147205934055
9,4,2,team1,2,2,2.398869527111113,-1.570796327,1.5178937190287287
9,5,2,team0,3,2,2.3865550559390822,15.707963267948966,1.6297381356980576
9,6,3,team1,3,3,2.3829969445581725,-1.570796327,1.5156059490572447
9,7,3,team0,4,3,2.3970247004521115,15.707963267948966,1.6278674161499387
9,8,4,team1,4,4,2.388410618788288,-1.570796327,1.516919694951547
9,9,4,team0,5,4,2.4096788482487796,15.707963267948966,1.6273096510827498
9,10,5,team1,5,5,2.3888127731759514,-1.570796327,1.5140443033564734
9,11,5,team0,6,5,2.411712104888389,15.707963267948966,1.6296302601627912
9,12,6,team1,6,6,2.390950332849134,-1.570796327,1.513929073801604
9,13,6,team0,4,6,4.00157961147779,1e-06,1.5744228070966677
9,14,7,team1,4,7,2.4084231466543535,-1.570796327,1.5150350746870251
9,15,7,team0,5,7,2.411153134684336,15.707963267948966,1.6266526340523888
9,16,8,team1,5,8,2.387495935226451,-1.570796327,1.5161907656482263
