TEE (button=(0.0,38.5)) — rebuilt
End 0: team=team1, x=-0.06975702941417694, y=38.63303756713867, dist=0.15
End 1: team=team1, x=-0.3513247072696686, y=38.855281829833984, dist=0.5
End 2: team=team0, x=0.014177658595144749, y=38.69542694091797, dist=0.196
End 3: team=team0, x=-0.1286042034626007, y=38.527549743652344, dist=0.132
End 4: team=team1, x=-0.12467934191226959, y=38.31392288208008, dist=0.224
End 5: team=team1, x=-0.02643364481627941, y=38.90795135498047, dist=0.409
End 6: team=team1, x=-0.1854979693889618, y=38.73515701293945, dist=0.3
End 7: team=team1, x=-0.4021289646625519, y=38.684234619140625, dist=0.442
End 8: team=team1, x=-0.015111641958355904, y=37.99773025512695, dist=0.502
End 9: team=team0, x=-0.04341595992445946, y=38.66136932373047, dist=0.167
