shot,timestamp,tx,ty,matched_x,matched_y,v,angle,omega,outcome,note
3,2026-02-25T10:57:55.122000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
4,2026-02-25T10:57:55.195000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
5,2026-02-25T10:57:55.269000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
6,2026-02-25T10:57:55.387000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
7,2026-02-25T10:57:55.479000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
8,2026-02-25T10:57:55.546000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
1,2026-02-25T10:57:55.625000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
2,2026-02-25T10:57:55.696000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
3,2026-02-25T10:57:55.761000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
4,2026-02-25T10:57:55.838000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
5,2026-02-25T10:57:55.907000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
6,2026-02-25T10:57:55.976000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
7,2026-02-25T10:57:56.048000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
8,2026-02-25T10:57:56.120000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
1,2026-02-25T10:57:56.203000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
2,2026-02-25T10:57:56.271000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
3,2026-02-25T10:57:56.340000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
4,2026-02-25T10:57:56.414000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
5,2026-02-25T10:57:56.481000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
6,2026-02-25T10:57:56.548000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
7,2026-02-25T10:57:56.619000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
8,2026-02-25T10:57:56.693000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
1,2026-02-25T10:57:56.774000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
2,2026-02-25T10:57:56.846000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
3,2026-02-25T10:57:56.930000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
4,2026-02-25T10:57:57.007000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
5,2026-02-25T10:57:57.083000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
6,2026-02-25T10:57:57.150000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
7,2026-02-25T10:57:57.218000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
8,2026-02-25T10:57:57.289000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
1,2026-02-25T10:57:57.371000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
2,2026-02-25T10:57:57.444000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
3,2026-02-25T10:57:57.543000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
4,2026-02-25T10:57:57.612000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
5,2026-02-25T10:57:57.679000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
6,2026-02-25T10:57:57.753000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
7,2026-02-25T10:57:57.828000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
8,2026-02-25T10:57:57.898000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
1,2026-02-25T10:57:57.981000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
2,2026-02-25T10:57:58.054000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
3,2026-02-25T10:57:58.125000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
4,2026-02-25T10:57:58.203000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
5,2026-02-25T10:57:58.277000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
6,2026-02-25T10:57:58.386000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
7,2026-02-25T10:57:58.465000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
8,2026-02-25T10:57:58.534000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
1,2026-02-25T10:57:58.616000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
2,2026-02-25T10:57:58.684000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
3,2026-02-25T10:57:58.766000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
4,2026-02-25T10:57:58.851000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
5,2026-02-25T10:57:58.934000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
6,2026-02-25T10:57:59.014000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
7,2026-02-25T10:57:59.094000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
8,2026-02-25T10:57:59.173000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
1,2026-02-25T10:57:59.258000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
2,2026-02-25T10:57:59.331000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
3,2026-02-25T10:57:59.399000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
4,2026-02-25T10:57:59.472000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
5,2026-02-25T10:57:59.541000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
6,2026-02-25T10:57:59.642000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
7,2026-02-25T10:57:59.712000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
8,2026-02-25T10:57:59.781000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
1,2026-02-25T10:57:59.861000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
2,2026-02-25T10:57:59.931000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
3,2026-02-25T10:58:00.003000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
4,2026-02-25T10:58:00.086000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
5,2026-02-25T10:58:00.151000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
6,2026-02-25T10:58:00.225000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
7,2026-02-25T10:58:00.295000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
8,2026-02-25T10:58:00.367000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
1,2026-02-25T10:58:00.457000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
2,2026-02-25T10:58:00.528000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
3,2026-02-25T10:58:00.605000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
4,2026-02-25T10:58:00.673000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
5,2026-02-25T10:58:00.744000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
6,2026-02-25T10:58:00.813000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
7,2026-02-25T10:58:00.883000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
8,2026-02-25T10:58:00.964000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
1,2026-02-25T10:58:01.059000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
2,2026-02-25T10:58:01.137000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
3,2026-02-25T10:58:01.213000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
4,2026-02-25T10:58:01.285000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
5,2026-02-25T10:58:01.358000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
6,2026-02-25T10:58:01.466000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
7,2026-02-25T10:58:01.562000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
8,2026-02-25T10:58:01.634000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
1,2026-02-25T10:58:01.743000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
2,2026-02-25T10:58:01.813000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
3,2026-02-25T10:58:01.882000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
4,2026-02-25T10:58:01.952000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
5,2026-02-25T10:58:02.026000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
6,2026-02-25T10:58:02.094000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
7,2026-02-25T10:58:02.165000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
8,2026-02-25T10:58:02.235000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
1,2026-02-25T10:58:02.316000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
2,2026-02-25T10:58:02.388000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
3,2026-02-25T10:58:02.461000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
4,2026-02-25T10:58:02.530000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
5,2026-02-25T10:58:02.601000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
6,2026-02-25T10:58:02.679000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
7,2026-02-25T10:58:02.786000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
8,2026-02-25T10:58:02.858000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
1,2026-02-25T10:58:02.945000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
2,2026-02-25T10:58:03.020000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
3,2026-02-25T10:58:03.106000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
4,2026-02-25T10:58:03.177000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
5,2026-02-25T10:58:03.249000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
6,2026-02-25T10:58:03.324000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
7,2026-02-25T10:58:03.418000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
8,2026-02-25T10:58:03.511000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
1,2026-02-25T10:58:03.593000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
2,2026-02-25T10:58:03.663000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
3,2026-02-25T10:58:03.757000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
4,2026-02-25T10:58:03.892000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
5,2026-02-25T10:58:03.963000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
6,2026-02-25T10:58:04.037000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
7,2026-02-25T10:58:04.109000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
8,2026-02-25T10:58:04.181000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
1,2026-02-25T10:58:04.265000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
2,2026-02-25T10:58:04.334000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
3,2026-02-25T10:58:04.407000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
4,2026-02-25T10:58:04.479000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
5,2026-02-25T10:58:04.555000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
6,2026-02-25T10:58:04.660000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
7,2026-02-25T10:58:04.788000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
8,2026-02-25T10:58:04.877000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
1,2026-02-25T10:58:04.972000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
2,2026-02-25T10:58:05.049000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
3,2026-02-25T10:58:05.122000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
4,2026-02-25T10:58:05.197000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
5,2026-02-25T10:58:05.266000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
6,2026-02-25T10:58:05.337000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
7,2026-02-25T10:58:05.410000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
8,2026-02-25T10:58:05.485000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
1,2026-02-25T10:58:05.573000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
2,2026-02-25T10:58:05.654000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
3,2026-02-25T10:58:05.731000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
4,2026-02-25T10:58:05.811000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
5,2026-02-25T10:58:05.912000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
6,2026-02-25T10:58:05.996000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
7,2026-02-25T10:58:06.563000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
8,2026-02-25T10:58:06.646000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
1,2026-02-25T10:58:06.740000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
2,2026-02-25T10:58:06.816000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
3,2026-02-25T10:58:06.888000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
4,2026-02-25T10:58:06.959000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
5,2026-02-25T10:58:07.035000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
6,2026-02-25T10:58:07.114000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
7,2026-02-25T10:58:07.197000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
8,2026-02-25T10:58:07.271000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
1,2026-02-25T10:58:07.356000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
2,2026-02-25T10:58:07.428000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
3,2026-02-25T10:58:07.501000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
4,2026-02-25T10:58:07.573000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
5,2026-02-25T10:58:07.644000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
6,2026-02-25T10:58:07.719000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
7,2026-02-25T10:58:07.795000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
8,2026-02-25T10:58:07.868000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
1,2026-02-25T10:58:07.955000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
2,2026-02-25T10:58:08.057000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
3,2026-02-25T10:58:08.179000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
4,2026-02-25T10:58:08.253000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
5,2026-02-25T10:58:08.332000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
6,2026-02-25T10:58:08.405000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
7,2026-02-25T10:58:08.484000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
8,2026-02-25T10:58:08.561000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
1,2026-02-25T10:58:08.649000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
2,2026-02-25T10:58:08.729000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
3,2026-02-25T10:58:08.806000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
4,2026-02-25T10:58:08.878000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
5,2026-02-25T10:58:08.953000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
6,2026-02-25T10:58:09.027000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
7,2026-02-25T10:58:09.099000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
8,2026-02-25T10:58:09.176000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
1,2026-02-25T10:58:09.266000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
2,2026-02-25T10:58:09.338000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
3,2026-02-25T10:58:09.414000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
4,2026-02-25T10:58:09.491000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
5,2026-02-25T10:58:09.566000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
6,2026-02-25T10:58:09.639000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
7,2026-02-25T10:58:09.713000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
8,2026-02-25T10:58:09.787000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
1,2026-02-25T10:58:09.871000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
2,2026-02-25T10:58:09.944000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
3,2026-02-25T10:58:10.018000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
4,2026-02-25T10:58:10.118000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
5,2026-02-25T10:58:10.196000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
6,2026-02-25T10:58:10.272000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
7,2026-02-25T10:58:10.346000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
8,2026-02-25T10:58:10.421000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
1,2026-02-25T10:58:10.509000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
2,2026-02-25T10:58:10.585000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
3,2026-02-25T10:58:10.664000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
4,2026-02-25T10:58:10.739000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
5,2026-02-25T10:58:10.811000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
6,2026-02-25T10:58:10.885000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
7,2026-02-25T10:58:10.956000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
8,2026-02-25T10:58:11.033000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
1,2026-02-25T10:58:11.119000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
2,2026-02-25T10:58:11.195000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
3,2026-02-25T10:58:11.270000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
4,2026-02-25T10:58:11.379000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
5,2026-02-25T10:58:11.473000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
6,2026-02-25T10:58:11.547000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
7,2026-02-25T10:58:11.625000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
8,2026-02-25T10:58:11.698000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
1,2026-02-25T10:58:11.785000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
2,2026-02-25T10:58:11.858000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
3,2026-02-25T10:58:11.932000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
4,2026-02-25T10:58:12.009000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
5,2026-02-25T10:58:12.083000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
6,2026-02-25T10:58:12.163000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
7,2026-02-25T10:58:12.257000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
8,2026-02-25T10:58:12.332000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
1,2026-02-25T10:58:12.418000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
2,2026-02-25T10:58:12.494000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
3,2026-02-25T10:58:12.566000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
4,2026-02-25T10:58:12.643000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
5,2026-02-25T10:58:12.740000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
6,2026-02-25T10:58:12.842000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
7,2026-02-25T10:58:12.915000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
8,2026-02-25T10:58:12.987000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
1,2026-02-25T10:58:13.078000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
2,2026-02-25T10:58:13.152000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
3,2026-02-25T10:58:13.232000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
4,2026-02-25T10:58:13.304000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
5,2026-02-25T10:58:13.386000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
6,2026-02-25T10:58:13.496000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
7,2026-02-25T10:58:13.575000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
8,2026-02-25T10:58:13.649000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
1,2026-02-25T10:58:13.745000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
2,2026-02-25T10:58:13.860000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
3,2026-02-25T10:58:13.931000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
4,2026-02-25T10:58:14.006000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
5,2026-02-25T10:58:14.081000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
6,2026-02-25T10:58:14.154000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
7,2026-02-25T10:58:14.230000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
8,2026-02-25T10:58:14.338000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
1,2026-02-25T10:58:14.424000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
2,2026-02-25T10:58:14.501000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
3,2026-02-25T10:58:14.572000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
4,2026-02-25T10:58:14.647000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
5,2026-02-25T10:58:14.775000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
6,2026-02-25T10:58:14.861000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
7,2026-02-25T10:58:14.942000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
8,2026-02-25T10:58:15.022000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
1,2026-02-25T10:58:15.107000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
2,2026-02-25T10:58:15.181000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
3,2026-02-25T10:58:15.257000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
