team,x,y
team0,0.0,0.0
team0,0.0,0.0
team0,0.0,0.0
team0,0.0,0.0
team0,0.0,0.0
team0,0.0,0.0
team0,1.9095489978790283,38.369747161865234
team0,0.0,0.0
team1,0.0,0.0
team1,0.0,0.0
team1,0.0,0.0
team1,0.0,0.0
team1,0.0,0.0
team1,0.0,0.0
team1,0.0,0.0
team1,0.0,0.0
