ts,end,total_shot_number,tv,av,sa_rad,sa_deg,est_distance,final_x_model,final_y_model,dc_x,dc_y,in_house,class,trajectory_file
2026-02-27T11:05:49.063,0,1,2.402703,-15.707963,0.054540,3.12,38.382331,38.382331,-0.011209,-0.011209,38.382331,1,draw,trajectories\traj_000.csv
2026-02-27T11:05:49.194,0,3,2.394920,-15.707963,0.055938,3.21,38.113761,38.113761,0.044868,0.044868,38.113761,1,draw,trajectories\traj_001.csv
2026-02-27T11:05:49.298,0,5,2.409873,-15.707963,0.056381,3.23,38.630510,38.630510,0.057301,0.057301,38.630510,1,draw,trajectories\traj_002.csv
2026-02-27T11:05:49.408,0,7,2.407217,-15.707963,0.055699,3.19,38.538480,38.538480,0.031784,0.031784,38.538480,1,draw,trajectories\traj_003.csv
2026-02-27T11:05:49.540,0,9,2.395574,-15.707963,0.054362,3.11,38.136325,38.136325,-0.015435,-0.015435,38.136325,1,draw,trajectories\traj_004.csv
2026-02-27T11:05:49.640,0,11,2.399422,-15.707963,0.056529,3.24,38.268957,38.268957,0.066067,0.066067,38.268957,1,draw,trajectories\traj_005.csv
2026-02-27T11:05:49.756,0,13,2.409546,-15.707963,0.055989,3.21,38.619186,38.619186,0.042240,0.042240,38.619186,1,draw,trajectories\traj_006.csv
2026-02-27T11:05:49.857,0,15,2.405568,-15.707963,0.055341,3.17,38.481418,38.481418,0.018569,0.018569,38.481418,1,draw,trajectories\traj_007.csv
2026-02-27T11:05:50.023,1,1,2.400082,-15.707963,0.053044,3.04,38.291719,38.291719,-0.067570,-0.067570,38.291719,1,draw,trajectories\traj_008.csv
2026-02-27T11:05:50.143,1,3,2.396572,-15.707963,0.054916,3.15,38.170720,38.170720,0.005340,0.005340,38.170720,1,draw,trajectories\traj_009.csv
2026-02-27T11:05:50.252,1,5,2.399386,-15.707963,0.054948,3.15,38.267762,38.267762,0.005578,0.005578,38.267762,1,draw,trajectories\traj_010.csv
2026-02-27T11:05:50.357,1,7,2.404771,-15.707963,0.056875,3.26,38.453749,38.453749,0.077805,0.077805,38.453749,1,draw,trajectories\traj_011.csv
2026-02-27T11:05:50.456,1,9,2.407729,-15.707963,0.055695,3.19,38.556232,38.556232,0.031496,0.031496,38.556232,1,draw,trajectories\traj_012.csv
2026-02-27T11:05:50.563,1,11,2.406819,-15.707963,0.051969,2.98,38.524556,38.524556,-0.111786,-0.111786,38.524556,1,draw,trajectories\traj_013.csv
2026-02-27T11:05:50.655,1,13,2.399341,-15.707963,0.055074,3.16,38.266199,38.266199,0.010405,0.010405,38.266199,1,draw,trajectories\traj_014.csv
2026-02-27T11:05:50.765,1,15,2.407940,-15.707963,0.054703,3.13,38.563536,38.563536,-0.006840,-0.006840,38.563536,1,draw,trajectories\traj_015.csv
2026-02-27T11:05:50.877,2,1,2.406923,-15.707963,0.056756,3.25,38.528269,38.528269,0.072605,0.072605,38.528269,1,draw,trajectories\traj_016.csv
2026-02-27T11:05:50.971,2,3,2.412331,-15.707963,0.052448,3.01,38.715731,38.715731,-0.095724,-0.095724,38.715731,1,draw,trajectories\traj_017.csv
2026-02-27T11:05:51.069,2,5,2.400373,-15.707963,0.054873,3.14,38.301841,38.301841,0.002355,0.002355,38.301841,1,draw,trajectories\traj_018.csv
2026-02-27T11:05:51.167,2,7,2.405320,-15.707963,0.052441,3.00,38.472712,38.472712,-0.092915,-0.092915,38.472712,1,draw,trajectories\traj_019.csv
2026-02-27T11:05:51.267,2,9,2.406334,-15.707963,0.053618,3.07,38.507904,38.507904,-0.048030,-0.048030,38.507904,1,draw,trajectories\traj_020.csv
2026-02-27T11:05:51.376,2,11,2.403902,-15.707963,0.056017,3.21,38.423736,38.423736,0.045083,0.045083,38.423736,1,draw,trajectories\traj_021.csv
2026-02-27T11:05:51.480,2,13,2.391162,-15.707963,0.055748,3.19,37.984439,37.984439,0.038799,0.038799,37.984439,1,draw,trajectories\traj_022.csv
2026-02-27T11:05:51.593,2,15,2.403806,-15.707963,0.054186,3.10,38.420440,38.420440,-0.025246,-0.025246,38.420440,1,draw,trajectories\traj_023.csv
2026-02-27T11:05:51.703,3,1,2.411679,-15.707963,0.053729,3.08,38.693175,38.693175,-0.045857,-0.045857,38.693175,1,draw,trajectories\traj_024.csv
2026-02-27T11:05:51.802,3,3,2.412535,-15.707963,0.053753,3.08,38.722906,38.722906,-0.045271,-0.045271,38.722906,1,draw,trajectories\traj_025.csv
2026-02-27T11:05:51.893,3,5,2.398574,-15.707963,0.054898,3.15,38.239751,38.239751,0.003962,0.003962,38.239751,1,draw,trajectories\traj_026.csv
2026-02-27T11:05:51.985,3,7,2.415865,-15.707963,0.055653,3.19,38.838618,38.838618,0.027175,0.027175,38.838618,1,draw,trajectories\traj_027.csv
2026-02-27T11:05:52.083,3,9,2.401489,-15.707963,0.055996,3.21,38.340330,38.340330,0.045044,0.045044,38.340330,1,draw,trajectories\traj_028.csv
2026-02-27T11:05:52.181,3,11,2.396396,-15.707963,0.052754,3.02,38.164553,38.164553,-0.077122,-0.077122,38.164553,1,draw,trajectories\traj_029.csv
2026-02-27T11:05:52.288,3,13,2.406747,-15.707963,0.051330,2.94,38.521998,38.521998,-0.136348,-0.136348,38.521998,1,draw,trajectories\traj_030.csv
2026-02-27T11:05:52.485,3,15,2.395597,-15.707963,0.055161,3.16,38.137109,38.137109,0.015028,0.015028,38.137109,1,draw,trajectories\traj_031.csv
