ts,end,total_shot_number,tv,av,sa_rad,sa_deg,est_distance,final_x,final_y,class,trajectory_file
2026-02-26T13:07:06.183,3,3,2.405675,15.707963,0.054393,3.12,14.506904,14.506904,0.789847,draw,trajectories\traj_025.csv
2026-02-26T13:07:06.306,3,5,2.402255,15.707963,0.054376,3.12,14.465756,14.465756,0.787361,draw,trajectories\traj_026.csv
2026-02-26T13:07:06.443,3,7,2.392392,15.707963,0.055871,3.20,14.346286,14.346286,0.802382,draw,trajectories\traj_027.csv
2026-02-26T13:07:06.646,3,9,2.410047,15.707963,0.057542,3.30,14.556932,14.556932,0.838566,draw,trajectories\traj_028.csv
2026-02-26T13:07:06.776,3,11,2.404536,15.707963,0.055761,3.19,14.492105,14.492105,0.808932,draw,trajectories\traj_029.csv
2026-02-26T13:07:06.945,3,13,2.400764,15.707963,0.051836,2.97,14.449772,14.449772,0.749692,draw,trajectories\traj_030.csv
2026-02-26T13:07:07.082,3,15,2.405893,15.707963,0.054193,3.11,14.509679,14.509679,0.787091,draw,trajectories\traj_031.csv
2026-02-26T13:07:07.247,4,1,2.386820,15.707963,0.056219,3.22,14.279406,14.279406,0.803620,draw,trajectories\traj_032.csv
2026-02-26T13:07:07.382,4,3,2.418438,15.707963,0.056084,3.21,14.659517,14.659517,0.823034,draw,trajectories\traj_033.csv
2026-02-26T13:07:07.576,4,5,2.404235,15.707963,0.057546,3.30,14.487011,14.487011,0.834592,draw,trajectories\traj_034.csv
2026-02-26T13:07:07.722,4,7,2.400182,15.707963,0.054494,3.12,14.440720,14.440720,0.787715,draw,trajectories\traj_035.csv
2026-02-26T13:07:07.848,4,9,2.398951,15.707963,0.055266,3.17,14.425354,14.425354,0.798048,draw,trajectories\traj_036.csv
2026-02-26T13:07:07.973,4,11,2.407236,15.707963,0.055317,3.17,14.524948,14.524948,0.804299,draw,trajectories\traj_037.csv
2026-02-26T13:07:08.099,4,13,2.405924,15.707963,0.054432,3.12,14.509861,14.509861,0.790575,draw,trajectories\traj_038.csv
2026-02-26T13:07:08.222,4,15,2.410540,15.707963,0.055412,3.17,14.564641,14.564641,0.807889,draw,trajectories\traj_039.csv
2026-02-26T13:07:08.362,5,1,2.399991,15.707963,0.052912,3.03,14.439653,14.439653,0.764748,draw,trajectories\traj_040.csv
2026-02-26T13:07:08.488,5,3,2.400527,15.707963,0.057525,3.30,14.442416,14.442416,0.831720,draw,trajectories\traj_041.csv
2026-02-26T13:07:08.604,5,5,2.398376,15.707963,0.055510,3.18,14.418273,14.418273,0.801180,draw,trajectories\traj_042.csv
2026-02-26T13:07:08.712,5,7,2.402591,15.707963,0.052441,3.00,14.471304,14.471304,0.759582,draw,trajectories\traj_043.csv
2026-02-26T13:07:08.814,5,9,2.403771,15.707963,0.052030,2.98,14.485808,14.485808,0.754376,draw,trajectories\traj_044.csv
2026-02-26T13:07:08.916,5,11,2.402928,15.707963,0.057582,3.30,14.471260,14.471260,0.834210,draw,trajectories\traj_045.csv
2026-02-26T13:07:09.027,5,13,2.407793,15.707963,0.098935,5.67,14.482733,14.482733,1.437548,draw,trajectories\traj_046.csv
2026-02-26T13:07:09.130,5,15,2.415624,15.707963,0.096389,5.52,14.580554,14.580554,1.409770,draw,trajectories\traj_047.csv
2026-02-26T13:07:09.255,6,1,2.393273,15.707963,0.054379,3.12,14.358016,14.358016,0.781550,draw,trajectories\traj_048.csv
2026-02-26T13:07:09.356,6,3,2.421450,15.707963,0.054820,3.14,14.697008,14.697008,0.806493,hit,trajectories\traj_049.csv
2026-02-26T13:07:09.460,6,5,2.405674,15.707963,0.051817,2.97,14.508870,14.508870,0.752476,draw,trajectories\traj_050.csv
2026-02-26T13:07:09.563,6,7,2.407727,15.707963,0.052788,3.02,14.532844,14.532844,0.767877,draw,trajectories\traj_051.csv
2026-02-26T13:07:09.674,6,9,2.392739,15.707963,0.053473,3.06,14.352325,14.352325,0.768197,draw,trajectories\traj_052.csv
2026-02-26T13:07:09.802,6,11,2.400688,15.707963,0.058867,3.37,14.443235,14.443235,0.851207,draw,trajectories\traj_053.csv
2026-02-26T13:07:09.908,6,13,2.403071,15.707963,0.053310,3.05,14.476406,14.476406,0.772475,draw,trajectories\traj_054.csv
2026-02-26T13:07:10.013,6,15,2.394143,15.707963,0.055778,3.20,14.367339,14.367339,0.802207,draw,trajectories\traj_055.csv
2026-02-26T13:07:10.218,7,1,2.395416,15.707963,0.055428,3.18,14.382874,14.382874,0.798038,draw,trajectories\traj_056.csv
2026-02-26T13:07:10.345,7,3,2.417750,15.707963,0.052287,3.00,14.654224,14.654224,0.766925,draw,trajectories\traj_057.csv
2026-02-26T13:07:10.544,7,5,2.397300,15.707963,0.057838,3.31,14.403469,14.403469,0.833992,draw,trajectories\traj_058.csv
2026-02-26T13:07:10.707,7,7,2.413888,15.707963,0.051880,2.97,14.607861,14.607861,0.758532,draw,trajectories\traj_059.csv
2026-02-26T13:07:10.826,7,9,2.392412,15.707963,0.053876,3.09,14.348096,14.348096,0.773771,draw,trajectories\traj_060.csv
2026-02-26T13:07:10.960,7,11,2.409978,15.707963,0.056808,3.25,14.556714,14.556714,0.827832,draw,trajectories\traj_061.csv
2026-02-26T13:07:11.108,7,13,2.402743,15.707963,0.057609,3.30,14.469008,14.469008,0.834469,draw,trajectories\traj_062.csv
2026-02-26T13:07:11.226,7,15,2.394713,15.707963,0.055175,3.16,14.374650,14.374650,0.793926,draw,trajectories\traj_063.csv
2026-02-26T13:07:11.377,8,1,2.399586,15.707963,0.055391,3.17,14.432857,14.432857,0.800262,draw,trajectories\traj_064.csv
2026-02-26T13:07:11.496,8,3,2.417694,15.707963,0.054005,3.09,14.652201,14.652201,0.792059,draw,trajectories\traj_065.csv
2026-02-26T13:07:11.623,8,5,2.405722,15.707963,0.055438,3.18,14.506635,14.506635,0.805047,draw,trajectories\traj_066.csv
2026-02-26T13:07:11.739,8,7,2.413872,15.707963,0.053553,3.07,14.606385,14.606385,0.782960,draw,trajectories\traj_067.csv
2026-02-26T13:07:11.868,8,9,2.407035,15.707963,0.055302,3.17,14.522538,14.522538,0.803950,draw,trajectories\traj_068.csv
2026-02-26T13:07:12.057,8,11,2.403423,15.707963,0.054020,3.10,14.480095,14.480095,0.782983,draw,trajectories\traj_069.csv
2026-02-26T13:07:12.171,8,13,2.405449,15.707963,0.054880,3.14,14.503791,14.503791,0.796774,draw,trajectories\traj_070.csv
2026-02-26T13:07:12.309,8,15,2.399774,15.707963,0.056478,3.24,14.434231,14.434231,0.816085,draw,trajectories\traj_071.csv
2026-02-26T13:07:12.488,9,1,2.415737,15.707963,0.053243,3.05,14.629155,14.629155,0.779634,draw,trajectories\traj_072.csv
2026-02-26T13:07:12.606,9,3,2.415860,15.707963,0.053594,3.07,14.630372,14.630372,0.784846,draw,trajectories\traj_073.csv
2026-02-26T13:07:12.716,9,5,2.410357,15.707963,0.057316,3.28,14.560874,14.560874,0.835479,draw,trajectories\traj_074.csv
2026-02-26T13:07:12.848,9,7,2.408276,15.707963,0.055686,3.19,14.537161,14.537161,0.810361,draw,trajectories\traj_075.csv
2026-02-26T13:07:12.977,9,9,2.399057,15.707963,0.052043,2.98,14.429127,14.429127,0.751614,draw,trajectories\traj_076.csv
2026-02-26T13:07:13.217,9,11,2.401993,15.707963,0.056347,3.23,14.461032,14.461032,0.815693,draw,trajectories\traj_077.csv
2026-02-26T13:07:13.357,9,13,2.406614,15.707963,0.055272,3.17,14.517492,14.517492,0.803228,draw,trajectories\traj_078.csv
2026-02-26T13:07:13.512,9,15,2.390560,15.707963,0.053503,3.07,14.326191,14.326191,0.767228,draw,trajectories\traj_079.csv
