ts,end,total_shot_number,tv,av,sa_rad,sa_deg,est_distance,final_x,final_y,class,trajectory_file
2026-02-26T13:07:01.907,0,1,2.406931,15.707963,0.056661,3.25,14.520173,14.520173,0.823606,draw,trajectories\traj_000.csv
2026-02-26T13:07:02.020,0,3,2.402776,15.707963,0.053408,3.06,14.472780,14.472780,0.773700,draw,trajectories\traj_001.csv
2026-02-26T13:07:02.130,0,5,2.401682,15.707963,0.058894,3.37,14.455164,14.455164,0.852311,draw,trajectories\traj_002.csv
2026-02-26T13:07:02.228,0,7,2.406441,15.707963,0.053227,3.05,14.517026,14.517026,0.773432,draw,trajectories\traj_003.csv
2026-02-26T13:07:02.366,0,9,2.401296,15.707963,0.056365,3.23,14.452627,14.452627,0.815487,draw,trajectories\traj_004.csv
2026-02-26T13:07:02.485,0,11,2.400356,15.707963,0.054467,3.12,14.442844,14.442844,0.787436,draw,trajectories\traj_005.csv
2026-02-26T13:07:02.602,0,13,2.394820,15.707963,0.058167,3.33,14.373491,14.373491,0.837012,draw,trajectories\traj_006.csv
2026-02-26T13:07:02.714,0,15,2.400326,15.707963,0.056519,3.24,14.440828,14.440828,0.817056,draw,trajectories\traj_007.csv
2026-02-26T13:07:02.861,1,1,2.402018,15.707963,0.055409,3.17,14.462089,14.462089,0.802152,draw,trajectories\traj_008.csv
2026-02-26T13:07:02.975,1,3,2.414236,15.707963,0.053423,3.06,14.610878,14.610878,0.781295,draw,trajectories\traj_009.csv
2026-02-26T13:07:03.159,1,5,2.418592,15.707963,0.053226,3.05,14.663667,14.663667,0.781225,draw,trajectories\traj_010.csv
2026-02-26T13:07:03.291,1,7,2.403656,15.707963,0.053010,3.04,14.483686,14.483686,0.768505,draw,trajectories\traj_011.csv
2026-02-26T13:07:03.395,1,9,2.406109,15.707963,0.049242,2.82,14.515996,14.515996,0.715375,draw,trajectories\traj_012.csv
2026-02-26T13:07:03.509,1,11,2.403765,15.707963,0.052747,3.02,14.485193,14.485193,0.764767,draw,trajectories\traj_013.csv
2026-02-26T13:07:03.613,1,13,2.391823,15.707963,0.058869,3.37,14.337001,14.337001,0.844976,draw,trajectories\traj_014.csv
2026-02-26T13:07:03.801,1,15,2.400638,15.707963,0.057179,3.28,14.444044,14.444044,0.826791,draw,trajectories\traj_015.csv
2026-02-26T13:07:03.944,2,1,2.393503,15.707963,0.057460,3.29,14.358304,14.358304,0.825931,draw,trajectories\traj_016.csv
2026-02-26T13:07:04.061,2,3,2.396704,15.707963,0.058090,3.33,14.396130,14.396130,0.837211,draw,trajectories\traj_017.csv
2026-02-26T13:07:04.239,2,5,2.407272,15.707963,0.054453,3.12,14.526069,14.526069,0.791771,draw,trajectories\traj_018.csv
2026-02-26T13:07:04.374,2,7,2.407414,15.707963,0.053881,3.09,14.528227,14.528227,0.783557,draw,trajectories\traj_019.csv
2026-02-26T13:07:04.477,2,9,2.393319,15.707963,0.053314,3.05,14.359394,14.359394,0.766277,draw,trajectories\traj_020.csv
2026-02-26T13:07:04.612,2,11,2.407397,15.707963,0.054653,3.13,14.527407,14.527407,0.794754,draw,trajectories\traj_021.csv
2026-02-26T13:07:04.727,2,13,2.408822,15.707963,0.054190,3.10,14.544923,14.544923,0.788966,draw,trajectories\traj_022.csv
2026-02-26T13:07:04.841,2,15,2.404163,15.707963,0.055747,3.19,14.487620,14.487620,0.808479,draw,trajectories\traj_023.csv
2026-02-26T13:07:06.044,3,1,2.405872,15.707963,0.052541,3.01,14.510704,14.510704,0.763107,draw,trajectories\traj_024.csv
