x,y
-0.000000,0.000000
-0.000003,0.002414
-0.000005,0.004829
-0.000008,0.007243
-0.000011,0.009657
-0.000014,0.012071
-0.000016,0.014485
-0.000019,0.016899
-0.000022,0.019313
-0.000024,0.021727
-0.000027,0.024141
-0.000029,0.026554
-0.000032,0.028968
-0.000035,0.031381
-0.000037,0.033795
-0.000040,0.036208
-0.000042,0.038621
-0.000045,0.041035
-0.000048,0.043448
-0.000050,0.045861
-0.000053,0.048274
-0.000055,0.050687
-0.000058,0.053100
-0.000060,0.055513
-0.000063,0.057926
-0.000065,0.060338
-0.000068,0.062751
-0.000070,0.065163
-0.000072,0.067576
-0.000075,0.069988
-0.000077,0.072401
-0.000080,0.074813
-0.000082,0.077225
-0.000085,0.079637
-0.000087,0.082049
-0.000089,0.084461
-0.000092,0.086873
-0.000094,0.089285
-0.000096,0.091697
-0.000099,0.094109
-0.000101,0.096520
-0.000103,0.098932
-0.000106,0.101343
-0.000108,0.103755
-0.000110,0.106166
-0.000113,0.108578
-0.000115,0.110989
-0.000117,0.113400
-0.000119,0.115811
-0.000122,0.118222
-0.000124,0.120633
-0.000126,0.123044
-0.000128,0.125455
-0.000130,0.127866
-0.000133,0.130276
-0.000135,0.132687
-0.000137,0.135097
-0.000139,0.137508
-0.000141,0.139918
-0.000143,0.142329
-0.000145,0.144739
-0.000148,0.147149
-0.000150,0.149559
-0.000152,0.151969
-0.000154,0.154379
-0.000156,0.156789
-0.000158,0.159199
-0.000160,0.161609
-0.000162,0.164019
-0.000164,0.166428
-0.000166,0.168838
-0.000168,0.171247
-0.000170,0.173657
-0.000172,0.176066
-0.000174,0.178475
-0.000176,0.180885
-0.000178,0.183294
-0.000180,0.185703
-0.000182,0.188112
-0.000184,0.190521
-0.000186,0.192930
-0.000188,0.195339
-0.000190,0.197747
-0.000191,0.200156
-0.000193,0.202565
-0.000195,0.204973
-0.000197,0.207382
-0.000199,0.209790
-0.000201,0.212198
-0.000203,0.214607
-0.000204,0.217015
-0.000206,0.219423
-0.000208,0.221831
-0.000210,0.224239
-0.000211,0.226647
-0.000213,0.229055
-0.000215,0.231462
-0.000217,0.233870
-0.000218,0.236278
-0.000220,0.238685
-0.000222,0.241093
-0.000224,0.243500
-0.000225,0.245908
-0.000227,0.248315
-0.000229,0.250722
-0.000230,0.253129
-0.000232,0.255536
-0.000234,0.257943
-0.000235,0.260350
-0.000237,0.262757
-0.000238,0.265164
-0.000240,0.267571
-0.000242,0.269977
-0.000243,0.272384
-0.000245,0.274791
-0.000246,0.277197
-0.000248,0.279603
-0.000249,0.282010
-0.000251,0.284416
-0.000253,0.286822
-0.000254,0.289228
-0.000256,0.291634
-0.000257,0.294040
-0.000258,0.296446
-0.000260,0.298852
-0.000261,0.301258
-0.000263,0.303663
-0.000264,0.306069
-0.000266,0.308475
-0.000267,0.310880
-0.000269,0.313285
-0.000270,0.315691
-0.000271,0.318096
-0.000273,0.320501
-0.000274,0.322906
-0.000275,0.325311
-0.000277,0.327716
-0.000278,0.330121
-0.000279,0.332526
-0.000281,0.334931
-0.000282,0.337336
-0.000283,0.339740
-0.000285,0.342145
-0.000286,0.344550
-0.000287,0.346954
-0.000288,0.349358
-0.000290,0.351763
-0.000291,0.354167
-0.000292,0.356571
-0.000293,0.358975
-0.000295,0.361379
-0.000296,0.363783
-0.000297,0.366187
-0.000298,0.368591
-0.000299,0.370995
-0.000300,0.373398
-0.000302,0.375802
-0.000303,0.378205
-0.000304,0.380609
-0.000305,0.383012
-0.000306,0.385416
-0.000307,0.387819
-0.000308,0.390222
-0.000309,0.392625
-0.000310,0.395028
-0.000311,0.397431
-0.000312,0.399834
-0.000313,0.402237
-0.000314,0.404640
-0.000315,0.407042
-0.000316,0.409445
-0.000317,0.411848
-0.000318,0.414250
-0.000319,0.416653
-0.000320,0.419055
-0.000321,0.421457
-0.000322,0.423859
-0.000323,0.426262
-0.000324,0.428664
-0.000325,0.431066
-0.000326,0.433468
-0.000327,0.435870
-0.000328,0.438271
-0.000328,0.440673
-0.000329,0.443075
-0.000330,0.445476
-0.000331,0.447878
-0.000332,0.450279
-0.000333,0.452681
-0.000333,0.455082
-0.000334,0.457483
-0.000335,0.459884
-0.000336,0.462286
-0.000337,0.464687
-0.000337,0.467088
-0.000338,0.469489
-0.000339,0.471889
-0.000340,0.474290
-0.000340,0.476691
-0.000341,0.479091
-0.000342,0.481492
-0.000342,0.483892
-0.000343,0.486293
-0.000344,0.488693
-0.000344,0.491094
-0.000345,0.493494
-0.000346,0.495894
-0.000346,0.498294
-0.000347,0.500694
-0.000347,0.503094
-0.000348,0.505494
-0.000349,0.507894
-0.000349,0.510293
-0.000350,0.512693
-0.000350,0.515092
