x,y
0.000000,0.000000
0.002406,0.000128
0.004812,0.000255
0.007218,0.000383
0.009624,0.000511
0.012029,0.000639
0.014435,0.000766
0.016841,0.000894
0.019246,0.001022
0.021652,0.001149
0.024057,0.001277
0.026462,0.001405
0.028868,0.001533
0.031273,0.001661
0.033678,0.001788
0.036083,0.001916
0.038488,0.002044
0.040893,0.002172
0.043298,0.002299
0.045702,0.002427
0.048107,0.002555
0.050512,0.002683
0.052916,0.002811
0.055321,0.002939
0.057725,0.003066
0.060130,0.003194
0.062534,0.003322
0.064938,0.003450
0.067342,0.003578
0.069746,0.003706
0.072150,0.003834
0.074554,0.003961
0.076958,0.004089
0.079362,0.004217
0.081766,0.004345
0.084169,0.004473
0.086573,0.004601
0.088976,0.004729
0.091380,0.004857
0.093783,0.004985
0.096186,0.005113
0.098590,0.005241
0.100993,0.005369
0.103396,0.005496
0.105799,0.005624
0.108202,0.005752
0.110605,0.005880
0.113008,0.006008
0.115410,0.006136
0.117813,0.006264
0.120216,0.006392
0.122618,0.006520
0.125021,0.006648
0.127423,0.006776
0.129825,0.006904
0.132228,0.007032
0.134630,0.007160
0.137032,0.007288
0.139434,0.007416
0.141836,0.007545
0.144238,0.007673
0.146640,0.007801
0.149041,0.007929
0.151443,0.008057
0.153845,0.008185
0.156246,0.008313
0.158648,0.008441
0.161049,0.008569
0.163450,0.008697
0.165852,0.008825
0.168253,0.008953
0.170654,0.009082
0.173055,0.009210
0.175456,0.009338
0.177857,0.009466
0.180258,0.009594
0.182659,0.009722
0.185059,0.009850
0.187460,0.009979
0.189861,0.010107
0.192261,0.010235
0.194662,0.010363
0.197062,0.010491
0.199462,0.010620
0.201863,0.010748
0.204263,0.010876
0.206663,0.011004
0.209063,0.011132
0.211463,0.011261
0.213863,0.011389
0.216262,0.011517
0.218662,0.011645
0.221062,0.011774
0.223461,0.011902
0.225861,0.012030
0.228260,0.012158
0.230660,0.012287
0.233059,0.012415
0.235458,0.012543
0.237858,0.012672
0.240257,0.012800
0.242656,0.012928
0.245055,0.013056
0.247454,0.013185
0.249852,0.013313
0.252251,0.013441
0.254650,0.013570
0.257048,0.013698
0.259447,0.013826
0.261846,0.013955
0.264244,0.014083
0.266642,0.014211
0.269041,0.014340
0.271439,0.014468
0.273837,0.014597
0.276235,0.014725
0.278633,0.014853
0.281031,0.014982
0.283429,0.015110
0.285826,0.015239
0.288224,0.015367
0.290622,0.015495
0.293019,0.015624
0.295417,0.015752
0.297814,0.015881
0.300212,0.016009
0.302609,0.016138
0.305006,0.016266
0.307403,0.016395
0.309800,0.016523
0.312197,0.016652
0.314594,0.016780
0.316991,0.016909
0.319388,0.017037
0.321785,0.017166
0.324182,0.017294
0.326578,0.017423
0.328975,0.017551
0.331371,0.017680
0.333767,0.017808
0.336164,0.017937
0.338560,0.018065
0.340956,0.018194
0.343352,0.018322
0.345748,0.018451
0.348144,0.018579
0.350540,0.018708
0.352936,0.018837
0.355332,0.018965
0.357728,0.019094
0.360123,0.019222
0.362519,0.019351
0.364914,0.019480
0.367310,0.019608
0.369705,0.019737
0.372100,0.019866
0.374495,0.019994
0.376890,0.020123
0.379286,0.020251
0.381681,0.020380
0.384075,0.020509
0.386470,0.020637
0.388865,0.020766
0.391260,0.020895
0.393654,0.021023
0.396049,0.021152
0.398444,0.021281
0.400838,0.021410
0.403232,0.021538
0.405627,0.021667
0.408021,0.021796
0.410415,0.021924
0.412809,0.022053
0.415203,0.022182
0.417597,0.022311
0.419991,0.022439
0.422385,0.022568
0.424778,0.022697
0.427172,0.022826
0.429566,0.022954
0.431959,0.023083
0.434353,0.023212
0.436746,0.023341
0.439139,0.023470
0.441533,0.023598
0.443926,0.023727
0.446319,0.023856
0.448712,0.023985
0.451105,0.024114
0.453498,0.024243
0.455891,0.024371
0.458283,0.024500
0.460676,0.024629
0.463069,0.024758
0.465461,0.024887
0.467854,0.025016
0.470246,0.025145
0.472638,0.025273
0.475031,0.025402
0.477423,0.025531
0.479815,0.025660
0.482207,0.025789
0.484599,0.025918
0.486991,0.026047
0.489383,0.026176
0.491775,0.026305
0.494166,0.026434
0.496558,0.026563
0.498949,0.026692
0.501341,0.026821
0.503732,0.026949
0.506124,0.027078
0.508515,0.027207
0.510906,0.027336
0.513297,0.027465
0.515688,0.027594
0.518080,0.027723
0.520470,0.027852
0.522861,0.027981
0.525252,0.028110
0.527643,0.028239
0.530033,0.028368
0.532424,0.028497
0.534815,0.028627
0.537205,0.028756
0.539595,0.028885
0.541986,0.029014
0.544376,0.029143
0.546766,0.029272
0.549156,0.029401
0.551546,0.029530
0.553936,0.029659
0.556326,0.029788
0.558716,0.029917
0.561106,0.030046
0.563495,0.030175
0.565885,0.030305
0.568275,0.030434
0.570664,0.030563
0.573053,0.030692
0.575443,0.030821
0.577832,0.030950
0.580221,0.031079
0.582610,0.031209
0.584999,0.031338
0.587388,0.031467
0.589777,0.031596
0.592166,0.031725
0.594555,0.031854
0.596944,0.031984
0.599332,0.032113
0.601721,0.032242
0.604109,0.032371
0.606498,0.032500
0.608886,0.032630
0.611274,0.032759
0.613663,0.032888
0.616051,0.033017
0.618439,0.033147
0.620827,0.033276
0.623215,0.033405
0.625603,0.033534
0.627990,0.033664
0.630378,0.033793
0.632766,0.033922
0.635153,0.034052
0.637541,0.034181
0.639928,0.034310
0.642316,0.034440
0.644703,0.034569
0.647090,0.034698
0.649477,0.034827
0.651864,0.034957
0.654251,0.035086
0.656638,0.035215
0.659025,0.035345
0.661412,0.035474
0.663799,0.035604
0.666186,0.035733
0.668572,0.035862
0.670959,0.035992
0.673345,0.036121
0.675732,0.036250
0.678118,0.036380
0.680504,0.036509
0.682890,0.036639
