x,y
0.000000,0.000000
0.002408,0.000128
0.004816,0.000256
0.007225,0.000384
0.009633,0.000512
0.012041,0.000640
0.014449,0.000768
0.016856,0.000896
0.019264,0.001023
0.021672,0.001151
0.024080,0.001279
0.026487,0.001407
0.028895,0.001535
0.031302,0.001663
0.033710,0.001791
0.036117,0.001919
0.038524,0.002047
0.040931,0.002175
0.043338,0.002303
0.045745,0.002431
0.048152,0.002559
0.050559,0.002687
0.052966,0.002816
0.055373,0.002944
0.057779,0.003072
0.060186,0.003200
0.062593,0.003328
0.064999,0.003456
0.067405,0.003584
0.069812,0.003712
0.072218,0.003840
0.074624,0.003968
0.077030,0.004096
0.079436,0.004224
0.081842,0.004353
0.084248,0.004481
0.086654,0.004609
0.089060,0.004737
0.091465,0.004865
0.093871,0.004993
0.096277,0.005121
0.098682,0.005250
0.101088,0.005378
0.103493,0.005506
0.105898,0.005634
0.108303,0.005762
0.110709,0.005890
0.113114,0.006019
0.115519,0.006147
0.117924,0.006275
0.120328,0.006403
0.122733,0.006531
0.125138,0.006660
0.127543,0.006788
0.129947,0.006916
0.132352,0.007044
0.134756,0.007173
0.137160,0.007301
0.139565,0.007429
0.141969,0.007557
0.144373,0.007686
0.146777,0.007814
0.149181,0.007942
0.151585,0.008071
0.153989,0.008199
0.156393,0.008327
0.158797,0.008455
0.161200,0.008584
0.163604,0.008712
0.166007,0.008840
0.168411,0.008969
0.170814,0.009097
0.173218,0.009225
0.175621,0.009354
0.178024,0.009482
0.180427,0.009611
0.182830,0.009739
0.185233,0.009867
0.187636,0.009996
0.190039,0.010124
0.192442,0.010252
0.194844,0.010381
0.197247,0.010509
0.199649,0.010638
0.202052,0.010766
0.204454,0.010894
0.206857,0.011023
0.209259,0.011151
0.211661,0.011280
0.214063,0.011408
0.216465,0.011537
0.218867,0.011665
0.221269,0.011794
0.223671,0.011922
0.226073,0.012051
0.228475,0.012179
0.230876,0.012308
0.233278,0.012436
0.235679,0.012565
0.238081,0.012693
0.240482,0.012822
0.242883,0.012950
0.245285,0.013079
0.247686,0.013207
0.250087,0.013336
0.252488,0.013464
0.254889,0.013593
0.257290,0.013721
0.259691,0.013850
0.262091,0.013979
0.264492,0.014107
0.266893,0.014236
0.269293,0.014364
0.271694,0.014493
0.274094,0.014621
0.276494,0.014750
0.278895,0.014879
0.281295,0.015007
0.283695,0.015136
0.286095,0.015265
0.288495,0.015393
0.290895,0.015522
0.293295,0.015650
0.295694,0.015779
0.298094,0.015908
0.300494,0.016036
0.302893,0.016165
0.305293,0.016294
0.307692,0.016422
0.310091,0.016551
0.312491,0.016680
0.314890,0.016809
0.317289,0.016937
0.319688,0.017066
0.322087,0.017195
0.324486,0.017323
0.326885,0.017452
0.329284,0.017581
0.331682,0.017710
0.334081,0.017838
0.336480,0.017967
0.338878,0.018096
0.341277,0.018225
0.343675,0.018353
0.346073,0.018482
0.348471,0.018611
0.350870,0.018740
0.353268,0.018869
0.355666,0.018997
0.358064,0.019126
0.360461,0.019255
0.362859,0.019384
0.365257,0.019513
0.367655,0.019642
0.370052,0.019770
0.372450,0.019899
0.374847,0.020028
0.377245,0.020157
0.379642,0.020286
0.382039,0.020415
0.384436,0.020544
0.386833,0.020672
0.389231,0.020801
0.391627,0.020930
0.394024,0.021059
0.396421,0.021188
0.398818,0.021317
0.401215,0.021446
0.403611,0.021575
0.406008,0.021704
0.408404,0.021833
0.410801,0.021962
0.413197,0.022091
0.415593,0.022220
0.417990,0.022349
0.420386,0.022478
0.422782,0.022606
0.425178,0.022735
0.427574,0.022864
0.429969,0.022993
0.432365,0.023122
0.434761,0.023251
0.437157,0.023380
0.439552,0.023509
0.441948,0.023638
0.444343,0.023768
0.446738,0.023897
0.449134,0.024026
0.451529,0.024155
0.453924,0.024284
0.456319,0.024413
0.458714,0.024542
0.461109,0.024671
0.463504,0.024800
0.465899,0.024929
0.468294,0.025058
0.470688,0.025187
0.473083,0.025316
0.475477,0.025445
0.477872,0.025575
0.480266,0.025704
0.482660,0.025833
0.485055,0.025962
0.487449,0.026091
0.489843,0.026220
0.492237,0.026349
0.494631,0.026479
0.497025,0.026608
0.499419,0.026737
0.501812,0.026866
0.504206,0.026995
0.506600,0.027124
0.508993,0.027254
0.511387,0.027383
0.513780,0.027512
0.516174,0.027641
0.518567,0.027770
0.520960,0.027900
0.523353,0.028029
0.525746,0.028158
0.528139,0.028287
0.530532,0.028417
0.532925,0.028546
0.535318,0.028675
0.537710,0.028804
0.540103,0.028934
0.542496,0.029063
0.544888,0.029192
0.547280,0.029321
0.549673,0.029451
0.552065,0.029580
0.554457,0.029709
0.556850,0.029839
0.559242,0.029968
0.561634,0.030097
0.564026,0.030227
0.566417,0.030356
0.568809,0.030485
0.571201,0.030615
0.573593,0.030744
0.575984,0.030873
0.578376,0.031003
0.580767,0.031132
0.583159,0.031261
0.585550,0.031391
0.587941,0.031520
0.590332,0.031650
0.592723,0.031779
0.595114,0.031908
0.597505,0.032038
0.599896,0.032167
0.602287,0.032297
0.604678,0.032426
0.607068,0.032556
0.609459,0.032685
0.611850,0.032814
0.614240,0.032944
0.616630,0.033073
0.619021,0.033203
0.621411,0.033332
0.623801,0.033462
0.626191,0.033591
0.628581,0.033721
0.630971,0.033850
0.633361,0.033980
0.635751,0.034109
0.638141,0.034239
0.640531,0.034368
0.642920,0.034498
0.645310,0.034627
0.647699,0.034757
0.650089,0.034887
0.652478,0.035016
0.654867,0.035146
0.657257,0.035275
0.659646,0.035405
0.662035,0.035534
0.664424,0.035664
0.666813,0.035793
0.669202,0.035923
0.671590,0.036053
0.673979,0.036182
0.676368,0.036312
0.678756,0.036442
0.681145,0.036571
0.683533,0.036701
0.685922,0.036830
0.688310,0.036960
0.690698,0.037090
0.693086,0.037219
0.695475,0.037349
0.697863,0.037479
0.700250,0.037608
0.702638,0.037738
0.705026,0.037868
0.707414,0.037997
0.709802,0.038127
0.712189,0.038257
0.714577,0.038386
0.716964,0.038516
0.719352,0.038646
0.721739,0.038776
0.724126,0.038905
0.726513,0.039035
0.728900,0.039165
0.731288,0.039295
0.733675,0.039424
0.736061,0.039554
0.738448,0.039684
0.740835,0.039814
0.743222,0.039943
0.745608,0.040073
0.747995,0.040203
0.750381,0.040333
0.752768,0.040463
0.755154,0.040592
0.757540,0.040722
0.759927,0.040852
0.762313,0.040982
0.764699,0.041112
0.767085,0.041242
0.769471,0.041371
0.771857,0.041501
0.774242,0.041631
0.776628,0.041761
0.779014,0.041891
0.781399,0.042021
0.783785,0.042151
0.786170,0.042280
0.788556,0.042410
0.790941,0.042540
0.793326,0.042670
0.795711,0.042800
0.798096,0.042930
0.800482,0.043060
0.802866,0.043190
0.805251,0.043320
0.807636,0.043450
0.810021,0.043580
0.812406,0.043710
0.814790,0.043840
0.817175,0.043970
0.819559,0.044100
0.821944,0.044229
0.824328,0.044359
0.826712,0.044489
0.829096,0.044619
0.831480,0.044749
0.833864,0.044879
0.836248,0.045009
0.838632,0.045139
0.841016,0.045270
0.843400,0.045400
0.845784,0.045530
0.848167,0.045660
0.850551,0.045790
0.852934,0.045920
0.855318,0.046050
0.857701,0.046180
0.860084,0.046310
0.862468,0.046440
0.864851,0.046570
0.867234,0.046700
0.869617,0.046830
0.872000,0.046960
0.874382,0.047090
0.876765,0.047221
0.879148,0.047351
0.881531,0.047481
0.883913,0.047611
0.886296,0.047741
0.888678,0.047871
0.891060,0.048001
0.893443,0.048132
0.895825,0.048262
0.898207,0.048392
0.900589,0.048522
0.902971,0.048652
0.905353,0.048782
0.907735,0.048913
0.910117,0.049043
0.912499,0.049173
0.914880,0.049303
0.917262,0.049433
0.919643,0.049564
0.922025,0.049694
0.924406,0.049824
0.926788,0.049954
0.929169,0.050085
0.931550,0.050215
0.933931,0.050345
0.936312,0.050475
0.938693,0.050606
0.941074,0.050736
0.943455,0.050866
0.945836,0.050996
0.948216,0.051127
0.950597,0.051257
0.952977,0.051387
0.955358,0.051518
0.957738,0.051648
0.960119,0.051778
0.962499,0.051909
0.964879,0.052039
0.967259,0.052169
0.969639,0.052300
0.972019,0.052430
0.974399,0.052560
0.976779,0.052691
0.979159,0.052821
0.981539,0.052951
0.983918,0.053082
0.986298,0.053212
0.988677,0.053343
0.991057,0.053473
0.993436,0.053603
0.995815,0.053734
0.998195,0.053864
1.000574,0.053995
1.002953,0.054125
1.005332,0.054256
1.007711,0.054386
1.010090,0.054516
1.012468,0.054647
1.014847,0.054777
1.017226,0.054908
1.019604,0.055038
1.021983,0.055169
1.024361,0.055299
1.026740,0.055430
1.029118,0.055560
1.031496,0.055691
1.033874,0.055821
1.036253,0.055952
1.038631,0.056082
1.041009,0.056213
1.043386,0.056343
1.045764,0.056474
1.048142,0.056604
1.050520,0.056735
1.052897,0.056865
1.055275,0.056996
1.057652,0.057127
1.060030,0.057257
1.062407,0.057388
1.064784,0.057518
1.067162,0.057649
1.069539,0.057779
1.071916,0.057910
1.074293,0.058041
1.076670,0.058171
1.079046,0.058302
1.081423,0.058433
1.083800,0.058563
1.086177,0.058694
1.088553,0.058824
1.090930,0.058955
1.093306,0.059086
1.095682,0.059216
1.098059,0.059347
1.100435,0.059478
1.102811,0.059608
1.105187,0.059739
1.107563,0.059870
1.109939,0.060000
1.112315,0.060131
1.114691,0.060262
1.117066,0.060393
1.119442,0.060523
1.121818,0.060654
1.124193,0.060785
1.126569,0.060915
1.128944,0.061046
1.131319,0.061177
1.133694,0.061308
1.136070,0.061439
1.138445,0.061569
1.140820,0.061700
1.143195,0.061831
1.145570,0.061962
1.147944,0.062092
1.150319,0.062223
1.152694,0.062354
1.155068,0.062485
1.157443,0.062616
1.159817,0.062746
1.162192,0.062877
1.164566,0.063008
1.166940,0.063139
1.169315,0.063270
1.171689,0.063401
1.174063,0.063531
1.176437,0.063662
1.178811,0.063793
1.181184,0.063924
1.183558,0.064055
1.185932,0.064186
1.188306,0.064317
1.190679,0.064448
1.193053,0.064579
1.195426,0.064709
1.197799,0.064840
1.200173,0.064971
1.202546,0.065102
1.204919,0.065233
1.207292,0.065364
1.209665,0.065495
1.212038,0.065626
1.214411,0.065757
1.216784,0.065888
1.219156,0.066019
1.221529,0.066150
1.223902,0.066281
1.226274,0.066412
1.228647,0.066543
1.231019,0.066674
1.233391,0.066805
1.235763,0.066936
1.238136,0.067067
1.240508,0.067198
1.242880,0.067329
1.245252,0.067460
1.247624,0.067591
1.249995,0.067722
1.252367,0.067853
1.254739,0.067984
1.257110,0.068115
1.259482,0.068246
1.261853,0.068377
1.264225,0.068508
1.266596,0.068639
1.268967,0.068770
1.271338,0.068902
1.273710,0.069033
1.276081,0.069164
1.278452,0.069295
1.280822,0.069426
1.283193,0.069557
1.285564,0.069688
1.287935,0.069819
1.290305,0.069951
1.292676,0.070082
1.295046,0.070213
1.297417,0.070344
1.299787,0.070475
1.302157,0.070606
1.304528,0.070738
1.306898,0.070869
1.309268,0.071000
1.311638,0.071131
1.314008,0.071262
1.316378,0.071394
1.318747,0.071525
1.321117,0.071656
1.323487,0.071787
1.325856,0.071918
1.328226,0.072050
1.330595,0.072181
1.332965,0.072312
1.335334,0.072443
1.337703,0.072575
1.340072,0.072706
1.342441,0.072837
1.344810,0.072969
1.347179,0.073100
1.349548,0.073231
1.351917,0.073362
1.354286,0.073494
1.356654,0.073625
1.359023,0.073756
1.361391,0.073888
1.363760,0.074019
1.366128,0.074150
1.368497,0.074282
1.370865,0.074413
1.373233,0.074544
1.375601,0.074676
1.377969,0.074807
1.380337,0.074938
1.382705,0.075070
1.385073,0.075201
1.387441,0.075333
1.389808,0.075464
1.392176,0.075595
1.394543,0.075727
1.396911,0.075858
1.399278,0.075990
1.401646,0.076121
1.404013,0.076252
1.406380,0.076384
1.408747,0.076515
1.411114,0.076647
1.413481,0.076778
1.415848,0.076910
1.418215,0.077041
1.420582,0.077173
1.422948,0.077304
1.425315,0.077435
1.427682,0.077567
1.430048,0.077698
1.432415,0.077830
1.434781,0.077961
1.437147,0.078093
1.439513,0.078224
1.441880,0.078356
1.444246,0.078488
1.446612,0.078619
1.448978,0.078751
1.451343,0.078882
1.453709,0.079014
1.456075,0.079145
1.458441,0.079277
1.460806,0.079408
1.463172,0.079540
1.465537,0.079672
1.467902,0.079803
1.470268,0.079935
1.472633,0.080066
1.474998,0.080198
1.477363,0.080330
1.479728,0.080461
1.482093,0.080593
1.484458,0.080724
1.486823,0.080856
1.489188,0.080988
1.491552,0.081119
1.493917,0.081251
1.496281,0.081383
1.498646,0.081514
1.501010,0.081646
1.503375,0.081778
1.505739,0.081909
1.508103,0.082041
1.510467,0.082173
1.512831,0.082304
1.515195,0.082436
1.517559,0.082568
1.519923,0.082699
1.522287,0.082831
1.524650,0.082963
1.527014,0.083095
1.529378,0.083226
1.531741,0.083358
1.534105,0.083490
1.536468,0.083622
1.538831,0.083753
1.541194,0.083885
1.543557,0.084017
1.545921,0.084149
1.548284,0.084280
1.550646,0.084412
1.553009,0.084544
1.555372,0.084676
1.557735,0.084808
1.560097,0.084940
1.562460,0.085071
1.564823,0.085203
1.567185,0.085335
1.569547,0.085467
1.571910,0.085599
1.574272,0.085731
1.576634,0.085862
1.578996,0.085994
1.581358,0.086126
1.583720,0.086258
1.586082,0.086390
1.588444,0.086522
1.590805,0.086654
1.593167,0.086786
1.595529,0.086917
1.597890,0.087049
1.600252,0.087181
1.602613,0.087313
1.604974,0.087445
1.607336,0.087577
1.609697,0.087709
1.612058,0.087841
1.614419,0.087973
1.616780,0.088105
1.619141,0.088237
1.621502,0.088369
1.623862,0.088501
1.626223,0.088633
1.628584,0.088765
1.630944,0.088897
1.633305,0.089029
1.635665,0.089161
1.638026,0.089293
1.640386,0.089425
1.642746,0.089557
1.645106,0.089689
1.647466,0.089821
1.649826,0.089953
1.652186,0.090085
1.654546,0.090217
1.656906,0.090349
1.659265,0.090481
1.661625,0.090613
1.663985,0.090745
1.666344,0.090877
1.668704,0.091009
1.671063,0.091141
1.673422,0.091273
1.675781,0.091406
1.678141,0.091538
1.680500,0.091670
1.682859,0.091802
1.685218,0.091934
1.687576,0.092066
1.689935,0.092198
1.692294,0.092330
1.694653,0.092463
1.697011,0.092595
1.699370,0.092727
1.701728,0.092859
1.704087,0.092991
