end,team,stone_index,x,y,distance_to_button
0,team0,0,-0.0755675733089447,38.77302932739258,0.283
0,team0,1,-1.1758129596710205,38.15141296386719,1.226
0,team0,7,-0.4674365222454071,37.4992790222168,1.105
0,team1,4,0.18789522349834442,38.4291877746582,0.201
0,team1,5,-0.28612133860588074,38.36422348022461,0.317
0,team1,6,0.11029240489006042,37.635963439941406,0.871
0,team1,7,0.24016663432121277,37.11867904663086,1.402
1,team0,0,-0.09723827242851257,38.843528747558594,0.357
1,team1,3,-0.26214414834976196,38.27998733520508,0.342
1,team1,5,-0.3381814658641815,37.82319259643555,0.757
1,team1,6,1.6722524166107178,38.852989196777344,1.709
1,team1,7,0.08540672063827515,38.37493896484375,0.151
2,team0,4,-1.7792236804962158,37.88386535644531,1.883
2,team0,6,-1.4673683643341064,37.6441650390625,1.699
2,team0,7,-0.49344849586486816,38.19127655029297,0.582
2,team1,0,0.48394930362701416,38.396942138671875,0.495
2,team1,2,0.15451160073280334,38.35248565673828,0.214
2,team1,4,0.9648493528366089,36.68540573120117,2.055
2,team1,5,0.5691695213317871,37.55897903442383,1.1
2,team1,6,0.20523886382579803,37.84242630004883,0.689
2,team1,7,0.04323732480406761,37.30752944946289,1.193
3,team0,0,-0.0110912024974823,38.55699157714844,0.058
3,team0,1,-0.35271286964416504,38.08634567260742,0.544
3,team0,2,0.3992033898830414,38.353515625,0.425
3,team0,3,-0.7466572523117065,37.888790130615234,0.965
3,team0,4,-0.699174165725708,37.54625701904297,1.183
3,team0,5,0.0201291311532259,37.81265640258789,0.688
3,team0,6,-0.32454317808151245,37.38661193847656,1.16
3,team0,7,-0.5355322957038879,37.154632568359375,1.448
3,team1,0,0.7985042333602905,39.159149169921875,1.035
3,team1,1,-0.054442379623651505,38.22745132446289,0.278
3,team1,2,0.5994090437889099,38.092830657958984,0.725
3,team1,3,0.2257469743490219,38.08684158325195,0.471
3,team1,4,0.5723106861114502,37.76228332519531,0.934
3,team1,5,0.7241181135177612,37.45146560668945,1.274
3,team1,6,0.026746701449155807,37.49003601074219,1.01
3,team1,7,0.14404511451721191,37.20079803466797,1.307
4,team1,0,-0.40347644686698914,38.737613677978516,0.468
4,team1,5,-0.41165024042129517,38.412776947021484,0.421
4,team1,7,0.058312635868787766,37.3057861328125,1.196
5,team0,0,0.017818951979279518,39.19150924682617,0.692
5,team0,1,0.2685096859931946,38.39901351928711,0.287
5,team0,2,-0.01741284877061844,38.505096435546875,0.018
5,team0,3,-0.3545714318752289,38.47481155395508,0.355
5,team0,4,-0.2851037383079529,38.147640228271484,0.453
5,team0,5,0.016998011618852615,38.18336486816406,0.317
5,team0,6,0.11200195550918579,37.85588455200195,0.654
5,team0,7,-0.7373362183570862,37.44730758666992,1.285
5,team1,0,-0.8131449222564697,38.5723762512207,0.816
5,team1,1,0.7276075482368469,38.337371826171875,0.746
5,team1,2,-0.7044650912284851,37.867008209228516,0.947
5,team1,3,0.6169702410697937,37.53738784790039,1.143
5,team1,4,-0.2670186161994934,37.705589294433594,0.838
5,team1,5,0.43973466753959656,37.26790237426758,1.308
5,team1,6,0.07756783813238144,37.19518280029297,1.307
5,team1,7,0.3105858564376831,35.82731246948242,2.691
6,team1,6,0.011240222491323948,38.540496826171875,0.042
6,team1,7,0.014283535070717335,38.094974517822266,0.405
7,team0,1,0.7652786374092102,38.410701751708984,0.77
7,team0,7,-0.19977769255638123,37.77444839477539,0.753
7,team1,1,0.1672169417142868,38.47138214111328,0.17
7,team1,3,-0.038001492619514465,38.07424545288086,0.427
7,team1,4,0.28543591499328613,37.67890930175781,0.869
7,team1,6,0.18617112934589386,37.36391830444336,1.151
7,team1,7,0.13192179799079895,36.63050842285156,1.874
8,team0,0,-0.11597159504890442,38.855438232421875,0.374
8,team0,1,-0.2587713301181793,38.45880126953125,0.262
8,team0,3,-0.7854669690132141,37.65323257446289,1.155
8,team0,4,0.3372969925403595,38.343711853027344,0.372
8,team0,5,-0.17422443628311157,37.758277893066406,0.762
8,team0,6,-0.6016659140586853,37.366397857666016,1.283
8,team0,7,-0.40688014030456543,36.68696975708008,1.858
8,team1,1,0.4846155345439911,38.710941314697266,0.529
8,team1,2,-0.09593351185321808,38.12574005126953,0.386
8,team1,3,0.8862207531929016,38.54724884033203,0.887
8,team1,4,0.4748598635196686,37.930660247802734,0.741
8,team1,5,0.12167009711265564,37.422908782958984,1.084
8,team1,6,0.3874095380306244,37.302162170410156,1.259
8,team1,7,0.11537067592144012,36.51275634765625,1.991
9,team1,6,0.11337389051914215,38.265323638916016,0.261
9,team1,7,0.03934447467327118,37.797122955322266,0.704
