ts,end,total_shot_number,tv,av,sa_rad,sa_deg,est_distance,final_x_model,final_y_model,dc_x,dc_y,in_house,class,trajectory_file
2026-02-27T11:05:49.154,0,2,2.417941,1.570796,1.570687,89.99,2.142192,2.142192,38.852417,38.852417,2.142192,0,other,trajectories\traj_000.csv
2026-02-27T11:05:49.261,0,4,2.419989,1.570796,1.571419,90.04,2.118290,2.118290,38.924736,38.924736,2.118290,0,other,trajectories\traj_001.csv
2026-02-27T11:05:49.375,0,6,2.414687,1.570796,1.569707,89.94,2.172779,2.172779,38.737370,38.737370,2.172779,0,other,trajectories\traj_002.csv
2026-02-27T11:05:49.506,0,8,2.421715,1.570796,1.567508,89.81,0.000000,0.000000,0.000000,0.000000,0.000000,0,hit,trajectories\traj_003.csv
2026-02-27T11:05:49.604,0,10,2.419160,1.570796,1.570680,89.99,2.145227,2.145227,38.894684,38.894684,2.145227,0,other,trajectories\traj_004.csv
2026-02-27T11:05:49.710,0,12,2.411650,1.570796,1.571914,90.06,2.080549,2.080549,38.636990,38.636990,2.080549,0,other,trajectories\traj_005.csv
2026-02-27T11:05:49.823,0,14,2.423241,1.570796,1.568134,89.85,0.000000,0.000000,0.000000,0.000000,0.000000,0,hit,trajectories\traj_006.csv
2026-02-27T11:05:50.093,1,2,2.426005,1.570796,1.570730,90.00,2.158860,2.158860,39.133278,39.133278,2.158860,0,hit,trajectories\traj_007.csv
2026-02-27T11:05:50.216,1,4,2.409677,1.570796,1.573043,90.13,2.032551,2.032551,38.570431,38.570431,2.032551,0,other,trajectories\traj_008.csv
2026-02-27T11:05:50.322,1,6,2.421802,1.570796,1.572644,90.11,2.074639,2.074639,38.990345,38.990345,2.074639,0,hit,trajectories\traj_009.csv
2026-02-27T11:05:50.424,1,8,2.417927,1.570796,1.571728,90.05,2.101719,2.101719,38.853851,38.853851,2.101719,0,other,trajectories\traj_010.csv
2026-02-27T11:05:50.531,1,10,2.412399,1.570796,1.570228,89.97,2.147411,2.147411,38.659237,38.659237,2.147411,0,other,trajectories\traj_011.csv
2026-02-27T11:05:50.622,1,12,2.426257,1.570796,1.571233,90.03,2.139735,2.139735,39.142910,39.142910,2.139735,0,hit,trajectories\traj_012.csv
2026-02-27T11:05:50.726,1,14,2.428581,1.570796,1.573770,90.17,2.045434,2.045434,39.228542,39.228542,2.045434,0,hit,trajectories\traj_013.csv
2026-02-27T11:05:50.940,2,2,2.429291,1.570796,1.569410,89.92,2.218168,2.218168,39.244453,39.244453,2.218168,0,hit,trajectories\traj_014.csv
2026-02-27T11:05:51.036,2,4,2.404344,1.570796,1.569075,89.90,2.173295,2.173295,38.377888,38.377888,2.173295,0,other,trajectories\traj_015.csv
2026-02-27T11:05:51.134,2,6,2.423261,1.570796,1.571274,90.03,2.131346,2.131346,39.038448,39.038448,2.131346,0,hit,trajectories\traj_016.csv
2026-02-27T11:05:51.234,2,8,2.414152,1.570796,1.569007,89.90,2.198603,2.198603,38.716961,38.716961,2.198603,0,other,trajectories\traj_017.csv
2026-02-27T11:05:51.344,2,10,2.417665,1.570796,1.570331,89.97,2.155424,2.155424,38.842083,38.842083,2.155424,0,other,trajectories\traj_018.csv
2026-02-27T11:05:51.448,2,12,2.396854,1.570796,1.568951,89.89,2.160813,2.160813,38.119820,38.119820,2.160813,0,other,trajectories\traj_019.csv
2026-02-27T11:05:51.558,2,14,2.419604,1.570796,1.572809,90.12,2.063360,2.063360,38.914242,38.914242,2.063360,0,other,trajectories\traj_020.csv
2026-02-27T11:05:51.769,3,2,2.410267,1.570796,1.570524,89.98,2.131070,2.131070,38.585812,38.585812,2.131070,0,other,trajectories\traj_021.csv
2026-02-27T11:05:51.863,3,4,2.418113,1.570796,1.568749,89.88,2.217903,2.217903,38.854000,38.854000,2.217903,0,other,trajectories\traj_022.csv
2026-02-27T11:05:51.955,3,6,2.416782,1.570796,1.571318,90.03,2.115076,2.115076,38.813320,38.813320,2.115076,0,other,trajectories\traj_023.csv
2026-02-27T11:05:52.052,3,8,2.406393,1.570796,1.570545,89.99,2.121516,2.121516,38.451939,38.451939,2.121516,0,other,trajectories\traj_024.csv
2026-02-27T11:05:52.147,3,10,2.414349,1.570796,1.572635,90.11,2.058589,2.058589,38.731430,38.731430,2.058589,0,other,trajectories\traj_025.csv
2026-02-27T11:05:52.256,3,12,2.422022,1.570796,1.569822,89.94,2.185217,2.185217,38.992722,38.992722,2.185217,0,hit,trajectories\traj_026.csv
2026-02-27T11:05:52.405,3,14,2.423446,1.570796,1.571386,90.03,2.127362,2.127362,39.044823,39.044823,2.127362,0,hit,trajectories\traj_027.csv
2026-02-27T11:05:52.699,4,2,2.441335,1.570796,1.572894,90.12,2.108057,2.108057,39.673210,39.673210,2.108057,0,hit,trajectories\traj_028.csv
2026-02-27T11:05:52.817,4,4,2.408225,1.570796,1.572282,90.09,2.058735,2.058735,38.518787,38.518787,2.058735,0,other,trajectories\traj_029.csv
2026-02-27T11:05:52.914,4,6,2.402703,1.570796,1.569735,89.94,2.144264,2.144264,38.323132,38.323132,2.144264,0,other,trajectories\traj_030.csv
2026-02-27T11:05:53.005,4,8,2.409018,1.570796,1.568852,89.89,2.192721,2.192721,38.539227,38.539227,2.192721,0,other,trajectories\traj_031.csv
2026-02-27T11:05:53.101,4,10,2.416092,1.570796,1.570841,90.00,2.132002,2.132002,38.788628,38.788628,2.132002,0,other,trajectories\traj_032.csv
2026-02-27T11:05:53.197,4,12,2.411187,1.570796,1.572247,90.08,2.066634,2.066634,38.621052,38.621052,2.066634,0,other,trajectories\traj_033.csv
2026-02-27T11:05:53.293,4,14,2.413262,1.570796,1.572245,90.08,2.071279,2.071279,38.692795,38.692795,2.071279,0,other,trajectories\traj_034.csv
2026-02-27T11:05:53.492,5,2,2.416327,1.570796,1.568193,89.85,0.000000,0.000000,0.000000,0.000000,0.000000,0,other,trajectories\traj_035.csv
2026-02-27T11:05:53.586,5,4,2.423139,1.570796,1.570148,89.96,2.175062,2.175062,39.031895,39.031895,2.175062,0,hit,trajectories\traj_036.csv
2026-02-27T11:05:53.681,5,6,2.419941,1.570796,1.568693,89.88,2.224332,2.224332,38.917263,38.917263,2.224332,0,other,trajectories\traj_037.csv
2026-02-27T11:05:53.775,5,8,2.411547,1.570796,1.569626,89.93,2.168725,2.168725,38.628490,38.628490,2.168725,0,other,trajectories\traj_038.csv
2026-02-27T11:05:53.872,5,10,2.406213,1.570796,1.571740,90.05,2.075133,2.075133,38.447880,38.447880,2.075133,0,other,trajectories\traj_039.csv
2026-02-27T11:05:53.981,5,12,2.422001,1.570796,1.568932,89.89,2.219839,2.219839,38.989502,38.989502,2.219839,0,hit,trajectories\traj_040.csv
2026-02-27T11:05:54.085,5,14,2.418557,1.570796,1.569080,89.90,2.206028,2.206028,38.869934,38.869934,2.206028,0,other,trajectories\traj_041.csv
2026-02-27T11:05:54.290,6,2,2.419930,1.570796,1.571190,90.02,2.127126,2.127126,38.922421,38.922421,2.127126,0,other,trajectories\traj_042.csv
2026-02-27T11:05:54.402,6,4,2.423356,1.570796,1.571091,90.02,2.138722,2.138722,39.041229,39.041229,2.138722,0,hit,trajectories\traj_043.csv
2026-02-27T11:05:54.515,6,6,2.424414,1.570796,1.573746,90.17,2.037380,2.037380,39.083645,39.083645,2.037380,0,hit,trajectories\traj_044.csv
2026-02-27T11:05:54.630,6,8,2.415812,1.570796,1.574036,90.19,2.007415,2.007415,38.784588,38.784588,2.007415,0,other,trajectories\traj_045.csv
2026-02-27T11:05:54.746,6,10,2.406061,1.570796,1.569002,89.90,2.180049,2.180049,38.436962,38.436962,2.180049,0,other,trajectories\traj_046.csv
2026-02-27T11:05:54.875,6,12,2.402805,1.570796,1.573974,90.18,1.981949,1.981949,38.334713,38.334713,1.981949,0,other,trajectories\traj_047.csv
2026-02-27T11:05:54.974,6,14,2.410234,1.570796,1.572386,90.09,2.059156,2.059156,38.588566,38.588566,2.059156,0,other,trajectories\traj_048.csv
2026-02-27T11:05:55.181,7,2,2.428309,1.570796,1.569438,89.92,2.214799,2.214799,39.210262,39.210262,2.214799,0,hit,trajectories\traj_049.csv
2026-02-27T11:05:55.270,7,4,2.433951,1.570796,1.568365,89.86,0.000000,0.000000,0.000000,0.000000,0.000000,0,hit,trajectories\traj_050.csv
2026-02-27T11:05:55.369,7,6,2.423855,1.570796,1.572693,90.11,2.077233,2.077233,39.062031,39.062031,2.077233,0,hit,trajectories\traj_051.csv
2026-02-27T11:05:55.461,7,8,2.415374,1.570796,1.568590,89.87,2.217667,2.217667,38.758636,38.758636,2.217667,0,other,trajectories\traj_052.csv
2026-02-27T11:05:55.552,7,10,2.424791,1.570796,1.569894,89.95,2.188782,2.188782,39.088737,39.088737,2.188782,0,hit,trajectories\traj_053.csv
2026-02-27T11:05:55.645,7,12,2.420930,1.570796,1.569907,89.95,2.179367,2.179367,38.954529,38.954529,2.179367,0,hit,trajectories\traj_054.csv
2026-02-27T11:05:55.738,7,14,2.430520,1.570796,1.571813,90.06,2.126587,2.126587,39.292435,39.292435,2.126587,0,hit,trajectories\traj_055.csv
2026-02-27T11:05:55.944,8,2,2.418340,1.570796,1.571265,90.03,2.120639,2.120639,38.867168,38.867168,2.120639,0,other,trajectories\traj_056.csv
2026-02-27T11:05:56.039,8,4,2.419721,1.570796,1.569656,89.93,2.186310,2.186310,38.911774,38.911774,2.186310,0,other,trajectories\traj_057.csv
2026-02-27T11:05:56.133,8,6,2.425155,1.570796,1.568584,89.87,0.000000,0.000000,0.000000,0.000000,0.000000,0,hit,trajectories\traj_058.csv
2026-02-27T11:05:56.228,8,8,2.414996,1.570796,1.570912,90.01,2.126782,2.126782,38.750641,38.750641,2.126782,0,other,trajectories\traj_059.csv
2026-02-27T11:05:56.323,8,10,2.426760,1.570796,1.572368,90.09,2.096421,2.096421,39.162659,39.162659,2.096421,0,hit,trajectories\traj_060.csv
2026-02-27T11:05:56.430,8,12,2.421596,1.570796,1.567563,89.81,0.000000,0.000000,0.000000,0.000000,0.000000,0,hit,trajectories\traj_061.csv
2026-02-27T11:05:56.539,8,14,2.432111,1.570796,1.572830,90.12,2.090114,2.090114,39.350208,39.350208,2.090114,0,hit,trajectories\traj_062.csv
2026-02-27T11:05:56.738,9,2,2.430980,1.570796,1.570425,89.98,2.182190,2.182190,39.305862,39.305862,2.182190,0,hit,trajectories\traj_063.csv
2026-02-27T11:05:56.835,9,4,2.410461,1.570796,1.571536,90.04,2.092463,2.092463,38.594364,38.594364,2.092463,0,other,trajectories\traj_064.csv
2026-02-27T11:05:56.937,9,6,2.421266,1.570796,1.571582,90.04,2.114846,2.114846,38.969185,38.969185,2.114846,0,hit,trajectories\traj_065.csv
2026-02-27T11:05:57.029,9,8,2.420996,1.570796,1.568921,89.89,2.217969,2.217969,38.954983,38.954983,2.217969,0,hit,trajectories\traj_066.csv
2026-02-27T11:05:57.125,9,10,2.410042,1.570796,1.569525,89.93,2.169163,2.169163,38.576000,38.576000,2.169163,0,other,trajectories\traj_067.csv
2026-02-27T11:05:57.220,9,12,2.412007,1.570796,1.569524,89.93,2.173726,2.173726,38.644306,38.644306,2.173726,0,other,trajectories\traj_068.csv
2026-02-27T11:05:57.317,9,14,2.429780,1.570796,1.571135,90.02,2.151548,2.151548,39.265068,39.265068,2.151548,0,hit,trajectories\traj_069.csv
