end,total_shot_number,shot_number,shooter_team,team0_stones,team1_stones,translational_velocity,angular_velocity,shot_angle
0,1,0,team0,1,0,2.395912288672858,-15.707963267948966,1.5197903861497073
0,2,1,team1,1,1,2.401879539860544,-1.570796327,1.5157201174139263
0,3,1,team0,2,1,2.4012025004033766,15.707963267948966,1.6333438751935556
0,4,2,team1,2,2,2.4072029387153977,-1.570796327,1.517794102298369
0,5,2,team0,3,2,2.393707895704138,15.707963267948966,1.6325813572724917
0,6,3,team1,3,3,2.4146184209702044,-1.570796327,1.5151045538170147
0,7,3,team0,4,3,2.4097319508697006,15.707963267948966,1.6321114845589249
0,8,4,team1,4,4,2.4109796846919576,-1.570796327,1.51700460065809
0,9,4,team0,5,4,2.3907141813764805,-15.707963267948966,1.5131418828088454
0,10,5,team1,5,5,2.4150571784859216,-1.570796327,1.5155582338186249
0,11,5,team0,4,3,3.9840063510199824,0.0,1.5823865378770388
0,12,6,team1,4,4,2.39893040013683,-1.570796327,1.5174930556504118
0,13,6,team0,4,2,4.002556143015235,0.0,1.5712400063782905
0,14,7,team1,4,3,2.3953522798515885,-1.570796327,1.515196261473156
0,15,7,team0,4,3,3.9986242341629614,0.0,1.5649379022320526
0,16,8,team1,4,4,2.388321890611284,-1.570796327,1.5175545480071728
1,1,0,team0,1,0,2.391834312780174,-15.707963267948966,1.5161308140131746
1,2,1,team1,1,1,2.4093385688777245,-1.570796327,1.5155980457871436
1,3,1,team0,2,1,2.400427527967368,15.707963267948966,1.635913610394703
1,4,2,team1,2,2,2.4048411957173417,-1.570796327,1.518472688938847
1,5,2,team0,3,2,2.3915113937697323,15.707963267948966,1.6353700465294343
1,6,3,team1,3,3,2.376159308816827,-1.570796327,1.5167140549894125
1,7,3,team0,4,3,2.3862700636345524,15.707963267948966,1.6353490429725213
1,8,4,team1,4,4,2.399483494301121,-1.570796327,1.5173388179599239
1,9,4,team0,5,4,2.384248689394859,15.707963267948966,1.6263340736747849
1,10,5,team1,5,5,2.393248308530237,-1.570796327,1.514191505490227
1,11,5,team0,5,5,4.007347348360139,0.0,1.5603941086878261
1,12,6,team1,5,6,2.3921612819203766,-1.570796327,1.5150657005991213
1,13,6,team0,5,6,3.9985821864687225,0.0,1.5651894208466939
1,14,7,team1,5,7,2.4039491116603497,-1.570796327,1.5147461811283303
1,15,7,team0,6,6,3.997781028918448,0.0,1.5735953266781844
1,16,8,team1,6,7,2.389891780637677,-1.570796327,1.5180563300779362
2,1,0,team0,1,0,2.4046104701480298,-15.707963267948966,1.5165845476666489
2,2,1,team1,1,1,2.4011339034609716,-1.570796327,1.5160676309112882
2,3,1,team0,2,1,2.388230652399704,15.707963267948966,1.6283877236397024
2,4,2,team1,2,2,2.3922678470386445,-1.570796327,1.514753814700763
2,5,2,team0,3,2,2.4039281145981413,15.707963267948966,1.6277514191890095
2,6,3,team1,3,3,2.387021596954364,-1.570796327,1.5181478646696578
2,7,3,team0,4,3,2.4022931692778893,15.707963267948966,1.6266555373662146
2,8,4,team1,4,4,2.405429838376926,-1.570796327,1.5148391994125503
2,9,4,team0,5,4,2.41047095099691,15.707963267948966,1.62668452759766
2,10,5,team1,5,5,2.397740797283181,-1.570796327,1.5136846975513232
2,11,5,team0,5,5,4.0067134019346495,0.0,1.560560428319927
2,12,6,team1,5,6,2.3959283938580236,-1.570796327,1.5178958021649613
2,13,6,team0,4,6,4.002460518440646,0.0,1.5692788395653152
2,14,7,team1,4,7,2.3959989140509323,-1.570796327,1.5162608463503635
2,15,7,team0,3,4,4.007371602652283,0.0,1.5726464181953983
2,16,8,team1,3,5,2.407081734851196,-1.570796327,1.5163984935463284
3,1,0,team1,0,1,2.397013615719895,-1.570796327,1.5138054642696679
3,2,1,team0,1,1,2.3903939165350643,-15.707963267948966,1.5168331312680094
3,3,1,team1,1,2,2.3987403554180684,-1.570796327,1.515220393346167
3,4,2,team0,2,2,2.3904022537192797,-15.707963267948966,1.5092420252540346
3,5,2,team1,2,3,2.402887663487123,-1.570796327,1.5177568102071226
3,6,3,team0,3,3,2.3725081115320426,15.707963267948966,1.6266204727418663
3,7,3,team1,3,4,2.3965627308178914,-1.570796327,1.5156300376122809
3,8,4,team0,4,4,2.3732932562927984,15.707963267948966,1.6264891192167001
3,9,4,team1,4,5,2.3944317598975835,-1.570796327,1.5119661037871572
3,10,5,team0,5,5,2.380476519995713,15.707963267948966,1.626943855885474
3,11,5,team1,5,6,2.399069041254921,-1.570796327,1.5176926647226363
3,12,6,team0,4,4,3.9872695195281613,0.0,1.5725976138108648
3,13,6,team1,4,5,2.4089887321961485,-1.570796327,1.5173947532568552
3,14,7,team0,4,4,3.9943596521255866,0.0,1.5767431072164964
3,15,7,team1,4,5,2.392736757123186,-1.570796327,1.5137132955602572
3,16,8,team0,3,2,3.997796071880189,0.0,1.5735549175891748
4,1,0,team1,0,1,2.400010345006301,-1.570796327,1.5165861730287442
4,2,1,team0,1,1,2.4067492243643325,-15.707963267948966,1.5162144911011037
4,3,1,team1,1,2,2.3905635730025496,-1.570796327,1.5170544379598334
4,4,2,team0,2,2,2.388524589586638,-15.707963267948966,1.5117213670011274
4,5,2,team1,2,3,2.40269544207872,-1.570796327,1.5152914132853537
4,6,3,team0,3,3,2.3836211712169644,-15.707963267948966,1.512670401372535
4,7,3,team1,3,4,2.3927983790010368,-1.570796327,1.5143952017047326
4,8,4,team0,4,4,2.409849197086146,-15.707963267948966,1.5174595893888012
4,9,4,team1,4,5,2.3963337770960838,-1.570796327,1.5168959318227457
4,10,5,team0,5,5,2.396418992382694,-15.707963267948966,1.5165512044715013
4,11,5,team1,5,6,2.393331182841938,-1.570796327,1.516390404341654
4,12,6,team0,5,5,4.0047970019159695,0.0,1.563352602609651
4,13,6,team1,5,6,2.4011134734510953,-1.570796327,1.515244923946728
4,14,7,team0,4,5,3.995432532269643,0.0,1.5694902172610357
4,15,7,team1,4,6,2.4035022104396346,-1.570796327,1.5153706170612486
4,16,8,team0,4,4,3.9905310178131717,0.0,1.5662205715329807
5,1,0,team1,0,1,2.392201641050907,-1.570796327,1.512681160558474
5,2,1,team0,1,1,2.395132204135327,-15.707963267948966,1.517823858302221
5,3,1,team1,1,2,2.4094594322591303,-1.570796327,1.5201690648580612
5,4,2,team0,2,2,2.391291613243746,-15.707963267948966,1.508776517820123
5,5,2,team1,2,3,2.3859809975019983,-1.570796327,1.5121373301306396
5,6,3,team0,3,3,2.399451309289689,-15.707963267948966,1.5106527377211265
5,7,3,team1,3,4,2.4006398871012475,-1.570796327,1.516043082191592
5,8,4,team0,4,4,2.3751573696444237,-15.707963267948966,1.5081190461196996
5,9,4,team1,4,5,2.393239292483819,-1.570796327,1.5180182594481573
5,10,5,team0,5,5,2.387704803252428,15.707963267948966,1.6303041952386994
5,11,5,team1,5,6,2.387357173933906,-1.570796327,1.5133858703436305
5,12,6,team0,4,4,4.014374051530892,0.0,1.578408230263888
5,13,6,team1,4,5,2.393493408791435,-1.570796327,1.5182395198430287
5,14,7,team0,4,4,3.9858519124578597,0.0,1.5655412022271613
5,15,7,team1,4,5,2.406005082572434,-1.570796327,1.5152447266356661
5,16,8,team0,5,3,3.9856862160115054,0.0,1.5801425812935375
6,1,0,team0,1,0,2.4030588009068996,-15.707963267948966,1.5175349373076243
6,2,1,team1,1,1,2.4027919394696133,-1.570796327,1.5184693534410132
6,3,1,team0,2,1,2.408756841084252,15.707963267948966,1.6267513554743551
6,4,2,team1,2,2,2.4088296568764878,-1.570796327,1.5179149111636208
6,5,2,team0,3,2,2.413640197110663,15.707963267948966,1.6271384795858703
6,6,3,team1,3,3,2.395487443708992,-1.570796327,1.515174902239603
6,7,3,team0,4,3,2.396788804473009,15.707963267948966,1.626529916160749
6,8,4,team1,4,4,2.3945822344237624,-1.570796327,1.5127385381309526
6,9,4,team0,5,4,2.3929161565022317,-15.707963267948966,1.5151516708889716
6,10,5,team1,5,5,2.4193194153805857,-1.570796327,1.5170195455000355
6,11,5,team0,5,4,3.9964629755358154,0.0,1.5617322577891937
6,12,6,team1,5,5,2.4026415740826224,-1.570796327,1.5160959675198884
6,13,6,team0,5,5,3.996175073028398,0.0,1.5668503451240465
6,14,7,team1,5,6,2.3912181296552175,-1.570796327,1.517031303952725
6,15,7,team0,4,6,3.9963118349137097,0.0,1.569035174949405
6,16,8,team1,4,7,2.3903954963208007,-1.570796327,1.514721019634137
7,1,0,team0,1,0,2.407536497657067,-15.707963267948966,1.515621947771665
7,2,1,team1,1,1,2.4062147830683855,-1.570796327,1.5167407457932538
7,3,1,team0,2,1,2.3807099892938384,-15.707963267948966,1.516392320096524
7,4,2,team1,2,2,2.3894128577046416,-1.570796327,1.5158360507810111
7,5,2,team0,3,2,2.397453865401183,-15.707963267948966,1.514739845973454
7,6,3,team1,3,3,2.3931460160318783,-1.570796327,1.515792265497987
7,7,3,team0,4,3,2.3946255700310193,-15.707963267948966,1.5175632870013072
7,8,4,team1,4,4,2.3840690671448566,-1.570796327,1.5191618298720415
7,9,4,team0,5,4,2.4054554336261673,-15.707963267948966,1.5174728405387057
7,10,5,team1,5,5,2.39971170774976,-1.570796327,1.5183393548053716
7,11,5,team0,2,5,4.013362573510891,0.0,1.5772254491001187
7,12,6,team1,2,6,2.3925324548584417,-1.570796327,1.5185052137618567
7,13,6,team0,2,5,3.9991521834990413,0.0,1.57744300899656
7,14,7,team1,2,6,2.3993346031431906,-1.570796327,1.5169302135807585
