ts,end,total_shot_number,tv,av,sa_rad,sa_deg,est_distance,final_x_model,final_y_model,dc_x,dc_y,in_house,class,trajectory_file
2026-02-26T13:07:01.907,0,1,2.406931,15.707963,0.056661,3.25,38.289195,38.289195,4.288266,4.288266,38.289195,0,draw,trajectories\traj_000.csv
2026-02-26T13:07:02.020,0,3,2.402776,15.707963,0.053408,3.06,38.160185,38.160185,4.146715,4.146715,38.160185,0,draw,trajectories\traj_001.csv
2026-02-26T13:07:02.130,0,5,2.401682,15.707963,0.058894,3.37,38.099362,38.099362,4.351331,4.351331,38.099362,0,draw,trajectories\traj_002.csv
2026-02-26T13:07:02.228,0,7,2.406441,15.707963,0.053227,3.05,38.286863,38.286863,4.154774,4.154774,38.286863,0,draw,trajectories\traj_003.csv
2026-02-26T13:07:02.366,0,9,2.401296,15.707963,0.056365,3.23,38.097000,38.097000,4.253342,4.253342,38.097000,0,draw,trajectories\traj_004.csv
2026-02-26T13:07:02.485,0,11,2.400356,15.707963,0.054467,3.12,38.072788,38.072788,4.177154,4.177154,38.072788,0,draw,trajectories\traj_005.csv
2026-02-26T13:07:02.602,0,13,2.394820,15.707963,0.058167,3.33,37.867604,37.867604,4.294565,4.294565,37.867604,0,draw,trajectories\traj_006.csv
2026-02-26T13:07:02.714,0,15,2.400326,15.707963,0.056519,3.24,38.063082,38.063082,4.255159,4.255159,38.063082,0,draw,trajectories\traj_007.csv
2026-02-26T13:07:02.861,1,1,2.402018,15.707963,0.055409,3.17,38.125822,38.125822,4.219918,4.219918,38.125822,0,draw,trajectories\traj_008.csv
2026-02-26T13:07:02.975,1,3,2.414236,15.707963,0.053423,3.06,38.554535,38.554535,4.194222,4.194222,38.554535,0,draw,trajectories\traj_009.csv
2026-02-26T13:07:03.159,1,5,2.418592,15.707963,0.053226,3.05,38.705831,38.705831,4.204533,4.204533,38.705831,0,draw,trajectories\traj_010.csv
2026-02-26T13:07:03.291,1,7,2.403656,15.707963,0.053010,3.04,38.192075,38.192075,4.135121,4.135121,38.192075,0,draw,trajectories\traj_011.csv
2026-02-26T13:07:03.395,1,9,2.406109,15.707963,0.049242,2.82,38.291692,38.291692,4.000848,4.000848,38.291692,0,draw,trajectories\traj_012.csv
